ä_vals,norm_G_uni,norm_G_def,norm_G_add,norm_G_var,norm_G_var_x,norm_G_var_y,norm_G_var_z,norm_G_uni_x,norm_G_uni_y,norm_G_uni_z,norm_G_def_x,norm_G_def_y,norm_G_def_z,norm_G_add_x,norm_G_add_y,norm_G_add_z
0.001,0.6717385434923093,0.6716867770488809,0.6716867786905495,0.6717007542537957,0.7964348480266772,0.4598175750637547,0.7588498396709552,0.796036701468042,0.45991737175079955,0.7592615572580868,0.7588924763296478,0.45979317641822776,0.7963746783987672,0.7588924982024234,0.4597931789556204,0.7963746589136044
0.0010974987654930556,0.672322260900597,0.6723222619400048,0.6722663896492774,0.6725878414784737,0.7578839852445465,0.4615810377285637,0.7982985014623111,0.79806974209658,0.46116682959506744,0.7577302110101436,0.757730226236191,0.4611668315011011,0.7980697280827224,0.7573751950872626,0.46103330857518904,0.7983906652853805
0.0012045035402587824,0.6729535425954433,0.6729535432466521,0.6729535453881752,0.6729090091118867,0.8005464702872597,0.4624131554002126,0.7557674016481877,0.7560739562709418,0.46253051174947896,0.8002561597659089,0.8002561539035935,0.46253051266994694,0.756073963166416,0.7560739853994463,0.4625305156300835,0.8002561351349956
0.0013219411484660286,0.6735677886099839,0.6735677876881105,0.6736327050272068,0.6735687680087897,0.8029025856220378,0.4638669694912639,0.7539367489130674,0.8029045214082815,0.46386539282167594,0.7539334515999943,0.8029045309590988,0.46386539124381754,0.7539334408614152,0.7542579155046353,0.464017661751192,0.802622537825793
0.0014508287784959402,0.6742921049351777,0.674361864050162,0.6742921041107207,0.6742919955220543,0.8054406116128044,0.465476516346573,0.7519588586067858,0.8054398077146103,0.4654766697408126,0.7519598373501101,0.7522670661010717,0.46563845061208325,0.8051800754373309,0.7519598306472138,0.46547666862525827,0.8054398130596899
0.0015922827933410922,0.675067530576735,0.6751428989721836,0.6751428979582995,0.6751429028539054,0.750085213682936,0.4674036972417492,0.8079397976370309,0.7497797246536417,0.46723191593823404,0.8081909511383293,0.8079398244066078,0.46740369159947176,0.7500851809104712,0.7500851716594751,0.4674036899697485,0.8079398322456751
0.001747528400007683,0.6759773476903459,0.6759773452007202,0.6759773466289806,0.67601873591382,0.8110244635509487,0.4693400995464753,0.7476916446440356,0.8109125604211093,0.46932481922150565,0.7476946634284228,0.8109125761565118,0.4693248155423237,0.7476946439033251,0.8109125672468782,0.469324817618083,0.7476946550219802
0.0019179102616724887,0.676781024275745,0.6769467580283693,0.6769232435168998,0.6769004609518398,0.8142216175424319,0.47141771652946296,0.7450620487836247,0.7448298073701635,0.471224924780238,0.814288340676834,0.7450904494356301,0.4715160173258703,0.8142338073236076,0.8143053048749822,0.4714943321643283,0.7449700935113887
0.00210490414451202,0.6778102489393342,0.6777196326857989,0.6778286479473955,0.6777210456010284,0.8176816841668931,0.47348897515220684,0.7419924774839853,0.8175368103600374,0.47368348313160413,0.7422104533263608,0.7419871803010563,0.4734867407573051,0.8176849769990354,0.8176627102914149,0.4736899385309603,0.7421332950198113
0.0023101297000831605,0.6788024170622986,0.678814598852088,0.6788154112590071,0.6788151198200444,0.8212508470987994,0.4761072887852742,0.7390872235760595,0.8213065442150341,0.4761190057595058,0.7389817012123561,0.7389774212430914,0.47614265668221756,0.8213237186309545,0.7389775304185718,0.4761442296004227,0.8213244737580268
0.0025353644939701114,0.6798393856368601,0.6798388331978247,0.6798220046082183,0.6797554881941323,0.825194957194971,0.4786009809941149,0.7354705263933112,0.735553087717034,0.4787671759595979,0.8251978932339482,0.7355533892722008,0.47876608479155647,0.8251970255297169,0.8251889505230441,0.478734745993319,0.7355423173082919
0.0027825594022071257,0.6809122164371058,0.6809122003965863,0.6809121952739576,0.6808865363125989,0.8293004884531081,0.48154324539492804,0.7318158750897603,0.829319795572288,0.48160633996822827,0.7318105137708013,0.8293197842259235,0.4816063098761334,0.7318105070877019,0.8293197823802393,0.481606300405616,0.7318105030360177
0.0030538555088334154,0.6852767786033693,0.6852657427503073,0.6852657203118802,0.6852909235419822,0.8153004574483608,0.48646513091841304,0.7541071822591727,0.7537141184830867,0.48641337934931306,0.8157028379777083,0.8160767611008101,0.48637726390617186,0.75334320324394,0.8160888675101938,0.48637680188351473,0.7533314915419319
0.003351602650938841,0.6885056124133299,0.6884910039912201,0.6884768842685937,0.7035446782651101,0.8067998244999572,0.5161971273425197,0.7876370829528532,0.7956502324379048,0.49050537822596435,0.7793612265761203,0.7958037895407561,0.49047960968869037,0.7791896127442136,0.7959134158209188,0.4904547675551805,0.7790624694296816
0.0036783797718286343,0.6766421169159959,0.6794110308443032,0.6788508773357685,0.6800171125239358,0.8071761829022909,0.4752520803237404,0.7576230743457762,0.7793014907300171,0.46852323588171807,0.7821016241362525,0.7823214725310739,0.4734986877444632,0.7824129322573727,0.7943523632617318,0.47263467207788595,0.7695655966676879
0.004037017258596553,0.6731180491752001,0.6800700666940953,0.6798294600896071,0.6734985630882909,0.8271892106482932,0.46924896061091453,0.724057518005665,0.7784280657312876,0.46164439306787886,0.7792816887264338,0.7844825640755166,0.47474216268135266,0.7809854733254165,0.8285130668132842,0.47899109985745997,0.7319842135980772
0.004430621457583882,0.6690202360318235,0.6855975218357834,0.6627357600946514,0.6612096605451038,0.8437530702727514,0.46421682323109403,0.6756590881314658,0.805873558251245,0.45755298192432364,0.7436341679199017,0.7857688406950395,0.4850158399149168,0.7860078848973937,0.8356370922680061,0.46134370022930016,0.691226487786648
0.004862601580065354,0.6560546292741538,0.6783056444882202,0.6515285326952446,0.6479657965906164,0.8547440256353204,0.4395373619228323,0.6496160022136964,0.7012015443519818,0.44197045712701094,0.8249918863434685,0.7817986534577488,0.4714298032728902,0.7816884767340214,0.8459436791893239,0.4442212045239511,0.664420714372459
0.005336699231206307,0.6719141756526289,0.6770629991837196,0.6458952870313891,0.647965796482412,0.8547440255558227,0.43953736171558055,0.6496160021758327,0.7970669879513866,0.4606150560904021,0.7580604829160975,0.7810428491924981,0.4691024829335189,0.7810436654251419,0.8496526540455518,0.43760539357735695,0.6504278134712583
