ä_vals,norm_G_uni,norm_G_def,norm_G_add,norm_G_var,norm_G_var_x,norm_G_var_y,norm_G_var_z,norm_G_uni_x,norm_G_uni_y,norm_G_uni_z,norm_G_def_x,norm_G_def_y,norm_G_def_z,norm_G_add_x,norm_G_add_y,norm_G_add_z
0.001,0.6716867784349599,0.6716867794439012,0.6716867791505791,0.671686768591441,0.7588923890945848,0.4597931663636815,0.7963747503160571,0.7588924948418909,0.4597931785659025,0.7963746618970867,0.7588925085901864,0.4597931801615616,0.7963746495799554,0.758892503024346,0.45979317951156634,0.7963746549158249
0.0010974987654930556,0.6723222588138098,0.6722663902265095,0.672322263755528,0.6722668976825285,0.7983853939307533,0.4610341207348643,0.7573811783819681,0.7980697610660907,0.4611668268565153,0.7577301885188236,0.7573752034192998,0.4610333096059699,0.7983906576542589,0.7980697094387944,0.46116683413777176,0.7577302476900175
0.0012045035402587824,0.6729535431366989,0.672893261938006,0.6728932620513511,0.672765725907854,0.8004232479227963,0.4621196934431521,0.7557542363576136,0.7560739614498797,0.46253051247440796,0.8002561554858088,0.7557336069315032,0.4623877035996959,0.8005584752828189,0.8005584758456648,0.4623877035963942,0.7557336067119949
0.0013219411484660286,0.6736844660533202,0.6736327049530729,0.6736327059423225,0.6735889872366352,0.8032653969201815,0.46392631220355396,0.7535752525861703,0.8027878692581435,0.4640542669177423,0.7542112619840751,0.8026225404327623,0.4640176613521041,0.7542579130743526,0.8026225316190088,0.46401766286072615,0.7542579233472324
0.0014508287784959402,0.6743618642852033,0.674361865622192,0.6742921053883091,0.6743698515818313,0.7522820038201627,0.46565691546364907,0.805170635461682,0.8051800728679179,0.4656384510814585,0.7522670689062332,0.805180062317938,0.46563845312340757,0.7522670814252307,0.8054398038424513,0.4654766704667599,0.751959841855716
0.0015922827933410922,0.6750681107066967,0.6751428993151317,0.6750681099622411,0.6751428127650344,0.749967263199687,0.4673602302987654,0.8081009447966508,0.8081752387690314,0.4672324936589296,0.7497965996921292,0.7500851838515031,0.46740369210829974,0.8079398219855921,0.8081752440112127,0.467232492535156,0.7497965933403546
0.001747528400007683,0.675977345462373,0.6759773470574678,0.6760494796451374,0.6759125244009464,0.8110837824718532,0.46916900634010983,0.7474847843908758,0.8109125744608411,0.4693248159356402,0.7476946459906377,0.7476946580186751,0.4693248181517691,0.8109125650019595,0.7475906459433548,0.46942582063640953,0.8111319723556482
0.0019179102616724887,0.6768662957090266,0.6769574587447588,0.6768662977685153,0.676823853660784,0.7450182742674306,0.4712936027142696,0.8141596840006518,0.7450765350616212,0.4714138750601343,0.8141084770053244,0.7450967965459275,0.4715375346604448,0.8142380450279038,0.8141084653670323,0.4714138780578242,0.7450765498806896
0.00210490414451202,0.6778429122693788,0.6778399766507982,0.6778338041874322,0.6778416650229161,0.7421193401194548,0.47372117120180457,0.817684483747489,0.8176956874455451,0.47372431798613523,0.7421087313764559,0.7421094889422347,0.47371836788838834,0.8176920731217716,0.8177218094716541,0.4737087949144964,0.742070808176146
0.0023101297000831605,0.6788614667925975,0.6788100230318533,0.6788430525491166,0.6787335225841497,0.8212846601973947,0.47597592869687655,0.7389399788581777,0.7390893809388251,0.476208429503055,0.8212865899359125,0.7389851338474137,0.47613171006387706,0.8213132251842694,0.8212825721031854,0.47617988887335133,0.7390666966708129
0.0025353644939701114,0.679839385533353,0.6798393849985311,0.6798413572785252,0.6797602906737717,0.8251957815612212,0.47860920586206956,0.7354758845980246,0.8251978918749754,0.47876717568807625,0.7355530890370073,0.8251978939536827,0.4787671748596806,0.7355530861822301,0.7355747777708296,0.4787655815301327,0.8251837125346136
0.0027825594022071257,0.6809122061316448,0.6809121752346862,0.6809115962330458,0.680858855356465,0.7317582144660523,0.48149791022030775,0.8293204413830348,0.8293197771179723,0.4816063197769626,0.7318105214999996,0.7318104859251443,0.4816062634380232,0.829319776340891,0.7318141920782973,0.48160487317141076,0.829315723449429
0.0030538555088334154,0.6852769051098804,0.6852893739003569,0.6852648445445734,0.6852192025563068,0.7539521501719869,0.48634038575798744,0.8153650717389459,0.7536267126716962,0.48640950751389234,0.8157944951440524,0.8156470699407475,0.48643847659607764,0.753782575164246,0.7533716176074005,0.48637743825997526,0.8160454777663443
0.003351602650938841,0.6884748346078616,0.6884742530253035,0.6885227240707684,0.6884606350912836,0.7792622030032019,0.490427732285725,0.7956919699849241,0.7957471589177045,0.49045137713721504,0.7792259677686654,0.7789625713177106,0.4904504009352164,0.7960097868229832,0.7794886175500872,0.4905354462684661,0.7955441083937518
0.0036783797718286343,0.6785528004059334,0.6804169231574929,0.6774600471884558,0.6697881393761338,0.7756651712083097,0.45604526713709315,0.7776539797829987,0.7817420868795082,0.47189197312586156,0.7820243412124301,0.7822433087152934,0.4753612081875488,0.7836462525696367,0.781266797769432,0.46984648344520497,0.7812668603507305
0.004037017258596553,0.6725663470661196,0.6786864961992568,0.6720336304034739,0.6697881393777768,0.7776539797856015,0.45604526714023536,0.7756651712074933,0.778629091953166,0.46065057433284634,0.7784193749123467,0.781957553127665,0.47214235872054605,0.7819595767495596,0.7589625790756048,0.46122199207628,0.7959163200585366
0.004430621457583882,0.6689267206557791,0.6784719326802535,0.6632480600222288,0.6697881393797119,0.7776539797869058,0.4560452671439041,0.7756651712083261,0.7430964232984026,0.4571631973195872,0.8065205413493473,0.7813366039396351,0.47173948820723755,0.782339705893888,0.7150459582609053,0.45381212870617693,0.8208860930996043
0.004862601580065354,0.6596982020228289,0.6784413277987946,0.6537659948901692,0.6697882131778782,0.7756654746119841,0.45604522777575235,0.7776539371458981,0.8307511473958894,0.45023257201818473,0.6981108866544128,0.7821125781439249,0.47168386673739754,0.7815275385150617,0.6770034476536348,0.4453968978157848,0.8388976392010878
0.005336699231206307,0.6525244986194783,0.678475694605448,0.6454157350677633,0.6697882028042379,0.7776539428356783,0.45604523241086553,0.7756654331661698,0.8383331589622657,0.44242885649985864,0.6768114803963104,0.7819072272762494,0.4717480939701434,0.7817717625699511,0.8425427053782691,0.4333419265016442,0.6603625733233766
0.005857020818056668,0.6444930335139627,0.6786712567242322,0.6387909825128413,0.669788183422304,0.775665353706942,0.4560452426772419,0.7776539538827281,0.6549936513285652,0.43327552737078656,0.8452099218425364,0.7837128531690534,0.4721125535316925,0.7801883634719508,0.6372039343348921,0.42855193078601295,0.8506170824176189
0.006428073117284319,0.633403319913506,0.6765443255743048,0.6286387212819197,0.6697882793201618,0.7776538973801397,0.4560451886148316,0.7756657519655141,0.6297352966376132,0.42010387677994254,0.8503707863229619,0.7801505674730099,0.46813290653837714,0.7813495027115273,0.8541854157620663,0.41619255717450354,0.6155381909091894
