This is Ipopt version 3.14.19, running with linear solver MUMPS 5.8.2.

Number of nonzeros in equality constraint Jacobian...:   782909
Number of nonzeros in inequality constraint Jacobian.:     3392
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:     2527
                     variables with only lower bounds:        0
                variables with lower and upper bounds:      536
                     variables with only upper bounds:        0
Total number of equality constraints.................:     2430
Total number of inequality constraints...............:      361
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:      361

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  3.5678887e-02 6.15e+00 1.00e+00   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  3.5497053e-02 6.11e+00 2.60e+00  -4.0 1.63e+01    -  7.18e-03 6.58e-03h  1
   2  3.5389327e-02 6.09e+00 2.75e+02  -0.2 1.36e+01    -  9.27e-02 3.25e-03h  1
   3  3.9573571e-02 6.04e+00 4.07e+02   0.9 1.20e+02    -  5.09e-03 8.02e-03f  1
   4  4.0087184e-02 6.03e+00 3.02e+02  -4.0 4.07e+01    -  1.28e-02 1.36e-03h  1
   5  4.2049590e-02 6.00e+00 3.60e+03   1.4 5.80e+01    -  1.10e-01 5.07e-03f  1
   6  7.8628987e-02 5.87e+00 3.10e+03   2.0 7.65e+01    -  1.76e-02 2.04e-02f  1
   7  2.2102892e-01 5.65e+00 2.40e+04   2.1 5.47e+01    -  2.97e-01 3.67e-02f  1
   8  5.5551221e-01 5.42e+00 8.65e+04   2.8 9.27e+01    -  3.62e-01 3.57e-02f  1
   9  3.2541642e+00 7.71e+00 8.74e+04   2.8 6.11e+01    -  3.01e-01 2.20e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  5.6750858e+00 5.11e+00 1.62e+05   2.8 4.19e+01    -  2.99e-01 3.28e-01h  1
  11  9.6072206e+00 4.69e+00 1.65e+05   2.8 3.84e+01    -  8.36e-01 4.13e-01h  1
  12  1.6323669e+01 5.25e+00 2.79e+05   2.8 3.75e+01    -  5.00e-01 5.74e-01h  1
  13  1.6720202e+01 2.70e+00 3.31e+05   2.7 1.92e+01    -  9.99e-01 5.60e-01h  1
  14  1.6888955e+01 2.06e+00 2.73e+05   2.7 1.22e+01    -  1.00e+00 3.37e-01h  1
  15  1.7747534e+01 1.49e+00 2.82e+05   2.7 1.04e+01    -  9.98e-01 9.08e-01h  1
  16  1.7691036e+01 4.38e-01 2.66e+05   2.2 5.29e+00    -  1.00e+00 1.00e+00h  1
  17  1.6951214e+01 2.25e-01 2.05e+05   1.9 6.00e+00    -  1.00e+00 9.07e-01h  1
  18  1.6697471e+01 9.51e-02 4.06e+05   1.7 4.77e+00    -  9.33e-01 6.58e-01H  1
  19  1.6948289e+01 3.71e-01 6.46e+05   2.2 1.01e+01    -  1.00e+00 5.54e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  1.6987429e+01 1.06e-01 4.28e+05   2.1 2.16e+00    -  1.00e+00 1.00e+00f  1
  21  1.6803852e+01 1.11e-01 3.18e+05   1.9 2.16e+00    -  1.00e+00 1.00e+00h  1
  22  1.6423803e+01 4.46e-02 6.03e+05   1.8 2.26e+00    -  9.04e-01 1.00e+00H  1
  23  1.6482399e+01 3.24e-02 7.35e+05   1.8 1.91e+00    -  7.99e-01 1.00e+00H  1
  24  1.7034747e+01 1.44e-01 4.15e+05   2.1 1.97e+00    -  1.00e+00 9.88e-01f  1
  25  1.6728441e+01 3.46e-02 1.76e+05   2.0 1.50e+00    -  4.40e-01 1.00e+00h  1
  26  1.6543381e+01 1.69e-02 4.81e+05   1.3 2.10e+00    -  8.71e-01 6.81e-01H  1
  27  1.6745586e+01 1.42e-01 8.77e+05   1.9 3.38e+00    -  1.00e+00 7.01e-01f  1
  28  1.6605629e+01 1.08e-01 7.88e+05   1.8 1.36e+00    -  3.40e-01 1.00e+00h  1
  29  1.6556738e+01 1.92e-02 2.83e+05   1.8 7.53e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30  1.6503642e+01 1.23e-02 2.44e+05   1.3 8.94e-01    -  1.00e+00 9.08e-01H  1
  31  1.6448017e+01 1.24e-02 3.38e+05   1.2 2.22e+00    -  9.82e-01 3.31e-01H  1
  32  1.6438204e+01 1.14e-02 3.58e+05   1.1 2.67e+00    -  1.00e+00 6.73e-02h  4
  33  1.6408808e+01 6.98e-02 8.30e+05   1.3 7.62e+00    -  1.00e+00 1.89e-01f  2
  34  1.6521773e+01 3.44e-01 2.03e+06   2.0 1.29e+01    -  1.00e+00 2.90e-01f  1
  35  1.6653902e+01 3.69e-01 3.50e+06   1.9 6.47e+00    -  8.56e-01 7.25e-01f  1
  36  1.6653064e+01 6.13e-01 4.42e+06   1.9 4.11e+00    -  8.82e-01 8.16e-01f  1
  37  1.6597460e+01 1.61e-01 3.17e+06   1.9 2.09e+00    -  3.97e-01 1.00e+00f  1
  38  1.6555220e+01 1.09e-01 8.39e+05   1.9 1.25e+00    -  8.44e-01 1.00e+00f  1
  39  1.6557194e+01 5.99e-02 6.94e+05   1.9 4.49e+00    -  8.39e-01 8.37e-01H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  40  1.6488567e+01 1.67e-01 1.43e+06   1.9 2.01e+00    -  7.54e-01 8.52e-01f  1
  41  1.6442309e+01 1.10e-01 9.58e+05   1.9 1.68e+00    -  6.74e-01 1.00e+00f  1
  42  1.6415010e+01 2.99e-02 1.21e+06   1.9 1.50e+00    -  4.22e-01 8.54e-01H  1
  43  1.6665450e+01 1.11e-01 1.90e+06   2.8 4.12e+00    -  1.00e+00 4.42e-01f  1
  44  1.6939185e+01 8.37e-02 1.70e+06   2.7 1.87e+00    -  1.00e+00 1.00e+00f  1
  45  1.6661458e+01 4.12e-02 1.48e+06   2.0 3.15e+00    -  6.89e-01 8.91e-01H  1
  46  1.6496830e+01 2.64e-02 3.27e+06   2.0 3.40e+00    -  6.68e-01 1.00e+00H  1
  47  1.6477676e+01 2.34e-02 3.59e+06   2.0 4.05e+00    -  4.22e-01 7.93e-02h  1
  48  1.6401962e+01 3.78e-02 4.19e+06   2.0 3.84e+01    -  1.91e-02 4.21e-02f  4
  49  1.6528634e+01 1.05e+00 8.78e+06   2.8 2.88e+01    -  5.57e-01 2.59e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  50  1.6892849e+01 1.06e+00 8.75e+06   2.5 1.16e+01    -  4.42e-01 4.82e-01h  1
  51  1.6496010e+01 2.00e-01 4.81e+06   2.5 3.31e+00    -  6.12e-01 1.00e+00h  1
  52  1.6163110e+01 2.03e-01 2.96e+06   2.5 2.23e+00    -  6.87e-01 8.86e-01f  1
  53  1.5841085e+01 2.61e-01 4.38e+06   2.7 3.63e+01    -  2.51e-01 1.08e-01f  1
  54  1.5512438e+01 6.62e-01 5.41e+06  -3.4 1.00e+01    -  1.70e-01 4.48e-01h  1
  55  1.5370840e+01 1.04e+00 7.00e+06   2.2 2.15e+01    -  2.03e-01 2.94e-01F  1
  56  1.5448996e+01 6.97e-01 7.03e+06   2.8 6.23e+00    -  5.46e-01 6.34e-01f  1
  57  1.5364083e+01 1.40e+00 8.14e+06   2.8 1.37e+01    -  5.63e-01 6.80e-01f  1
  58  1.5796822e+01 8.63e-01 7.18e+06   2.8 1.06e+01    -  1.00e+00 9.92e-01h  1
  59  1.5614646e+01 6.42e-01 2.08e+06   2.7 5.58e+00    -  8.62e-01 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  60  1.5269729e+01 1.54e-01 1.79e+06   2.8 2.31e+00    -  9.76e-01 1.00e+00f  1
  61  1.5333501e+01 9.52e-02 1.24e+06   2.7 2.65e+00    -  9.76e-01 1.00e+00H  1
  62  1.5282662e+01 4.12e-02 1.20e+06   2.5 1.28e+00    -  1.00e+00 1.00e+00h  1
  63  1.5431438e+01 1.99e-02 2.63e+06   2.5 3.47e+00    -  1.00e+00 1.00e+00H  1
  64  1.5392787e+01 2.09e-02 2.31e+06   2.1 1.85e+00    -  1.00e+00 5.00e-01h  2
  65  1.5364242e+01 3.54e-02 8.51e+05   2.3 1.64e+00    -  8.56e-01 1.00e+00F  1
  66  1.5302125e+01 4.09e-02 9.24e+05   2.0 2.12e+00    -  9.03e-01 1.00e+00H  1
  67  1.5180993e+01 1.50e-02 5.17e+05   1.9 8.52e-01    -  1.00e+00 1.00e+00H  1
  68  1.5169979e+01 1.95e-02 3.83e+05   1.6 6.47e-01    -  9.41e-01 1.00e+00H  1
  69  1.5171601e+01 6.74e-03 2.81e+05   1.5 3.69e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  70  1.5122025e+01 4.91e-03 3.02e+05   1.0 5.47e-01    -  1.00e+00 7.28e-01h  1
  71  1.5062877e+01 6.46e-03 6.18e+05   1.2 1.46e+00    -  1.00e+00 2.19e-01f  2
  72  1.5037633e+01 6.26e-03 7.02e+05   1.1 2.49e+00    -  9.13e-01 6.24e-02h  4
  73  1.5012418e+01 6.20e-03 7.24e+05   0.8 3.58e+00    -  5.96e-01 3.41e-02h  5
  74  1.4782444e+01 1.75e-01 2.04e+06   2.5 5.50e+00    -  5.94e-01 3.33e-01f  1
  75  1.4620805e+01 9.51e-02 1.59e+06   2.1 1.10e+00    -  1.00e+00 1.00e+00f  1
  76  1.4433844e+01 3.47e-02 1.17e+06   1.9 9.55e-01    -  1.00e+00 8.89e-01h  1
  77  1.4404593e+01 1.59e-02 1.98e+06   2.0 2.28e+00    -  9.37e-01 1.00e+00H  1
  78  1.4363017e+01 1.25e-02 1.98e+06   2.0 1.31e+00    -  6.61e-01 1.00e+00H  1
  79  1.4679814e+01 2.30e-01 1.54e+06   2.4 1.55e+00    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  80  1.4842449e+01 8.15e-02 2.18e+06   2.3 1.58e+00    -  1.00e+00 1.00e+00h  1
  81  1.4525540e+01 7.59e-02 3.08e+06   2.3 1.60e+00    -  1.00e+00 1.00e+00H  1
  82  1.4586573e+01 3.17e-02 6.88e+05   2.3 1.34e+00    -  1.00e+00 1.00e+00f  1
  83  1.4579629e+01 1.83e-02 8.69e+05   1.6 7.52e-01    -  9.50e-01 1.00e+00h  1
  84  1.4398989e+01 4.68e-03 8.75e+05   1.6 9.63e-01    -  9.38e-01 1.00e+00H  1
  85  1.4369301e+01 4.70e-03 9.31e+05   1.3 1.16e+00    -  1.00e+00 1.10e-01h  3
  86  1.4527818e+01 5.30e-01 1.46e+06   2.5 8.56e+00    -  8.16e-01 1.98e-01f  1
  87  1.4382251e+01 2.18e-01 1.06e+06   2.3 1.12e+00    -  1.00e+00 1.00e+00f  1
  88  1.4189451e+01 2.88e-02 9.61e+05   1.6 8.08e-01    -  9.45e-01 1.00e+00h  1
  89  1.4003398e+01 8.40e-02 2.57e+06   1.8 1.37e+00    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  90  1.4151654e+01 2.12e-01 3.42e+06   2.2 2.59e+00    -  1.00e+00 1.00e+00f  1
  91  1.4098065e+01 1.61e-01 4.74e+06   2.1 1.14e+00    -  4.04e-01 1.00e+00h  1
  92  1.4109468e+01 6.79e-02 3.63e+06   2.1 1.29e+00    -  9.68e-01 9.18e-01h  1
  93  1.3831756e+01 2.24e-01 1.62e+06   2.1 2.90e+00    -  7.19e-01 1.00e+00F  1
  94  1.3777143e+01 1.10e-01 1.90e+06   1.9 8.22e-01    -  1.00e+00 1.00e+00h  1
  95  1.4229324e+01 3.90e-01 3.30e+06   2.8 8.50e+00    -  3.64e-01 2.61e-01f  1
  96  1.4448978e+01 5.68e-02 3.64e+06   2.4 1.99e+00    -  8.43e-01 1.00e+00f  1
  97  1.4071160e+01 3.89e-02 3.29e+06   2.4 4.32e+00    -  3.88e-01 9.88e-01H  1
  98  1.4086737e+01 2.53e-02 1.49e+06   2.1 2.06e+00    -  6.18e-01 1.00e+00H  1
  99  1.4375417e+01 3.46e-01 2.37e+06   2.8 1.79e+00    -  1.00e+00 8.34e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 100  1.4531691e+01 8.33e-02 3.75e+06   2.7 1.40e+00    -  1.00e+00 1.00e+00h  1
 101  1.4468943e+01 4.60e-02 3.00e+06   2.0 2.05e+00    -  6.70e-01 1.00e+00H  1
