This is Ipopt version 3.14.19, running with linear solver MUMPS 5.8.2.

Number of nonzeros in equality constraint Jacobian...:   350253
Number of nonzeros in inequality constraint Jacobian.:     1472
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:     1175
                     variables with only lower bounds:        0
                variables with lower and upper bounds:      248
                     variables with only upper bounds:        0
Total number of equality constraints.................:     1134
Total number of inequality constraints...............:      169
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:      169

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  7.2306327e-02 7.53e+00 1.00e+00   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  7.2225045e-02 7.46e+00 1.77e+01  -0.4 1.25e+01    -  1.24e-01 9.01e-03h  1
   2  7.2169235e-02 7.44e+00 4.63e+03   0.1 1.24e+01    -  7.65e-01 3.10e-03h  1
   3  9.1083052e-02 7.27e+00 5.48e+03   2.1 1.02e+02    -  2.47e-02 1.32e-02h  1
   4  3.3157007e-01 7.03e+00 5.46e+04   2.6 1.64e+02    -  2.88e-01 2.13e-02f  1
   5  5.6959317e-01 6.87e+00 5.64e+04   2.9 1.39e+02    -  2.42e-02 1.82e-02h  1
   6  7.8338770e-01 6.75e+00 9.56e+04   2.9 1.60e+02    -  5.26e-02 1.34e-02h  1
   7  1.2189406e+00 6.54e+00 1.00e+05   2.8 1.68e+02    -  2.90e-02 2.37e-02h  1
   8  1.4753241e+00 6.44e+00 1.13e+05   2.9 1.87e+02    -  3.13e-02 1.50e-02h  1
   9  1.9180894e+00 6.29e+00 1.16e+05   1.8 1.46e+02    -  2.98e-02 2.11e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  2.2893115e+00 6.19e+00 1.46e+05   2.9 1.81e+02    -  3.65e-02 1.47e-02h  1
  11  2.5586573e+00 6.09e+00 1.68e+05  -3.7 1.48e+02    -  2.37e-02 1.38e-02h  1
  12  2.6246676e+00 6.07e+00 2.38e+05  -3.7 1.83e+02    -  7.42e-03 3.49e-03h  1
  13  2.8988331e+00 5.98e+00 1.91e+05   2.9 2.28e+02    -  3.12e-03 1.22e-02h  1
  14  3.0348249e+00 5.91e+00 2.22e+05   2.1 1.51e+02    -  3.04e-02 1.14e-02h  1
  15  3.2373511e+00 5.81e+00 2.80e+05   2.0 1.81e+02    -  1.74e-02 1.63e-02h  1
  16  3.2631825e+00 5.78e+00 2.92e+05   1.2 1.33e+02    -  2.51e-02 4.93e-03h  1
  17  3.2926511e+00 5.75e+00 3.08e+05   2.9 1.50e+02    -  8.37e-03 5.75e-03f  1
  18  3.5017198e+00 5.55e+00 4.71e+05   2.3 1.18e+02    -  1.67e-02 2.94e-02h  1
  19  3.6729637e+00 5.42e+00 6.18e+05   2.9 1.10e+02    -  1.21e-02 1.88e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  3.7117842e+00 5.37e+00 6.87e+05  -3.7 1.01e+02    -  2.60e-02 8.00e-03h  1
  21  3.7615831e+00 5.35e+00 7.46e+05   2.9 1.67e+02    -  1.03e-02 4.15e-03h  1
  22  4.0514936e+00 5.16e+00 1.06e+06   2.9 1.43e+02    -  1.80e-02 2.66e-02f  1
  23  4.5537231e+00 4.91e+00 1.29e+06   2.9 1.72e+02    -  1.93e-02 2.98e-02f  1
  24  4.7697047e+00 4.78e+00 1.62e+06   2.9 1.86e+02    -  2.14e-02 2.15e-02h  1
  25  4.9230192e+00 4.64e+00 1.82e+06   2.8 1.46e+02    -  3.00e-02 2.76e-02h  1
  26  4.8204264e+00 4.53e+00 1.93e+06   2.9 1.40e+02    -  3.64e-02 2.22e-02h  1
  27  4.7775209e+00 4.51e+00 1.94e+06   2.9 1.38e+02    -  9.44e-03 4.25e-03h  1
  28  4.6703080e+00 4.44e+00 1.97e+06   2.9 1.36e+02    -  1.08e-02 1.56e-02f  1
  29  4.5710327e+00 4.34e+00 1.82e+06   2.9 1.34e+02    -  1.16e-02 2.17e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30  4.4876473e+00 4.26e+00 1.88e+06   2.9 1.19e+02    -  1.09e-02 1.63e-02h  1
  31  4.4237149e+00 4.23e+00 1.91e+06   2.1 1.50e+02    -  2.41e-02 7.25e-03h  1
  32  4.2919207e+00 4.14e+00 2.06e+06   2.9 1.56e+02    -  6.50e-03 2.14e-02f  1
  33  4.2051899e+00 4.09e+00 2.11e+06   2.9 1.85e+02    -  2.16e-02 1.04e-02h  1
  34  4.1091978e+00 4.00e+00 2.22e+06   2.9 2.02e+02    -  4.48e-02 2.31e-02h  1
  35  4.0176097e+00 3.93e+00 2.29e+06   2.9 1.45e+02    -  5.71e-03 1.99e-02h  1
  36  3.9391467e+00 3.94e+00 2.42e+06   2.9 1.37e+02    -  2.11e-02 1.69e-02h  1
  37  4.0465935e+00 4.02e+00 2.75e+06   2.9 1.61e+02    -  3.02e-02 3.22e-02h  1
  38  4.0500931e+00 3.99e+00 3.09e+06   2.9 1.11e+02    -  9.05e-03 2.21e-02f  1
  39  4.1659362e+00 3.90e+00 3.44e+06   2.9 1.00e+02    -  3.67e-02 2.72e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  40  4.3021531e+00 3.83e+00 3.79e+06   2.9 1.21e+02    -  3.91e-02 2.66e-02h  1
  41  4.3931496e+00 3.78e+00 3.97e+06   2.9 1.38e+02    -  3.52e-02 1.52e-02f  1
  42  4.7497792e+00 3.66e+00 4.31e+06   2.3 1.79e+02    -  1.65e-02 3.50e-02h  1
  43  4.8318593e+00 3.62e+00 4.38e+06   2.9 2.01e+02    -  1.48e-02 1.23e-02f  1
  44  5.3516469e+00 3.52e+00 4.67e+06   2.9 1.38e+02    -  1.84e-02 4.81e-02f  1
  45  5.5604733e+00 3.47e+00 4.76e+06  -3.5 1.22e+02    -  1.97e-02 1.67e-02h  1
  46  5.7022767e+00 3.45e+00 4.78e+06   2.4 1.47e+02    -  8.05e-03 6.49e-03h  1
  47  6.6252719e+00 3.35e+00 4.79e+06   2.9 1.31e+02    -  1.06e-02 3.58e-02f  1
  48  6.9323697e+00 3.29e+00 4.78e+06   2.9 1.45e+02    -  1.94e-02 1.59e-02h  1
  49  7.5975292e+00 3.25e+00 4.75e+06   1.0 1.22e+02    -  3.21e-02 2.94e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  50  8.5217206e+00 3.16e+00 4.77e+06   2.9 1.33e+02    -  1.82e-02 3.56e-02f  1
  51  8.7017027e+00 3.12e+00 4.75e+06   2.9 1.11e+02    -  2.79e-02 1.18e-02h  1
  52  9.1995239e+00 2.96e+00 4.75e+06   2.1 1.13e+02    -  6.84e-02 3.76e-02h  1
  53  9.4195349e+00 2.87e+00 4.72e+06   2.9 1.06e+02    -  6.56e-03 2.77e-02f  1
  54  9.5197371e+00 2.82e+00 4.69e+06   2.9 9.61e+01    -  1.61e-02 1.57e-02f  1
  55  9.5699501e+00 2.78e+00 4.68e+06   2.9 1.00e+02    -  3.27e-02 1.48e-02f  1
  56  9.4664619e+00 2.55e+00 4.78e+06   2.9 1.12e+02    -  2.90e-02 5.66e-02f  1
  57  9.2537446e+00 3.26e+00 4.81e+06   2.9 1.16e+02    -  1.64e-02 6.26e-02f  1
  58  8.9663046e+00 3.33e+00 4.67e+06   2.9 8.05e+01    -  6.03e-02 4.44e-02f  1
  59  9.9800901e+00 5.73e+00 4.44e+06   2.9 1.28e+02    -  4.80e-02 1.26e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
