This is Ipopt version 3.14.19, running with linear solver MUMPS 5.8.2.

Number of nonzeros in equality constraint Jacobian...:  1215565
Number of nonzeros in inequality constraint Jacobian.:     5312
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:     3879
                     variables with only lower bounds:        0
                variables with lower and upper bounds:      824
                     variables with only upper bounds:        0
Total number of equality constraints.................:     3726
Total number of inequality constraints...............:      553
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:      553

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  37  2.0386877e+01 1.53e-02 2.81e+02  -2.9 1.94e+00    -  1.00e+00 2.00e-01h  1
  38  2.0186455e+01 1.48e-02 2.42e+02  -2.9 2.39e+00    -  8.36e-01 4.15e-01h  1
  39  2.0032280e+01 9.62e-02 4.41e+02  -1.9 6.04e+00    -  4.56e-01 2.56e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  40  1.9666077e+01 1.46e-01 5.48e+02  -1.9 3.38e+00    -  9.02e-01 1.00e+00h  1
  41  1.9361315e+01 3.62e-02 2.66e+02  -2.1 1.57e+00    -  1.00e+00 1.00e+00h  1
  42  1.9232488e+01 4.14e-02 6.37e+01  -1.9 1.77e+00    -  1.00e+00 1.00e+00h  1
  43  1.8873963e+01 3.62e-02 1.30e+02  -2.0 1.90e+00    -  1.00e+00 1.00e+00h  1
  44  1.8714596e+01 7.58e-02 1.53e+02  -1.8 1.79e+00    -  1.00e+00 1.00e+00h  1
  45  1.8534909e+01 1.99e-02 8.56e+01  -2.0 1.42e+00    -  1.00e+00 1.00e+00h  1
  46  1.8545421e+01 1.41e-02 1.33e+02  -2.2 1.24e+00    -  1.00e+00 6.91e-01h  1
  47  1.8665810e+01 1.19e-02 1.13e+02  -1.9 9.66e-01    -  9.81e-01 5.00e-01h  2
  48  1.8584876e+01 4.25e-02 9.73e+01  -2.1 1.76e+00    -  1.00e+00 1.00e+00h  1
  49  1.7885623e+01 2.08e-01 3.17e+02  -2.2 4.12e+00    -  8.24e-01 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  50  1.6885007e+01 1.31e-01 3.00e+02  -1.9 3.12e+00    -  1.00e+00 1.00e+00h  1
  51  1.6872630e+01 9.75e-02 9.90e+01  -2.1 1.62e+00    -  1.00e+00 1.00e+00h  1
  52  1.6809786e+01 6.99e-02 6.74e+01  -2.3 2.02e+00    -  1.00e+00 1.00e+00h  1
  53  1.6469312e+01 6.83e-02 8.44e+01  -2.4 2.16e+00    -  1.00e+00 9.79e-01h  1
  54  1.6318258e+01 1.12e-01 1.13e+02  -1.9 2.85e+00    -  1.00e+00 4.67e-01h  1
  55  1.6060476e+01 1.31e-01 1.30e+02  -2.0 2.43e+00    -  1.00e+00 1.00e+00h  1
  56  1.5612520e+01 5.40e-02 9.77e+01  -2.1 2.54e+00    -  1.00e+00 1.00e+00h  1
  57  1.5639738e+01 4.91e-02 7.45e+01  -1.8 3.04e+00    -  1.00e+00 5.30e-01h  1
  58  1.6435151e+01 1.46e-01 1.38e+02  -1.5 2.60e+00    -  1.00e+00 1.00e+00f  1
  59  1.6364039e+01 7.01e-02 1.37e+02  -1.6 1.45e+00    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  60  1.6023432e+01 4.99e-02 9.86e+01  -1.6 1.91e+00    -  1.00e+00 1.00e+00h  1
  61  1.5624803e+01 6.78e-02 2.29e+02  -1.6 2.52e+00    -  1.00e+00 1.00e+00h  1
  62  1.5524732e+01 7.31e-02 1.12e+02  -1.6 2.36e+00    -  1.00e+00 1.00e+00h  1
  63  1.5598097e+01 4.18e-02 1.11e+02  -1.9 1.17e+00    -  1.00e+00 4.78e-01h  1
  64  1.5685560e+01 1.68e-02 8.65e+01  -2.4 1.34e+00    -  9.29e-01 7.68e-01H  1
  65  1.5296989e+01 1.21e-01 9.15e+01  -2.1 2.89e+00    -  1.00e+00 1.00e+00h  1
  66  1.4758628e+01 6.82e-01 3.51e+02  -1.6 9.79e+00    -  1.00e+00 6.70e-01h  1
  67  1.3154720e+01 3.79e-01 3.18e+02  -1.8 7.46e+00    -  1.00e+00 1.00e+00h  1
  68  1.2100612e+01 2.55e-01 2.67e+02  -1.9 1.08e+01    -  1.00e+00 4.45e-01h  1
  69  1.1950588e+01 2.90e-01 1.56e+02  -1.4 4.58e+00    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  70  1.2349097e+01 2.02e-01 1.14e+02  -1.2 4.48e+00    -  1.00e+00 7.64e-01f  1
  71  1.1721082e+01 1.35e-01 4.78e+01  -1.6 4.23e+00    -  1.00e+00 1.00e+00h  1
  72  1.1192722e+01 4.88e-01 4.50e+01  -1.4 5.57e+00    -  1.00e+00 8.87e-01h  1
  73  1.0605833e+01 2.05e-01 5.34e+01  -1.5 3.96e+00    -  1.00e+00 1.00e+00h  1
  74  1.0368214e+01 1.43e-01 4.91e+01  -1.9 3.77e+00    -  1.00e+00 4.98e-01h  1
  75  1.0058231e+01 8.91e-02 9.58e+01  -2.1 5.47e+00    -  9.51e-01 5.30e-01h  1
  76  9.3179912e+00 2.28e-01 1.83e+02  -1.6 9.35e+00    -  1.00e+00 5.72e-01h  1
  77  8.7843512e+00 2.73e-01 1.75e+02  -1.6 8.62e+00    -  1.00e+00 8.58e-01h  1
  78  8.1208070e+00 2.45e-01 1.02e+02  -2.0 3.90e+00    -  1.00e+00 1.00e+00h  1
  79  7.6160634e+00 1.06e-01 4.02e+01  -2.3 3.98e+00    -  1.00e+00 7.53e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  80  6.9372586e+00 4.42e-01 5.59e+01  -2.0 5.08e+00    -  1.00e+00 9.11e-01h  1
  81  6.7189349e+00 1.08e-01 3.77e+01  -2.1 2.31e+00    -  1.00e+00 7.53e-01h  1
  82  7.1884446e+00 4.07e-01 4.46e+01  -1.7 4.00e+00    -  1.00e+00 1.00e+00h  1
  83  6.9697433e+00 1.38e-01 1.79e+01  -1.8 2.23e+00    -  1.00e+00 1.00e+00h  1
  84  6.9773785e+00 8.89e-02 6.36e+01  -4.0 2.66e+00    -  6.46e-01 3.92e-01h  1
  85  7.2333889e+00 1.08e-01 5.14e+01  -2.0 3.67e+00    -  1.00e+00 4.75e-01h  2
  86  7.3928434e+00 5.46e-02 5.75e+01  -2.2 1.53e+00    -  1.00e+00 1.00e+00h  1
  87  7.5192378e+00 4.47e-02 2.94e+02  -1.7 2.17e+00    -  1.00e+00 2.15e-01h  3
  88  7.7408456e+00 2.10e-02 6.35e+01  -2.1 2.36e+00    -  1.00e+00 5.00e-01h  2
  89  7.6702464e+00 1.89e-02 4.62e+01  -2.7 1.79e+00    -  1.00e+00 4.63e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  90  7.6507675e+00 1.42e-02 5.71e+01  -2.1 2.05e+00    -  1.00e+00 2.50e-01h  3
  91  7.4222983e+00 3.71e-02 6.71e+01  -2.5 2.57e+00    -  1.00e+00 4.93e-01h  1
  92  6.9258597e+00 1.11e-01 1.50e+02  -2.6 3.14e+00    -  8.78e-01 1.00e+00h  1
  93  6.3610526e+00 1.13e-01 2.04e+02  -2.6 3.65e+00    -  7.37e-01 7.59e-01h  1
  94  6.0228336e+00 9.39e-02 1.50e+02  -2.2 4.04e+00    -  1.00e+00 5.10e-01f  1
  95  6.7528705e+00 1.79e-01 4.59e+01  -2.0 3.38e+00    -  1.00e+00 1.00e+00h  1
  96  6.7949632e+00 5.61e-02 4.34e+01  -2.1 1.48e+00    -  1.00e+00 1.00e+00h  1
  97  6.2604444e+00 1.01e-01 5.41e+01  -2.4 3.24e+00    -  1.00e+00 1.00e+00h  1
  98  6.0179423e+00 8.83e-02 6.37e+01  -2.5 5.23e+00    -  1.00e+00 2.67e-01h  1
  99  5.9157187e+00 4.91e-02 6.51e+01  -4.0 2.28e+00    -  4.34e-01 5.05e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 100  6.2701502e+00 6.78e-02 3.39e+01  -2.2 2.83e+00    -  3.42e-01 6.92e-01h  1
 101  6.2954005e+00 6.66e-02 5.58e+01  -2.5 1.51e+00    -  7.78e-01 1.00e+00h  1
 102  6.1744174e+00 2.45e-02 1.06e+02  -2.5 1.03e+00    -  4.98e-01 9.02e-01h  1
 103  6.1056616e+00 2.07e-02 1.00e+02  -3.1 2.56e+00    -  7.47e-01 1.60e-01h  1
 104  6.0922172e+00 1.62e-02 1.48e+02  -2.9 1.53e+00    -  7.99e-01 2.32e-01h  3
 105  6.0550699e+00 1.40e-02 1.74e+02  -2.6 2.32e+00    -  1.00e+00 2.12e-01h  2
 106  5.9982119e+00 1.34e-02 1.68e+02  -2.9 2.90e+00    -  1.00e+00 1.99e-01h  1
 107  5.8238107e+00 3.34e-02 1.04e+02  -3.1 5.64e+00    -  1.00e+00 2.82e-01h  1
 108  6.5254215e+00 2.50e-01 1.09e+02  -2.0 5.97e+00    -  5.43e-01 6.06e-01f  1
 109  5.9543889e+00 2.10e-01 1.11e+02  -2.3 5.51e+00    -  6.62e-01 7.18e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 110  5.7408026e+00 1.61e-01 8.54e+01  -2.3 4.72e+00    -  6.89e-01 2.89e-01h  1
 111  5.6058984e+00 1.55e-01 5.23e+01  -2.4 1.85e+00    -  1.00e+00 1.00e+00h  1
 112  5.3080262e+00 8.23e-02 6.36e+01  -4.0 3.60e+00    -  3.57e-01 5.57e-01h  1
 113  5.1627997e+00 7.26e-02 7.14e+01  -2.9 4.94e+00    -  4.58e-01 1.98e-01h  1
 114  4.9841497e+00 5.52e-02 7.22e+01  -3.0 7.16e+00    -  5.93e-01 2.24e-01h  1
 115  5.3242691e+00 1.16e-01 8.22e+01  -2.1 3.76e+00    -  1.00e+00 6.10e-01h  1
 116  5.1817418e+00 7.18e-02 7.67e+01  -2.2 3.18e+00    -  3.71e-01 4.32e-01h  1
 117  5.4770602e+00 6.41e-02 1.24e+02  -2.2 3.98e+00    -  2.74e-01 6.50e-01H  1
 118  5.3075928e+00 2.63e-02 5.75e+01  -2.2 1.24e+00    -  7.85e-01 9.20e-01h  1
 119  5.2728910e+00 1.06e-01 5.02e+01  -2.0 3.35e+00    -  1.00e+00 6.68e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 120  5.1313682e+00 3.06e-01 9.37e+01  -2.1 3.86e+00    -  6.48e-01 1.00e+00h  1
 121  5.0422957e+00 6.09e-02 5.98e+01  -2.1 1.57e+00    -  1.00e+00 9.06e-01h  1
 122  5.2554112e+00 1.71e-01 7.10e+01  -1.7 2.65e+00    -  8.46e-01 1.00e+00f  1
 123  5.2735473e+00 9.53e-02 4.62e+01  -1.8 1.84e+00    -  1.00e+00 4.78e-01h  1
 124  5.2327125e+00 7.08e-02 6.90e+01  -1.8 1.78e+00    -  7.05e-01 1.00e+00h  1
 125  5.2217037e+00 5.26e-02 9.50e+01  -1.8 1.57e+00    -  1.00e+00 2.97e-01h  1
 126  5.2446659e+00 2.37e-02 1.53e+02  -2.1 1.19e+00    -  1.00e+00 6.27e-01h  1
 127  5.2849775e+00 1.77e-02 2.01e+02  -1.8 1.07e+00    -  1.00e+00 6.28e-01h  1
 128  5.2842627e+00 1.53e-02 1.60e+02  -2.3 1.30e+00    -  9.70e-01 2.34e-01h  3
 129  5.2866427e+00 1.15e-02 2.13e+02  -2.5 1.27e+00    -  7.47e-01 2.50e-01h  3
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 130  5.2753991e+00 7.90e-03 3.25e+02  -2.8 1.16e+00    -  1.00e+00 2.74e-01h  2
 131  5.2425756e+00 7.65e-03 1.69e+02  -2.5 1.33e+00    -  1.00e+00 3.06e-01h  2
 132  5.1395310e+00 3.36e-02 4.86e+01  -2.7 1.54e+00    -  1.00e+00 1.00e+00h  1
 133  4.8062555e+00 7.03e-02 9.72e+01  -2.8 3.65e+00    -  1.00e+00 5.54e-01h  1
 134  4.6326294e+00 5.81e-02 1.08e+02  -4.0 4.78e+00    -  4.11e-01 2.24e-01h  1
 135  4.2134562e+00 1.23e-01 1.59e+02  -2.5 8.99e+00    -  1.00e+00 3.10e-01h  1
 136  3.9391317e+00 9.63e-02 8.82e+01  -3.0 2.12e+00    -  5.88e-01 7.93e-01h  1
 137  3.7386761e+00 6.96e-02 6.34e+01  -2.8 2.49e+00    -  3.56e-01 5.09e-01h  1
 138  3.7784682e+00 4.52e-02 4.59e+01  -2.8 1.53e+00    -  5.35e-01 5.26e-01h  1
 139  4.1297807e+00 1.15e-01 1.34e+02  -1.7 1.13e+01    -  9.98e-01 2.22e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 140  4.1313866e+00 9.85e-01 1.03e+02  -1.8 8.93e+00    -  7.03e-01 9.16e-01h  1
 141  4.1683645e+00 2.36e-01 5.26e+01  -1.8 4.15e+00    -  4.98e-01 1.00e+00h  1
 142  4.1055093e+00 1.54e-01 2.06e+01  -1.8 2.76e+00    -  6.78e-01 9.10e-01h  1
 143  4.2256906e+00 2.07e-01 1.19e+01  -1.8 4.30e+00    -  6.94e-01 5.00e-01h  2
 144  4.4834598e+00 1.36e-01 2.91e+01  -1.8 1.83e+00    -  1.00e+00 1.00e+00h  1
 145  4.5776963e+00 1.15e-01 2.33e+01  -1.8 2.14e+00    -  9.63e-01 1.00e+00h  1
 146  4.5799388e+00 8.61e-02 1.28e+01  -2.1 1.44e+00    -  1.00e+00 1.00e+00h  1
 147  4.6764701e+00 5.47e-02 9.40e+01  -2.1 1.56e+00    -  1.00e+00 4.36e-01h  2
 148  4.7245910e+00 4.20e-02 4.89e+01  -2.5 1.87e+00    -  1.00e+00 2.50e-01h  3
 149  4.7557770e+00 3.25e-02 3.55e+01  -2.2 2.38e+00    -  1.00e+00 2.50e-01h  3
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 150  4.7673305e+00 2.59e-02 5.51e+01  -2.6 2.08e+00    -  1.00e+00 2.11e-01h  3
 151  4.6498253e+00 1.91e-02 5.74e+01  -3.0 2.22e+00    -  1.00e+00 4.93e-01h  1
 152  4.3300776e+00 9.12e-02 3.71e+01  -3.0 3.78e+00    -  4.91e-01 5.47e-01h  1
 153  3.9250695e+00 1.30e-01 5.62e+01  -3.0 1.20e+01    -  3.85e-01 2.21e-01h  1
 154  3.6880383e+00 1.35e-01 6.29e+01  -3.0 5.83e+00    -  8.88e-01 3.53e-01h  1
 155  3.6481672e+00 1.12e-01 6.45e+01  -2.5 4.46e+00    -  8.29e-01 1.79e-01h  1
 156  3.6661909e+00 8.29e-02 4.97e+01  -4.0 1.39e+00    -  4.11e-01 2.61e-01h  1
 157  3.6662591e+00 3.27e-02 1.97e+01  -3.8 1.08e+00    -  5.54e-01 6.45e-01h  1
 158  3.6256496e+00 4.10e-02 2.48e+01  -4.0 2.49e+00    -  2.99e-01 5.09e-01h  1
 159  3.7456993e+00 3.10e-02 1.54e+01  -3.0 1.12e+00    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 160  3.7744545e+00 2.07e-02 1.74e+01  -3.2 7.90e-01    -  1.00e+00 1.00e+00h  1
 161  3.7302505e+00 2.02e-02 1.13e+01  -2.9 7.37e-01    -  1.00e+00 1.00e+00h  1
 162  3.8082984e+00 1.41e-02 5.76e+01  -3.1 8.25e-01    -  7.80e-01 5.48e-01H  1
 163  3.8414986e+00 1.04e-02 3.97e+01  -3.4 7.41e-01    -  1.00e+00 4.00e-01h  2
 164  3.9386166e+00 9.05e-03 1.08e+02  -3.1 6.85e-01    -  4.68e-01 6.71e-01H  1
 165  3.9238943e+00 2.82e-03 3.96e+01  -4.0 3.29e-01    -  6.02e-01 7.15e-01h  1
 166  3.9357535e+00 2.67e-03 1.26e+02  -3.2 3.08e-01    -  1.00e+00 5.00e-01h  2
 167  3.9777682e+00 4.20e-03 4.07e+01  -2.9 2.81e-01    -  1.00e+00 1.00e+00h  1
 168  3.9810941e+00 3.31e-03 4.15e+01  -3.0 2.74e-01    -  4.75e-01 2.20e-01h  1
 169  3.9979456e+00 2.71e-03 2.46e+01  -3.0 3.06e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 170  4.0015231e+00 1.67e-03 1.41e+01  -3.0 1.88e-01    -  1.00e+00 1.00e+00h  1
 171  3.9872119e+00 9.45e-04 7.80e+00  -3.6 1.62e-01    -  1.00e+00 1.00e+00h  1
 172  3.9744119e+00 1.74e-03 1.83e+01  -4.0 1.75e-01    -  1.00e+00 1.00e+00h  1
 173  3.9660734e+00 1.37e-03 4.47e+01  -4.0 1.75e-01    -  1.00e+00 2.93e-01h  1
 174  3.9440861e+00 1.65e-03 1.03e+01  -3.7 2.30e-01    -  1.00e+00 1.00e+00h  1
 175  3.9174261e+00 1.15e-03 1.54e+01  -3.9 2.06e-01    -  1.00e+00 7.42e-01h  1
 176  3.9023614e+00 8.39e-04 5.22e+01  -4.0 2.06e-01    -  1.00e+00 4.99e-01h  1
 177  3.9437714e+00 7.24e-03 9.63e+01  -3.3 3.18e-01    -  5.06e-01 1.00e+00h  1
 178  3.9186948e+00 2.91e-03 6.87e+01  -3.6 2.69e-01    -  1.00e+00 6.27e-01h  1
 179  3.8711969e+00 2.43e-03 6.36e+01  -3.6 4.53e-01    -  8.81e-01 5.88e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 180  3.8314260e+00 5.81e-03 4.73e+01  -3.7 5.77e-01    -  1.00e+00 6.60e-01h  1
 181  3.7793597e+00 6.92e-03 6.00e+01  -3.8 7.14e-01    -  4.97e-01 5.34e-01h  1
 182  3.7320882e+00 1.39e-02 4.01e+01  -3.8 8.14e-01    -  6.88e-01 5.02e-01h  1
 183  3.7184264e+00 1.35e-02 4.19e+01  -3.8 1.38e+00    -  2.53e-01 8.36e-02h  1
 184  3.6889569e+00 1.56e-02 5.87e+01  -3.1 2.00e+00    -  4.54e-01 2.40e-01f  1
 185  3.7710514e+00 2.59e-02 4.22e+01  -2.8 1.23e+00    -  5.33e-01 4.73e-01h  1
 186  3.7270726e+00 4.86e-03 3.06e+01  -3.0 3.90e-01    -  1.00e+00 1.00e+00h  1
 187  3.7711555e+00 1.18e-02 2.22e+01  -2.8 7.03e-01    -  1.00e+00 8.94e-01h  1
 188  3.7410099e+00 6.96e-03 2.61e+01  -2.9 4.18e-01    -  6.75e-01 1.00e+00h  1
 189  3.7408596e+00 5.71e-03 1.32e+02  -3.0 4.88e-01    -  1.00e+00 2.55e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 190  3.8737417e+00 2.69e-02 1.01e+03  -1.9 3.32e+00    -  1.00e+00 2.20e-01f  1
 191  4.0627673e+00 1.10e-01 5.01e+02  -2.0 1.28e+00    -  5.85e-01 1.00e+00h  1
 192  4.1241407e+00 2.27e-02 5.60e+01  -2.0 8.22e-01    -  1.00e+00 1.00e+00h  1
 193  4.2196865e+00 6.99e-02 1.45e+01  -2.0 1.47e+00    -  1.00e+00 1.00e+00h  1
 194  4.2134537e+00 5.60e-02 1.87e+02  -2.0 9.29e-01    -  1.00e+00 2.07e-01h  1
 195  4.3293039e+00 4.74e-02 8.88e+01  -2.0 1.42e+00    -  4.96e-01 1.00e+00h  1
 196  4.3087860e+00 2.95e-02 2.93e+01  -2.0 1.13e+00    -  1.00e+00 1.00e+00h  1
 197  4.2939986e+00 2.90e-02 3.29e+01  -2.0 8.95e-01    -  1.00e+00 1.00e+00h  1
 198  4.3135787e+00 2.12e-02 3.04e+01  -2.0 7.40e-01    -  1.00e+00 1.00e+00h  1
 199  4.2940945e+00 1.37e-02 3.45e+02  -2.0 8.17e-01    -  1.00e+00 4.61e-01h  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 200  4.2968949e+00 1.18e-02 8.90e+02  -2.0 1.07e+00    -  1.00e+00 1.25e-01h  4
 201  4.3171670e+00 8.66e-03 1.48e+02  -2.0 8.65e-01    -  1.00e+00 2.50e-01h  3
 202  4.3338807e+00 7.25e-03 1.83e+02  -2.0 7.86e-01    -  9.95e-01 2.50e-01h  3
 203  4.3499951e+00 5.71e-03 2.41e+02  -2.0 6.35e-01    -  1.00e+00 2.50e-01h  3
 204  4.3681711e+00 4.68e-03 7.43e+01  -2.0 6.32e-01    -  1.00e+00 2.50e-01h  3
 205  4.3822866e+00 3.68e-03 9.16e+01  -2.0 6.53e-01    -  1.00e+00 2.50e-01h  3
 206  4.3960026e+00 3.12e-03 1.56e+02  -2.0 6.89e-01    -  1.00e+00 1.86e-01h  3
 207  4.4129128e+00 2.34e-03 2.03e+02  -2.0 5.75e-01    -  1.00e+00 2.46e-01h  3
 208  4.4206639e+00 2.13e-03 1.01e+02  -2.0 8.42e-01    -  1.00e+00 1.25e-01h  4
 209  4.4348551e+00 1.74e-03 9.39e+01  -2.0 4.83e-01    -  1.00e+00 2.50e-01h  3
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 210  4.4500118e+00 1.29e-03 1.69e+02  -2.0 4.59e-01    -  1.00e+00 2.50e-01h  3
 211  4.4597267e+00 1.11e-03 1.66e+02  -2.0 6.27e-01    -  1.00e+00 1.25e-01h  4
 212  4.4691071e+00 1.02e-03 1.24e+02  -2.0 7.28e-01    -  1.00e+00 1.25e-01h  4
 213  4.4762614e+00 1.03e-03 1.32e+02  -2.0 9.57e-01    -  1.00e+00 6.25e-02h  5
 214  4.4821499e+00 1.04e-03 2.04e+02  -2.0 1.84e+00    -  1.00e+00 3.12e-02h  6
 215  4.4946332e+00 1.12e-03 2.61e+02  -2.0 2.32e+00    -  1.00e+00 6.25e-02h  5
 216  4.5000421e+00 1.12e-03 2.07e+02  -2.0 1.68e+00    -  1.00e+00 3.12e-02h  6
