epsilon,fidelity
-0.02,0.9488985054112989
-0.0196,0.9518970184921246
-0.0192,0.9547602732818885
-0.0188,0.9574921801818755
-0.0184,0.9600966596789331
-0.018,0.9625776351607396
-0.0176,0.9649390237161082
-0.0172,0.9671847291090142
-0.0168,0.969318634018825
-0.0164,0.9713445917297522
-0.016,0.9732664227731539
-0.0156,0.9750879049627658
-0.0152,0.9768127702026406
-0.0148,0.9784446973484753
-0.0144,0.979987308913839
-0.014,0.9814441648802468
-0.0136,0.9828187594471027
-0.0132,0.9841145163700211
-0.0128,0.9853347854127325
-0.0124,0.9864828399522328
-0.012,0.9875618732896058
-0.0116,0.9885749948977037
-0.0112,0.9895252302446061
-0.0108,0.9904155179395554
-0.0104,0.9912487054205502
-0.01,0.9920275503740928
-0.0096,0.992754717761106
-0.0092,0.9934327780366571
-0.0088,0.9940642063206844
-0.0084,0.9946513810381252
-0.008,0.995196582927566
-0.0076,0.9957019938193167
-0.0072,0.9961696957898897
-0.0068,0.9966016702088635
-0.0064,0.9969997967372501
-0.006,0.9973658523668247
-0.0056,0.9977015102256932
-0.0052,0.998008339019619
-0.0048,0.9982878015522968
-0.0044,0.9985412538264054
-0.004,0.9987699435421138
-0.0036,0.9989750091709525
-0.0032,0.9991574782561071
-0.0028,0.9993182659743074
-0.0024,0.9994581736501316
-0.002,0.999577886915919
-0.0016,0.9996779739332052
-0.0012,0.9997588836048458
-0.0008,0.9998209433435166
-0.0004,0.9998643570439374
0.0,0.9998892029708011
0.0004,0.999895431332047
0.0008,0.999882862027505
0.0012,0.9998511821690768
0.0016,0.9997999437528206
0.002,0.9997285610396561
0.0024,0.9996363082357451
0.0028,0.9995223169049927
0.0032,0.9993855737255952
0.0036,0.9992249178179137
0.004,0.9990390388761952
0.0044,0.9988264748306326
0.0048,0.9985856097314868
0.0052,0.9983146720265298
0.0056,0.998011733009998
0.006,0.9976747051590915
0.0064,0.9973013412275179
0.0068,0.9968892332097532
0.0072,0.9964358121708975
0.0076,0.9959383473118125
0.008,0.9953939470410338
0.0084,0.9947995591653328
0.0088,0.994151972182038
0.0092,0.9934478164767989
0.0096,0.9926835669991454
0.01,0.9918555455699042
0.0104,0.990959924002955
0.0108,0.98999272832484
0.0112,0.9889498431376539
0.0116,0.9878270161572044
0.012,0.9866198648694285
0.0124,0.9853238824673234
0.0128,0.98393444502013
0.0132,0.9824468200077001
0.0136,0.9808561737539458
0.014,0.9791575822539313
0.0144,0.9773460399943762
0.0148,0.9754164712817535
0.0152,0.9733637422528938
0.0156,0.9711826727678353
0.016,0.9688680488341374
0.0164,0.9664146372903525
0.0168,0.9638171995243437
0.0172,0.9610705071878209
0.0176,0.9581693558878654
0.018,0.9551085839234527
0.0184,0.9518830868104455
0.0188,0.9484878351129458
0.0192,0.944917892723905
0.0196,0.9411684336215067
0.02,0.9372347597690345
