epsilon,fidelity
-0.02,0.8243269868416877
-0.0196,0.830761318536336
-0.0192,0.8371075098204173
-0.0188,0.8433634509307384
-0.0184,0.849527023970522
-0.018,0.8555961030090804
-0.0176,0.861568553244685
-0.0172,0.8674422364342516
-0.0168,0.8732150104076143
-0.0164,0.8788847332074543
-0.016,0.8844492642855007
-0.0156,0.8899064676079665
-0.0152,0.895254212383322
-0.0148,0.9004903802541168
-0.0144,0.9056128637027089
-0.014,0.9106195727441175
-0.0136,0.9155084341940671
-0.0132,0.9202774011091459
-0.0128,0.9249244486933098
-0.0124,0.9294475847541788
-0.012,0.9338448484283697
-0.0116,0.9381143153944647
-0.0112,0.9422541044235048
-0.0108,0.946262375999559
-0.0104,0.9501373393503966
-0.01,0.9538772572300891
-0.0096,0.9574804461905074
-0.0092,0.9609452834363917
-0.0088,0.9642702096096288
-0.0084,0.9674537325096778
-0.008,0.9704944307450725
-0.0076,0.9733909565513477
-0.0072,0.9761420417231588
-0.0068,0.9787464990366332
-0.0064,0.9812032256866747
-0.006,0.9835112074565224
-0.0056,0.9856695220617218
-0.0052,0.9876773404128807
-0.0048,0.9895339307188183
-0.0044,0.9912386617990023
-0.004,0.9927910039288025
-0.0036,0.9941905319933078
-0.0032,0.9954369280734824
-0.0028,0.9965299821968471
-0.0024,0.99746959500518
-0.002,0.9982557787013457
-0.0016,0.9988886583290194
-0.0012,0.999368473061384
-0.0008,0.9996955764769302
-0.0004,0.9998704374050209
0.0,0.9998936400186144
0.0004,0.9997658837463459
0.0008,0.9994879832494278
0.0012,0.9990608674098894
0.0016,0.9984855790314674
0.002,0.9977632735087165
0.0024,0.9968952171922472
0.0028,0.9958827867069298
0.0032,0.9947274656500592
0.0036,0.9934308438659244
0.004,0.9919946141623603
0.0044,0.9904205702624506
0.0048,0.9887106033096756
0.0052,0.9868666992641033
0.0056,0.9848909353354981
0.006,0.9827854769632034
0.0064,0.9805525726543993
0.0068,0.9781945514996457
0.0072,0.9757138183373675
0.0076,0.9731128491415354
0.008,0.970394186972348
0.0084,0.9675604379446595
0.0088,0.9646142647670352
0.0092,0.9615583822286896
0.0096,0.9583955537426432
0.01,0.9551285839982643
0.0104,0.9517603145342619
0.0108,0.948293618498695
0.0112,0.9447313961102458
0.0116,0.9410765666733418
0.012,0.9373320666915865
0.0124,0.9335008403030062
0.0128,0.9295858370959028
0.0132,0.9255900037769942
0.0136,0.9215162818951133
0.014,0.9173675998456341
0.0144,0.9131468680925198
0.0148,0.9088569736724907
0.0152,0.9045007769154776
0.0156,0.9000811035265235
0.016,0.8956007389170829
0.0164,0.8910624293100138
0.0168,0.8864688686048638
0.0172,0.8818226999683165
0.0176,0.877126508402587
0.018,0.8723828183550695
0.0184,0.8675940876437088
0.0188,0.8627627041280179
0.0192,0.8578909819994941
0.0196,0.8529811605638389
0.02,0.8480353956886734
