epsilon,fidelity
-0.02,0.8405007791473446
-0.0196,0.8466034140203623
-0.0192,0.8526134112538645
-0.0188,0.858528261479028
-0.0184,0.8643455070243126
-0.018,0.8700627438609218
-0.0176,0.875677618421899
-0.0172,0.8811878427901642
-0.0168,0.8865911862007871
-0.0164,0.8918854858312157
-0.016,0.8970686479044346
-0.0156,0.9021386470750734
-0.0152,0.9070935366112194
-0.0148,0.9119314444354298
-0.0144,0.9166505788103594
-0.014,0.9212492310616636
-0.0136,0.925725776004267
-0.0132,0.9300786776816252
-0.0128,0.9343064863620294
-0.0124,0.9384078451957379
-0.012,0.9423814910870681
-0.0116,0.9462262524666515
-0.0112,0.9499410551671548
-0.0108,0.9535249220747204
-0.0104,0.9569769739600114
-0.01,0.9602964283925975
-0.0096,0.9634826040472994
-0.0092,0.9665349202722615
-0.0088,0.9694528931200064
-0.0084,0.9722361406784001
-0.008,0.9748843800990397
-0.0076,0.9773974275808933
-0.0072,0.9797751967843845
-0.0068,0.9820176999837114
-0.0064,0.9841250453352953
-0.006,0.9860974358808594
-0.0056,0.9879351677102524
-0.0052,0.9896386295722539
-0.0048,0.9912082985187377
-0.0044,0.9926447400186769
-0.004,0.993948604413568
-0.0036,0.9951206241873674
-0.0032,0.9961616119791702
-0.0028,0.9970724570712428
-0.0024,0.9978541216112645
-0.002,0.9985076388891716
-0.0016,0.9990341088214536
-0.0012,0.9994346942293859
-0.0008,0.9997106175182692
-0.0004,0.9998631563910703
0.0,0.9998936400186144
0.0004,0.9998034447599016
0.0008,0.999593989914512
0.0012,0.9992667333432455
0.0016,0.998823167055674
0.002,0.9982648124573671
0.0024,0.9975932158881999
0.0028,0.9968099439905036
0.0032,0.9959165791222766
0.0036,0.9949147139512228
0.004,0.9938059474671326
0.0044,0.9925918801715138
0.0048,0.9912741085066719
0.0052,0.9898542210620185
0.0056,0.9883337936347278
0.006,0.9867143833998319
0.0064,0.9849975262847009
0.0068,0.9831847311802347
0.0072,0.9812774754951191
0.0076,0.9792772012492195
0.008,0.9771853098572765
0.0084,0.9750031593350947
0.0088,0.9727320590880053
0.0092,0.9703732665589373
0.0096,0.9679279839524364
0.01,0.9653973531325456
0.0104,0.9627824535168062
0.0108,0.9600842989140241
0.0112,0.9573038323286376
0.0116,0.9544419276934795
0.012,0.9514993815620203
0.0124,0.9484769148906658
0.0128,0.9453751689171566
0.0132,0.9421947040370497
0.0136,0.9389359974372765
0.014,0.9355994422148728
0.0144,0.9321853457914747
0.0148,0.9286939298230888
0.0152,0.9251253272596569
0.0156,0.9214795855224935
0.016,0.9177566647497675
0.0164,0.9139564350229794
0.0168,0.9100786825413935
0.0172,0.9061231074372811
0.0176,0.902089322969375
0.018,0.8979768620487782
0.0184,0.8937851736762581
0.0188,0.8895136297298181
0.0192,0.8851615223593554
0.0196,0.8807280733770874
0.02,0.8762124300535347
