Error,Default,Variational,Toggling,Universal
X₁,0.7484614386527476,0.799867343482321,0.6334582757183493,0.37630995734183287
Y₁,0.47969757320718237,0.5425013455396561,0.33023936965874034,0.4010781150550811
Z₁,0.6298431669201097,0.7645981817897928,0.42261501545925656,0.3037450982987197
X₂,0.7483062204060872,0.7599758673440435,0.3602278224745456,0.35633892190366095
Y₂,0.479234932157163,0.5036970556063343,0.2283956749769726,0.3687942554779865
Z₂,0.6298443756491825,0.32844263393780576,0.6486378183514053,0.3274546434061961
XX,0.8062722415331419,0.7519780906847884,0.49630534393880055,0.3029963505564206
XY,0.5738722584909659,0.5928758254984666,0.23726446221921837,0.2100214069216467
XZ,0.4796994912918012,0.45999929307855836,0.3659498176435387,0.29785659838865447
YX,0.5738722047401201,0.4444781011251571,0.49545497240579695,0.27210143147101296
YY,0.8062746727251194,0.5127804040766508,0.5567119425342753,0.2503267121199291
YZ,0.74846062514418,0.2998311373478916,0.2590867941953677,0.27952463201579414
ZX,0.4792349702177332,0.5147867492021488,0.251415621975076,0.2671653589441773
ZY,0.7483036478613633,0.3614714750020281,0.40271032471244445,0.2960538046592659
ZZ,1.0000052732009508,0.08237326753415067,0.002998686739752809,0.3466491346234752
