Error,Default,Variational,Toggling,Universal
X₁,0.7434679195586485,0.7602093251727402,0.6931529723511658,0.5738331203354414
Y₁,0.4726919914662157,0.5020873809170717,0.6639652211851371,0.20815167035229717
Z₁,0.6307235350388973,0.33385041025576373,0.730615813954924,0.330587375106587
X₂,0.7435199457211624,0.8004360757996475,0.6577853328843515,0.41873392067533494
Y₂,0.4725410484115489,0.5328495486411658,0.2662456497869174,0.34050067787469696
Z₂,0.6307247726363848,0.7589387266893466,0.31738642457236105,0.3709503182366383
XX,0.8039248025977508,0.7488474132592348,0.6434977473888871,0.30966836740221027
XY,0.5692029997665656,0.4353271554245159,0.3239588746365433,0.3784039308704611
XZ,0.4726901681282902,0.5105140725689178,0.4385600389924286,0.3865789547761119
YX,0.5692030339956812,0.597217843569029,0.5629641442949724,0.3258409273853333
YY,0.8039239987860614,0.522093144625014,0.43631541238867566,0.36454707698131283
YZ,0.743467979017614,0.3705482419681404,0.41451363331742846,0.2759290657674326
ZX,0.47254163776548314,0.46307742249102224,0.6625410953905871,0.2989241754968085
ZY,0.7435183880157047,0.30337178614173443,0.32914680404829755,0.3318983624674115
ZZ,0.9999968551246413,0.08439084318457254,0.014084336269596587,0.33153105045884845
