Error,Default,Variational,Toggling,Universal
X₁,0.7484614386527476,0.45113425199095647,0.6141364699476017,0.37630995734183287
Y₁,0.47969757320718237,0.42225141382238646,0.29889363296127314,0.4010781150550811
Z₁,0.6298431669201097,0.10276865481168486,0.05409793585596284,0.3037450982987197
X₂,0.7483062204060872,0.8253709298636168,0.7190432519816529,0.35633892190366095
Y₂,0.479234932157163,0.31552414325191197,0.2179958244756708,0.3687942554779865
Z₂,0.6298443756491825,0.0968126654375653,0.043455468935210045,0.3274546434061961
XX,0.8062722415331419,0.4490683849231779,0.6184999678709796,0.3029963505564206
XY,0.5738722584909659,0.37984979899850346,0.27454748248484717,0.2100214069216467
XZ,0.4796994912918012,0.3986089988845014,0.2531222500447274,0.29785659838865447
YX,0.5738722047401201,0.43092604795608286,0.3166591035528346,0.27210143147101296
YY,0.8062746727251194,0.4590391289562612,0.3510760352405605,0.2503267121199291
YZ,0.74846062514418,0.41515290120211273,0.2578712357169743,0.27952463201579414
ZX,0.4792349702177332,0.18314800732007167,0.19662689314035087,0.2671653589441773
ZY,0.7483036478613633,0.19424366395692058,0.2973075542836577,0.2960538046592659
ZZ,1.0000052732009508,0.07399368166746692,0.033827152654639335,0.3466491346234752
