Error,Default,Variational,Toggling,Universal
X₁,0.21727633073384708,0.6971534532788087,0.7395752342038746,0.1507330541098421
Y₁,0.2708476835380963,0.6054093175315763,0.4923638998411665,0.3409284869650704
Z₁,0.7733224616036076,0.6999924518611662,0.4486601432253119,0.6834904144665794
X₂,0.21702835765091477,0.6804182268813095,0.7666046951042239,0.2803824813304026
Y₂,0.27065007737510294,0.3000737916321871,0.5032074673929164,0.24799300941396107
Z₂,0.7733220581566153,0.3961161456443219,0.47512181538949144,0.14816422391802941
XX,0.7403598995869367,0.668545750234619,0.6779702296209358,0.46104177412152564
XY,0.3823098468966616,0.35605915667381616,0.48260161008973784,0.1621846358631098
XZ,0.27084824939346047,0.4961331807761075,0.49858063158342086,0.1864680689299501
YX,0.3823098599905867,0.5752824106359229,0.40364999468053525,0.17191390948363858
YY,0.7403596034468313,0.4255215310233807,0.3322031868778673,0.30644267825739346
YZ,0.21727715187049687,0.4044197410630799,0.23696073089525818,0.22700399259271617
ZX,0.27064918965825013,0.6593071470575469,0.4398088609874017,0.21994482510989308
ZY,0.21702996974043903,0.3072948123645327,0.2225934589853046,0.23917690873791436
ZZ,0.999999268134128,0.053315700158191086,0.01602328001322872,0.1183266730561064
