Error,Default,Variational,Toggling,Universal
X₁,0.7763992175706012,0.25022002293873924,0.5640213191604209,0.5339614093750744
Y₁,0.5205797866727967,0.4137937257876194,0.6140562394158738,0.2801462686467071
Z₁,0.48243152376661097,0.09883579012298693,0.07111403600375665,0.18994970773642642
X₂,0.7663477646279341,0.7081921589475739,0.7924741782542902,0.3980721866038316
Y₂,0.43626107931505853,0.291518287681335,0.16422828650980292,0.2353224235860466
Z₂,0.7137898900255575,0.09119900980869872,0.06672055069575714,0.2954959545148561
XX,0.7977357373643726,0.5262570810038614,0.5220490536427583,0.4707956438190208
XY,0.38608253307982127,0.303836638544555,0.24876536472316704,0.22636446439040933
XZ,0.45846716411387983,0.39029894418207456,0.12449328259917751,0.3363968716336203
YX,0.6299643819580452,0.32354084036322445,0.5255814696270266,0.3198393430218295
YY,0.5026437083645454,0.4476678275216386,0.29227936856916115,0.2092244055332193
YZ,0.26110846451743225,0.4456470001606297,0.16549860208279862,0.2980681742171979
ZX,0.5593265515570087,0.3583939726867948,0.2103093304115771,0.3628922058545197
ZY,0.3305329173502453,0.22810181612621896,0.2615720035652699,0.3216521567395692
ZZ,0.2924385379630209,0.09328663960604075,0.02342884068545748,0.2929773815856361
