Error,Default,Variational,Toggling,Universal
X₁,0.2118852839917994,0.3181485239136684,0.7572479259419416,0.34648114914182454
Y₁,0.25338671727516543,0.5197706065423999,0.4382803813752962,0.38846463294952777
Z₁,0.779290259964819,0.016937721123089958,0.07617039245575037,0.31028846797161647
X₂,0.2118993434812543,0.35976479820289864,0.4301528646772249,0.3489996334217043
Y₂,0.25342834000961995,0.3376445469231378,0.48201855077899985,0.24492060389140344
Z₂,0.7792783003359108,0.01711593907194607,0.05736322816063926,0.3509699499579862
XX,0.7378171442818198,0.3439808925795976,0.5156516319302686,0.4091671753095996
XY,0.3894506880835676,0.34111801401336816,0.38510746898377335,0.31442095246602525
XZ,0.253406542324052,0.3013095158611094,0.2303287213771049,0.2579161691822263
YX,0.3894549203835893,0.21157299966009194,0.21007442095982598,0.280334400480844
YY,0.7378089788441177,0.37971691182040157,0.44096903405958104,0.21441072273399428
YZ,0.2119049067773085,0.3136509003928828,0.13312274009344735,0.2806339580876533
ZX,0.2534043633988109,0.34318361693868776,0.26325501013072367,0.26479437316962473
ZY,0.21193705078783914,0.2576070862090171,0.34912974898634874,0.23338231508573923
ZZ,0.9999807513490655,0.022330275536810513,0.052813656542324276,0.35632076431670123
