Error,Default,Variational,Toggling,Universal
X₁,0.7493257597984749,0.6957820837135378,0.72935651558847,0.40721423681567454
Y₁,0.48682446496836873,0.3434053772791473,0.5328432958822967,0.2993580848477837
Z₁,0.6262021546389839,0.42085515680079977,0.3867647718750243,0.29083280030882613
X₂,0.7488500931955397,0.7274519688296173,0.5783457978196512,0.3765629501785348
Y₂,0.4859744826337328,0.5668452486494436,0.5090749387335566,0.2816417819446417
Z₂,0.6262021838397117,0.6971131989495136,0.3845057204399707,0.3018803058546894
XX,0.805093047709974,0.7118708736194079,0.5109326574896442,0.5576494529656945
XY,0.5740708026683831,0.6069175607862058,0.5307942637564467,0.3243047138449886
XZ,0.4868245337516461,0.6307424032916925,0.3186654422273164,0.19905328863656122
YX,0.574070690703375,0.37087349116649826,0.3891306510472807,0.23603109750038972
YY,0.8050927875953099,0.3779709194303545,0.5019340869254177,0.3131031655640526
YZ,0.7493252354198994,0.2688631165542405,0.34064295838450126,0.40976082618734483
ZX,0.48597419752556714,0.514196331995575,0.4301721763842274,0.3903240779511192
ZY,0.7488498048246217,0.3530453264903552,0.38872868772123575,0.400424655521768
ZZ,0.9999995473995079,0.04808655792283199,0.009596287482891886,0.3501709141258737
