Error,Default,Variational,Toggling,Universal
X₁,0.21753952004019864,0.3659140172420765,0.4013278845574166,0.40125116397169996
Y₁,0.27054378164451337,0.4179531291165231,0.3678861365952411,0.2210817575230665
Z₁,0.7738147346786612,0.10136269710992032,0.038550960832896906,0.3276045855017836
X₂,0.2184617557549621,0.4716372260534758,0.4482938699613363,0.5695875183337472
Y₂,0.2712458201576669,0.4217014043150763,0.4844394548439987,0.20886233191249642
Z₂,0.773825817391019,0.0820761379490151,0.03850876540454259,0.2787038180955257
XX,0.7400651832950514,0.31710860822451786,0.42443863887888844,0.4331891446720172
XY,0.38273320573322006,0.31686572725208795,0.33933587759736644,0.33094773538506583
XZ,0.2705109831189585,0.3388093718116508,0.35275532235958984,0.32294153385824614
YX,0.3827274478389731,0.4631453168299429,0.38244565844048656,0.24702602257290013
YY,0.7400522922334419,0.4032056058996887,0.37519153593620036,0.40109764387237
YZ,0.2176080422682342,0.37831799552006273,0.38065345910634013,0.22705756212094383
ZX,0.27125177086402064,0.508833938421691,0.20891070718276067,0.29857207117780926
ZY,0.21850227610343143,0.36054156803677145,0.36635922612500293,0.23653799350656515
ZZ,1.0000014219933238,0.09256195021013701,0.04062823340205032,0.35782440288345324
