Error,Default,Variational,Toggling,Universal
X₁,0.7468780352559495,0.4102586660126828,0.3709787017662683,0.3002699655327138
Y₁,0.4936569884294224,0.5893835985643336,0.5044170798027987,0.4542805929165911
Z₁,0.44174970064463115,0.0918112801569897,0.05321631819077579,0.21529817325784648
X₂,0.7560896670721324,0.7380878989023893,0.40850722082531254,0.3124988183927644
Y₂,0.45046174872186967,0.20228947570604708,0.4671541394457863,0.16767341002732136
Z₂,0.7211819343407795,0.10250361825360313,0.034184643672144334,0.35938975258229516
XX,0.7924290405383887,0.4813829054655047,0.4891243651374534,0.27589694499557676
XY,0.39481026181232887,0.33310994676219546,0.30364136022664145,0.2230796951242415
XZ,0.4401350860938006,0.3101337146432783,0.3001576818283586,0.2933540509225289
YX,0.5993156117857773,0.4878472811268787,0.19990090470722716,0.24994029883281813
YY,0.5101242235075482,0.4043749337263908,0.5325706438230348,0.24594083579972761
YZ,0.28261234937837726,0.32493538819192314,0.2627424741968145,0.3859726644586933
ZX,0.5223269925176184,0.2706047870058686,0.22577781911274541,0.25286862945641975
ZY,0.32763079737819356,0.2658950747220746,0.3837021655031304,0.3569900398121024
ZZ,0.30259042996131436,0.09393620505207571,0.030417393389854018,0.3602863256669258
