Error,Default,Variational,Toggling,Universal
X₁,0.7440471484328869,0.7650894777935745,0.636433639006466,0.5196262633210241
Y₁,0.49309168155483596,0.5077294143599185,0.4068885802768881,0.2635473583135749
Z₁,0.644925938327597,0.3434109324477939,0.3471346933122587,0.42918939809926154
X₂,0.7433091717352454,0.8009865602461617,0.7694018889633556,0.4178137532691214
Y₂,0.4930217636130979,0.5206437249154188,0.6038116440707739,0.43298113076710293
Z₂,0.6449231682697056,0.7501955839203983,0.6363709832582044,0.3782080663300226
XX,0.8011226712551264,0.753238814186111,0.6034041219304929,0.47861635869879937
XY,0.5828405540630757,0.4252365463998944,0.4889215508890956,0.29699798221443807
XZ,0.49307980948500757,0.5040016186587727,0.4513526292982702,0.3087849391369367
YX,0.5828392530010045,0.6004039211568348,0.3772359677716651,0.2555897385460332
YY,0.8011186685278061,0.5169180270921839,0.4663810244916354,0.35622580452213687
YZ,0.7440371209100518,0.36571606214678287,0.412230421074662,0.25243172949308246
ZX,0.49302017431560063,0.4739852720114031,0.3352751843926712,0.2066727298999687
ZY,0.7433034332858721,0.3070434632844027,0.3088195502074135,0.27984717826905064
ZZ,1.0002599526946965,0.0834577900787988,0.008088699084688566,0.36202675374459214
