time_ns,u_X1,u_Y1,u_X2,u_Y2
0.0,0.0,0.0,0.0,0.0
0.045856261464065365,8.381661496919225e-6,2.1385033362478463e-6,-7.436437107943318e-6,6.065880687593591e-6
0.09171252292813073,3.3374646889216946e-5,8.534017304256394e-6,-2.9622655895747537e-5,2.412240315725133e-5
0.1375687843921961,7.475095752920324e-5,1.915654784292317e-5,-6.637401755937408e-5,5.395788801928867e-5
0.18342504585626146,0.00013228259476918814,3.397610089114568e-5,-0.0001175058832947843,9.536065588402104e-5
0.22928130732032684,0.00020574155996148168,5.296268238782145e-5,-0.0001828336142979396,0.00014811902736176387
0.2751375687843922,0.00029489985445839406,7.608629827184802e-5,-0.0002621725717648015,0.00021202132306283265
0.32099383024845757,0.0003995294796122352,0.00010331695448212284,-0.0003553381168913312,0.0002868558635975428
0.3668500917125229,0.0005194024367753152,0.00013462465695754348,-0.00046214561087349026,0.00037241096957620973
0.41270635317658827,0.0006542907272999441,0.00016997941163700745,-0.00058241041490724,0.00046847496160914894
0.4585626146406537,0.0008039663525384322,0.00020935122445941233,-0.0007159478901885419,0.0005748361603066759
0.504418876104719,0.0009682013138430892,0.00025271010136365554,-0.0008625733979133574,0.0006912828862791061
0.5502751375687844,0.0011467676125662255,0.0003000260482886347,-0.0010221022992776478,0.0008176034601367548
0.5961313990328498,0.001339437250060151,0.0003512690711732473,-0.0011943499554773747,0.0009535862024899377
0.6419876604969151,0.0015459822276771753,0.0004064091759563905,-0.0013791317277084987,0.0010990194339489698
0.6878439219609805,0.0017661745467696095,0.0004654163685769624,-0.0015762629771669822,0.001253691475124167
0.7337001834250458,0.001999786208689763,0.0005282606549738602,-0.001785559065048786,0.0014173906466258446
0.7795564448891112,0.002246589214789945,0.0005949120410859816,-0.002006835352549872,0.0015899052690643179
0.8254127063531765,0.002506355566422467,0.0006653405328522238,-0.0022399072008662006,0.0017710236630499021
0.8712689678172421,0.00277885726493964,0.0007395161362114849,-0.002484589971193736,0.0019605341491929144
0.9171252292813074,0.003063866311693771,0.0008174088571026615,-0.002740699024728435,0.0021582250481036675
0.9629814907453728,0.003361154708037173,0.000898988701464652,-0.003008049722666263,0.002363884680392479
1.008837752209438,0.003670494455322154,0.0009842256752363534,-0.0032864574262031795,0.002577301366669663
1.0546940136735035,0.0039916575549010245,0.0010730897843566633,-0.0035757374965351457,0.0027982634275455355
1.1005502751375689,0.0043244160081260955,0.0011655510347644796,-0.0038757052948581255,0.003026559183630413
1.146406536601634,0.004668541816349675,0.0012615794323986992,-0.004186176182368076,0.003261976955534608
1.1922627980656997,0.005023806980924078,0.0013611449831982207,-0.004506965520260964,0.00350430506386844
1.2381190595297649,0.005389983503201607,0.0014642176931019399,-0.004837888669732744,0.00375333182924222
1.2839753209938303,0.0057668433845345785,0.0015707675680487556,-0.005178760991979384,0.004008845572266268
1.3298315824578957,0.006154158626275301,0.0016807646139775654,-0.005529397848196843,0.004270634613550896
1.375687843921961,0.006551701229776082,0.001794178836827266,-0.0058896145995810814,0.004538487273706421
