epsilon,fidelity
-0.02,0.7340273219244638
-0.0196,0.7424765029116834
-0.0192,0.75087537189336
-0.0188,0.7592192318862074
-0.0184,0.7675032763971791
-0.018,0.7757225959709503
-0.0176,0.7838721835700079
-0.0172,0.791946943452096
-0.0168,0.7999416948141637
-0.0164,0.8078511832414417
-0.016,0.8156700880369879
-0.0156,0.8233930307475478
-0.0152,0.8310145842629603
-0.0148,0.838529282075282
-0.0144,0.8459316256724952
-0.014,0.8532161018369069
-0.0136,0.8603771864969217
-0.0132,0.8674093551919804
-0.0128,0.8743070991564988
-0.0124,0.8810649321691646
-0.012,0.8876774054284985
-0.0116,0.8941391103485421
-0.0112,0.9004447044309699
-0.0108,0.9065889102398248
-0.0104,0.9125665312011256
-0.01,0.9183724659921048
-0.0096,0.924001715781127
-0.0092,0.929449396582503
-0.0088,0.9347107528563675
-0.0084,0.9397811668357481
-0.008,0.9446561682345265
-0.0076,0.9493314455340538
-0.0072,0.9538028580332135
-0.0068,0.9580664432938915
-0.0064,0.9621184281341975
-0.006,0.9659552371655581
-0.0056,0.9695735020018637
-0.0052,0.9729700675542684
-0.0048,0.9761420031450563
-0.0044,0.9790866056995284
-0.004,0.9818014100201415
-0.0036,0.9842841917989562
-0.0032,0.9865329756120117
-0.0028,0.9885460366513266
-0.0024,0.9903219071022363
-0.002,0.991859379094919
-0.0016,0.9931575071977339
-0.0012,0.994215610158045
-0.0008,0.9950332726232867
-0.0004,0.9956103455017989
0.0,0.9959469464330479
0.0004,0.9960434581198969
0.0008,0.9959005275072729
0.0012,0.9955190631856483
0.0016,0.9949002325020703
0.002,0.9940454581752045
0.0024,0.9929564138282808
0.0028,0.9916350189858575
0.0032,0.9900834337744586
0.0036,0.9883040523482514
0.004,0.9862994962965811
0.0044,0.9840726073991579
0.0048,0.9816264395685022
0.0052,0.9789642501137394
0.0056,0.9760894916428281
0.006,0.9730058018882789
0.0064,0.9697169945163954
0.0068,0.966227047170985
0.0072,0.9625400950890355
0.0076,0.9586604155249209
0.008,0.9545924185454939
0.0084,0.9503406377145986
0.0088,0.9459097146812866
0.0092,0.9413043901111681
0.0096,0.9365294919560506
0.01,0.9315899222007695
0.0104,0.9264906447578938
0.0108,0.9212366751936275
0.0112,0.9158330672749003
0.0116,0.9102849024382066
0.012,0.9045972767919848
0.0124,0.8987752899338891
0.0128,0.8928240342384172
0.0132,0.8867485832732984
0.0136,0.8805539786674322
0.014,0.874245224767976
0.0144,0.8678272733161423
0.0148,0.8613050137035752
0.0152,0.8546832682585677
0.0156,0.8479667760418805
0.016,0.8411601902069584
0.0164,0.8342680647365299
0.0168,0.8272948509571109
0.0172,0.8202448867516774
0.0176,0.8131223902938555
0.018,0.8059314542793594
0.0184,0.798676040781196
0.0188,0.7913599740237011
0.0192,0.7839869360119335
0.0196,0.7765604644698928
0.02,0.7690839449795341
