This is Ipopt version 3.14.19, running with linear solver MUMPS 5.8.2.

Number of nonzeros in equality constraint Jacobian...:  1215565
Number of nonzeros in inequality constraint Jacobian.:     5292
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:     3879
                     variables with only lower bounds:        0
                variables with lower and upper bounds:      824
                     variables with only upper bounds:        0
Total number of equality constraints.................:     3726
Total number of inequality constraints...............:      553
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:      553

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  1.0618186e-03 4.13e+00 1.00e+00   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  1.1970900e-03 4.12e+00 1.25e+01  -0.6 1.66e+01    -  1.49e-02 4.06e-03h  1
   2  1.5757933e-03 4.09e+00 7.20e+01  -0.4 1.83e+01    -  2.61e-02 5.98e-03h  1
   3  2.5620574e-03 4.06e+00 1.45e+02  -0.2 2.16e+01    -  7.05e-03 7.41e-03h  1
   4  3.4104904e-03 4.04e+00 1.81e+02  -0.3 1.98e+01    -  4.48e-03 4.79e-03h  1
   5  5.5117871e-03 4.01e+00 2.82e+02  -0.3 2.02e+01    -  3.85e-02 8.79e-03h  1
   6  1.0951618e-02 3.94e+00 7.27e+02  -0.2 2.12e+01    -  1.80e-02 1.55e-02h  1
   7  1.6701986e-02 3.89e+00 2.12e+03   0.8 2.29e+01    -  5.31e-01 1.18e-02f  1
   8  3.9179774e-02 3.79e+00 2.20e+03  -4.0 2.76e+01    -  6.08e-02 2.65e-02h  1
   9  8.6332656e-02 3.65e+00 3.35e+03   0.8 2.73e+01    -  8.33e-02 3.53e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  1.5605721e-01 3.51e+00 4.86e+03   1.3 2.64e+01    -  7.08e-02 3.67e-02f  1
  11  2.4240328e-01 3.40e+00 6.50e+03   1.8 3.17e+01    -  2.19e-01 3.17e-02f  1
  12  3.2532158e-01 3.31e+00 1.05e+04   1.3 3.58e+01    -  1.47e-01 2.58e-02h  1
  13  1.0099469e+00 2.89e+00 1.49e+04   1.7 3.79e+01    -  2.10e-01 1.27e-01f  1
  14  2.3410397e+00 2.46e+00 3.01e+04   2.3 3.80e+01    -  5.21e-01 1.47e-01f  1
  15  6.4163913e+00 2.97e+00 4.50e+04   1.5 3.19e+01    -  4.53e-01 3.73e-01h  1
  16  1.2842281e+01 1.35e+00 6.17e+04   2.1 2.78e+01    -  3.28e-01 5.77e-01f  1
  17  1.8615776e+01 1.19e+00 6.46e+04   2.1 3.00e+01    -  6.18e-01 3.87e-01f  1
  18  2.2269174e+01 1.11e+00 7.49e+04   2.6 5.07e+01    -  9.73e-01 1.90e-01f  1
  19  2.3592886e+01 6.42e-01 6.57e+04   2.4 2.23e+01    -  9.95e-01 4.50e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  2.3298167e+01 3.20e-01 7.18e+04   2.1 9.02e+00    -  9.96e-01 6.51e-01h  1
  21  2.4039880e+01 4.02e-01 1.87e+05   1.8 1.62e+01    -  9.02e-01 6.85e-01H  1
  22  2.2590025e+01 3.03e-01 3.70e+05   1.5 1.18e+01    -  8.65e-01 6.82e-01H  1
  23  2.2904194e+01 2.25e-01 2.46e+05   1.8 7.00e+00    -  1.00e+00 1.00e+00f  1
  24  2.2296108e+01 3.45e-01 1.40e+05   1.7 5.19e+00    -  1.00e+00 1.00e+00h  1
  25  2.2045080e+01 1.79e-01 9.57e+04   1.6 3.36e+00    -  1.00e+00 8.54e-01h  1
  26  2.1738313e+01 1.10e-01 1.09e+05   1.2 3.98e+00    -  1.00e+00 8.53e-01h  1
  27  2.1346055e+01 2.67e-01 2.44e+05   1.7 5.62e+00    -  1.00e+00 6.66e-01f  1
  28  2.1632746e+01 3.30e-01 2.90e+05   2.0 6.27e+00    -  1.00e+00 5.93e-01f  1
  29  2.1715116e+01 5.91e-02 1.82e+05   1.9 2.38e+00    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30  2.1233486e+01 1.97e-02 1.63e+05   1.4 3.69e+00    -  9.72e-01 9.51e-01H  1
  31  2.1103119e+01 5.39e-02 2.12e+05   1.5 4.75e+00    -  1.00e+00 3.87e-01f  2
  32  2.0970836e+01 9.12e-02 2.83e+05   1.6 5.44e+00    -  1.00e+00 5.00e-01f  2
  33  2.0970755e+01 1.04e-01 3.55e+05   1.6 1.29e+01    -  1.00e+00 1.81e-01f  2
  34  2.2194896e+01 7.72e-01 6.50e+05   1.9 1.46e+01    -  6.96e-01 6.61e-01f  1
  35  2.4570175e+01 9.11e-01 1.35e+06   1.7 4.89e+01    -  2.79e-01 3.25e-01f  2
  36  2.2408786e+01 3.84e-01 4.72e+05   1.7 1.22e+01    -  1.00e+00 1.00e+00f  1
  37  2.1544033e+01 2.29e-01 3.26e+05   1.7 7.59e+00    -  3.06e-01 7.76e-01h  1
  38  2.1516512e+01 1.27e-01 2.31e+05   1.7 5.50e+00    -  1.00e+00 1.00e+00f  1
  39  2.1095151e+01 6.19e-02 1.67e+05   1.7 2.83e+00    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  40  2.1079453e+01 3.79e-02 1.50e+05   1.9 1.69e+00    -  1.00e+00 1.00e+00f  1
  41  2.0838445e+01 2.30e-02 1.51e+05   1.2 1.24e+00    -  1.00e+00 1.00e+00h  1
  42  2.0784592e+01 2.22e-02 1.76e+05   1.3 4.09e+00    -  1.00e+00 8.98e-02h  4
  43  2.0780596e+01 2.32e-01 4.54e+05   2.0 1.11e+01    -  1.00e+00 4.33e-01f  1
  44  2.0006840e+01 1.20e-01 6.14e+05   0.3 4.28e+00    -  4.57e-01 5.73e-01h  1
  45  1.9756728e+01 1.56e-01 5.41e+05   1.5 3.63e+00    -  1.00e+00 1.00e+00f  1
  46  1.9823774e+01 4.58e-02 2.39e+05   1.5 1.82e+00    -  1.00e+00 1.00e+00f  1
  47  1.9422847e+01 4.08e-02 2.51e+05   1.1 1.68e+00    -  1.00e+00 1.00e+00h  1
  48  1.9281260e+01 5.06e-02 3.37e+05   1.0 5.03e+00    -  9.77e-01 3.55e-01H  1
  49  1.9401548e+01 3.27e-01 5.55e+05   1.2 6.62e+00    -  1.00e+00 7.64e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  50  1.9273719e+01 2.65e-01 7.71e+05   1.1 1.58e+01    -  3.52e-01 1.61e-01H  1
  51  1.9032181e+01 4.04e-01 8.56e+05   1.7 9.45e+00    -  7.93e-01 2.79e-01f  1
  52  1.9185280e+01 2.87e-01 6.51e+05   2.1 8.16e+00    -  7.09e-01 3.84e-01f  1
  53  1.8915682e+01 7.85e-02 3.67e+05   1.9 2.62e+00    -  1.00e+00 1.00e+00f  1
  54  1.9086622e+01 2.02e-01 4.36e+05   2.2 3.90e+00    -  1.00e+00 1.00e+00f  1
  55  1.9161021e+01 1.81e-01 4.25e+05   2.1 3.81e+00    -  1.00e+00 1.00e+00f  1
  56  1.9320364e+01 1.07e-01 5.07e+05   2.1 3.02e+00    -  6.61e-01 1.00e+00f  1
  57  1.9181756e+01 3.21e-02 1.27e+05   2.1 1.99e+00    -  1.00e+00 1.00e+00f  1
  58  1.9064937e+01 2.16e-02 7.89e+04   1.3 1.32e+00    -  1.00e+00 1.00e+00h  1
  59  1.9028104e+01 6.16e-03 1.23e+05   1.0 1.32e+00    -  9.97e-01 7.30e-01H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  60  1.9021817e+01 6.31e-03 1.28e+05   1.2 4.03e+00    -  1.00e+00 6.20e-02h  4
  61  1.9010661e+01 6.25e-03 1.20e+05   1.1 4.40e+00    -  1.00e+00 4.24e-02h  5
  62  1.8997657e+01 6.24e-03 1.20e+05   1.0 5.98e+00    -  1.00e+00 2.37e-02h  5
  63  1.8985845e+01 6.12e-03 1.23e+05   0.8 6.02e+00    -  1.00e+00 2.20e-02h  6
  64  1.8975233e+01 5.99e-03 1.25e+05   1.1 8.55e+00    -  1.00e+00 1.35e-02h  7
  65  1.8950891e+01 5.52e-03 1.28e+05   1.3 8.72e+00    -  1.00e+00 3.12e-02f  6
  66  1.8938998e+01 5.62e-03 1.27e+05   1.2 8.33e+00    -  1.00e+00 1.85e-02h  6
  67  1.8931353e+01 5.63e-03 1.28e+05   1.1 1.38e+01    -  1.00e+00 6.58e-03h  8
  68  1.8817839e+01 2.80e-02 2.27e+05   1.3 1.70e+01    -  1.00e+00 9.68e-02f  4
  69  1.8765581e+01 2.43e-02 2.48e+05   1.1 5.36e+00    -  1.00e+00 1.25e-01h  4
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  70  1.8395253e+01 1.09e-02 3.34e+05   0.8 4.88e+00    -  1.00e+00 6.94e-01H  1
  71  1.8392878e+01 1.03e-02 3.20e+05   0.7 4.35e+00    -  1.00e+00 4.97e-02h  5
  72  1.9122714e+01 9.14e-01 8.70e+05   1.7 3.41e+01    -  8.06e-01 2.09e-01f  1
  73  1.9000449e+01 9.18e-01 9.48e+05   1.5 1.10e+01    -  5.99e-01 1.00e+00f  1
  74  1.8832661e+01 7.30e-01 9.58e+05   1.5 7.25e+00    -  6.64e-01 2.12e-01h  1
  75  1.8622879e+01 6.05e-01 8.20e+05   1.5 7.49e+00    -  3.98e-01 1.68e-01h  1
  76  1.8330867e+01 5.27e-01 7.27e+05   1.5 1.77e+01    -  1.18e-01 1.73e-01h  1
  77  1.8612678e+01 7.13e-01 4.94e+05   2.2 8.97e+00    -  5.29e-01 4.57e-01f  1
  78  1.8297454e+01 7.42e-01 7.24e+05   1.9 1.74e+01    -  1.91e-01 3.66e-01H  1
  79  1.8802857e+01 5.96e-01 6.44e+05   2.5 8.05e+00    -  1.00e+00 2.89e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  80  1.8685598e+01 2.24e-01 5.55e+05   2.4 4.58e+00    -  1.00e+00 1.00e+00f  1
  81  1.8702885e+01 6.40e-02 3.08e+05   2.4 2.88e+00    -  1.00e+00 1.00e+00f  1
  82  1.8557874e+01 1.55e-02 2.28e+05   1.7 3.00e+00    -  8.36e-01 8.36e-01H  1
  83  1.8572938e+01 1.43e-02 2.48e+05   1.7 5.14e+00    -  7.00e-01 8.85e-02h  4
  84  1.8566520e+01 1.41e-02 2.62e+05   1.7 1.15e+01    -  6.30e-01 1.38e-02h  6
  85  1.8632699e+01 7.54e-02 4.19e+05   1.7 1.34e+01    -  4.80e-01 2.06e-01f  3
  86  1.8641939e+01 7.98e-02 4.69e+05   1.7 2.04e+01    -  8.53e-01 4.48e-02f  5
  87  1.8410399e+01 1.40e-02 5.38e+05   1.7 8.80e+00    -  1.00e+00 1.00e+00H  1
  88  1.8261330e+01 1.01e-02 4.42e+05   1.2 2.35e+00    -  1.00e+00 9.89e-01H  1
  89  1.8439977e+01 1.17e-01 2.75e+05   2.1 4.15e+00    -  9.59e-01 5.59e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  90  1.8887572e+01 2.08e-01 3.24e+05   1.9 3.99e+00    -  6.17e-01 1.00e+00f  1
  91  1.8612083e+01 4.05e-02 1.68e+05   1.9 2.46e+00    -  1.00e+00 1.00e+00h  1
  92  1.8550261e+01 1.97e-02 1.48e+05   1.9 1.28e+00    -  1.00e+00 1.00e+00h  1
  93  1.8460420e+01 2.61e-03 1.15e+05   1.2 1.04e+00    -  9.08e-01 1.00e+00H  1
  94  1.8407174e+01 9.74e-04 1.15e+05   1.3 7.28e-01    -  1.00e+00 1.00e+00H  1
  95  1.8380520e+01 9.06e-04 1.13e+05   0.8 1.05e+00    -  1.00e+00 2.00e-01h  3
  96  1.8373063e+01 8.65e-04 1.16e+05   1.1 4.31e+00    -  1.00e+00 1.45e-02h  6
  97  1.8366213e+01 8.54e-04 1.18e+05   1.2 3.50e+00    -  1.00e+00 1.26e-02h  7
  98  1.8351557e+01 8.72e-04 1.19e+05   1.2 6.77e+00    -  1.00e+00 1.49e-02h  6
  99  1.8340669e+01 8.62e-04 1.19e+05   0.9 5.84e+00    -  1.00e+00 1.10e-02h  7
