This is Ipopt version 3.14.19, running with linear solver MUMPS 5.8.2.

Number of nonzeros in equality constraint Jacobian...:  1215565
Number of nonzeros in inequality constraint Jacobian.:     5312
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:     3879
                     variables with only lower bounds:        0
                variables with lower and upper bounds:      824
                     variables with only upper bounds:        0
Total number of equality constraints.................:     3726
Total number of inequality constraints...............:      553
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:      553

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  9.3776362e-04 4.14e+00 1.00e+00   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  1.0542202e-03 4.13e+00 1.06e+01  -4.0 2.39e+01    -  7.96e-03 2.76e-03h  1
   2  1.3447917e-03 4.12e+00 4.12e+01  -1.4 2.56e+01    -  1.17e-02 3.66e-03h  1
   3  1.6275560e-03 4.11e+00 1.04e+02   1.8 1.07e+02    -  8.49e-03 1.42e-03f  1
   4  5.1351245e-03 4.08e+00 2.36e+02   2.1 7.62e+01    -  1.31e-02 6.16e-03f  1
   5  2.2369971e-02 3.97e+00 2.30e+03   1.5 4.38e+01    -  9.19e-02 2.52e-02h  1
   6  8.9235337e-02 3.82e+00 2.69e+04   1.8 4.95e+01    -  5.18e-01 3.78e-02h  1
   7  7.6477201e-01 3.35e+00 3.20e+04   1.9 6.31e+01    -  2.80e-01 1.26e-01h  1
   8  5.8916561e+00 2.62e+00 8.43e+04   1.8 5.80e+01    -  4.11e-01 3.65e-01h  1
   9  7.6642023e+00 2.26e+00 8.55e+04   1.9 3.41e+01    -  4.69e-01 1.45e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  1.0726408e+01 1.68e+00 7.74e+04  -4.0 2.74e+01    -  3.17e-01 2.58e-01h  1
  11  1.6337006e+01 9.70e-01 4.68e+04   1.0 2.15e+01    -  2.25e-01 5.23e-01h  1
  12  1.9289890e+01 6.72e-01 3.23e+04   1.9 1.71e+01    -  5.65e-01 3.74e-01f  1
  13  2.1117515e+01 4.14e-01 2.19e+04   1.3 9.11e+00    -  7.24e-01 4.03e-01h  1
  14  2.3245386e+01 2.91e-01 1.84e+04  -0.4 8.14e+00    -  3.77e-01 6.01e-01h  1
  15  2.3860390e+01 2.05e-01 1.43e+04   0.9 6.97e+00    -  7.26e-01 4.42e-01f  1
  16  2.4966246e+01 5.93e-01 1.14e+04   0.6 9.07e+00    -  7.91e-01 9.80e-01f  1
  17  2.6306872e+01 3.94e-01 9.87e+03   0.6 7.89e+00    -  6.47e-01 1.00e+00f  1
  18  2.7118345e+01 3.05e-01 7.18e+03   0.6 1.71e+01    -  9.42e-01 4.75e-01f  1
  19  2.6789917e+01 1.44e-01 5.49e+03   0.6 4.65e+00    -  1.00e+00 5.44e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  2.6433823e+01 8.11e-02 1.47e+03  -0.1 3.00e+00    -  1.00e+00 1.00e+00h  1
  21  2.6451597e+01 3.98e-02 6.11e+02  -0.4 2.16e+00    -  1.00e+00 1.00e+00h  1
  22  2.6349977e+01 2.51e-02 2.64e+02  -1.1 1.87e+00    -  1.00e+00 1.00e+00h  1
  23  2.6225296e+01 6.66e-03 5.20e+01  -1.4 7.11e-01    -  1.00e+00 1.00e+00h  1
  24  2.5766744e+01 1.24e-02 7.31e+01  -2.0 1.01e+00    -  1.00e+00 1.00e+00h  1
  25  2.2568958e+01 4.80e-01 7.63e+02  -1.8 9.73e+00    -  1.00e+00 7.50e-01f  1
  26  2.1644246e+01 5.50e-01 1.04e+03  -1.3 1.95e+01    -  1.00e+00 3.70e-01f  1
  27  2.0943916e+01 1.58e-01 7.02e+02  -1.3 3.58e+00    -  1.00e+00 1.00e+00h  1
  28  2.1027853e+01 9.95e-02 1.26e+02  -1.3 3.58e+00    -  1.00e+00 1.00e+00h  1
  29  2.0567514e+01 9.86e-02 1.24e+02  -1.7 4.92e+00    -  1.00e+00 5.25e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30  1.9570308e+01 4.04e-01 1.73e+02  -1.5 6.24e+00    -  1.00e+00 1.00e+00h  1
  31  1.8440354e+01 3.34e-01 1.85e+02  -1.8 4.65e+00    -  1.00e+00 1.00e+00h  1
  32  1.8445025e+01 1.71e-01 7.11e+01  -1.5 3.72e+00    -  1.00e+00 1.00e+00h  1
  33  1.8520741e+01 1.45e-01 4.63e+01  -1.7 2.46e+00    -  1.00e+00 1.00e+00h  1
  34  1.8624880e+01 5.05e-02 4.50e+01  -2.0 2.86e+00    -  1.00e+00 7.82e-01h  1
  35  1.8620793e+01 3.39e-02 7.16e+01  -2.2 2.37e+00    -  1.00e+00 4.80e-01h  2
  36  1.8605205e+01 2.74e-02 1.80e+02  -2.4 2.48e+00    -  1.00e+00 1.98e-01h  3
  37  1.8098131e+01 4.49e-01 2.58e+02  -2.1 6.03e+00    -  1.00e+00 9.80e-01h  1
  38  1.7831501e+01 2.11e-01 2.94e+02  -1.6 4.49e+00    -  1.00e+00 6.84e-01h  1
  39  1.7243936e+01 5.83e-02 1.14e+02  -2.0 2.51e+00    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  40  1.7163992e+01 1.55e-01 5.83e+01  -1.7 3.22e+00    -  1.00e+00 1.00e+00h  1
  41  1.6983631e+01 5.82e-02 2.70e+01  -1.9 1.93e+00    -  1.00e+00 1.00e+00h  1
  42  1.7179719e+01 2.49e-02 1.32e+02  -2.0 1.50e+00    -  7.73e-01 5.72e-01H  1
  43  1.7142233e+01 1.38e-02 7.81e+01  -2.3 1.70e+00    -  1.00e+00 5.00e-01h  2
  44  1.6451671e+01 1.87e-01 2.53e+02  -2.4 7.08e+00    -  7.77e-01 5.75e-01h  1
  45  1.5669888e+01 4.19e-01 4.42e+02  -2.0 5.33e+00    -  1.00e+00 9.24e-01h  1
  46  1.5083423e+01 1.54e-01 2.83e+02  -2.2 3.61e+00    -  1.00e+00 5.89e-01h  1
  47  1.5537659e+01 2.53e-01 1.28e+02  -1.7 3.26e+00    -  5.61e-01 1.00e+00h  1
  48  1.4494432e+01 2.86e-01 1.01e+02  -2.0 5.03e+00    -  9.91e-01 9.81e-01h  1
  49  1.3860983e+01 1.63e-01 7.27e+01  -2.2 3.55e+00    -  1.00e+00 7.13e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  50  1.3997903e+01 1.19e-01 3.08e+01  -1.9 3.22e+00    -  1.00e+00 5.95e-01h  1
  51  1.4462951e+01 1.23e-01 5.12e+01  -1.9 2.69e+00    -  8.24e-01 1.00e+00h  1
  52  1.4366446e+01 1.14e-01 7.79e+01  -2.3 3.05e+00    -  1.00e+00 1.00e+00h  1
  53  1.5187075e+01 1.62e-01 9.53e+01  -1.7 3.09e+00    -  1.00e+00 1.00e+00h  1
  54  1.5137462e+01 8.55e-02 4.08e+01  -1.8 1.94e+00    -  1.00e+00 1.00e+00h  1
  55  1.5106189e+01 5.18e-02 3.00e+01  -1.8 1.30e+00    -  1.00e+00 1.00e+00h  1
  56  1.4976962e+01 3.09e-02 7.89e+01  -2.4 1.32e+00    -  1.00e+00 7.72e-01h  1
  57  1.5202815e+01 1.57e-02 1.53e+02  -2.1 1.41e+00    -  1.00e+00 5.00e-01h  2
  58  1.4975656e+01 4.97e-02 1.37e+02  -2.4 2.03e+00    -  1.00e+00 1.00e+00h  1
  59  1.4196704e+01 1.08e-01 2.57e+02  -2.5 4.55e+00    -  1.00e+00 7.48e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  60  1.3158554e+01 1.43e-01 3.28e+02  -2.5 9.16e+00    -  2.15e-01 3.82e-01h  1
  61  1.3132360e+01 1.00e-01 2.63e+02  -2.3 2.47e+00    -  7.81e-01 3.04e-01h  1
  62  1.3149473e+01 4.54e-02 1.47e+02  -2.8 1.46e+00    -  5.26e-01 5.26e-01h  1
  63  1.3054966e+01 3.68e-02 9.69e+01  -2.9 1.81e+00    -  6.20e-01 3.72e-01h  1
  64  1.2971289e+01 2.40e-02 8.61e+01  -2.5 2.30e+00    -  8.83e-01 4.94e-01h  1
  65  1.2803486e+01 4.93e-02 1.32e+02  -2.5 2.56e+00    -  7.60e-01 6.70e-01h  1
  66  1.3555350e+01 1.19e-01 9.44e+01  -1.8 5.33e+00    -  4.84e-01 5.26e-01f  1
  67  1.3141126e+01 3.02e-02 6.39e+01  -2.2 1.98e+00    -  1.00e+00 9.40e-01h  1
  68  1.3417507e+01 9.53e-02 5.42e+01  -1.9 2.50e+00    -  1.00e+00 9.32e-01h  1
  69  1.3279152e+01 3.86e-02 1.71e+01  -2.0 1.51e+00    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  70  1.4271417e+01 1.24e-01 2.38e+02  -1.6 3.37e+00    -  1.00e+00 1.00e+00h  1
  71  1.4488598e+01 2.58e-02 1.51e+02  -1.7 1.06e+00    -  1.00e+00 1.00e+00h  1
  72  1.4542410e+01 2.89e-02 5.25e+01  -1.7 1.33e+00    -  1.00e+00 1.00e+00h  1
  73  1.4001841e+01 2.49e-02 9.44e+01  -2.2 3.15e+00    -  1.00e+00 6.28e-01h  1
  74  1.2768438e+01 2.11e-01 2.92e+02  -2.3 6.84e+00    -  9.01e-01 7.82e-01h  1
  75  1.3118240e+01 6.12e-02 1.45e+02  -2.0 2.23e+00    -  1.00e+00 1.00e+00h  1
  76  1.2699916e+01 3.31e-02 9.71e+01  -2.1 2.42e+00    -  1.00e+00 6.15e-01h  1
  77  1.2442734e+01 3.91e-02 1.01e+02  -2.3 1.84e+00    -  1.00e+00 1.00e+00h  1
  78  1.2018983e+01 6.86e-02 1.02e+02  -2.6 2.83e+00    -  1.00e+00 6.68e-01h  1
  79  1.2008895e+01 1.22e-01 7.78e+01  -2.1 2.84e+00    -  9.34e-01 9.10e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  80  1.1312793e+01 1.29e-01 8.16e+01  -2.4 3.32e+00    -  1.00e+00 9.54e-01h  1
  81  1.1075470e+01 5.50e-02 5.51e+01  -2.5 2.66e+00    -  1.00e+00 5.24e-01h  1
  82  1.1077655e+01 3.49e-02 4.94e+01  -2.5 1.83e+00    -  6.57e-01 3.86e-01h  1
  83  1.1105557e+01 2.13e-02 7.57e+01  -2.5 2.78e+00    -  4.95e-01 4.84e-01H  1
  84  1.0950313e+01 5.31e-02 1.26e+02  -2.7 4.41e+00    -  5.62e-01 3.74e-01h  1
  85  1.1057805e+01 4.91e-01 3.08e+02  -2.1 6.57e+00    -  1.00e+00 7.64e-01h  1
  86  1.0479717e+01 7.62e-02 2.74e+02  -2.2 2.48e+00    -  8.87e-01 1.00e+00h  1
  87  1.0773325e+01 3.03e-01 1.36e+02  -1.8 4.03e+00    -  8.16e-01 9.48e-01h  1
  88  1.0589434e+01 1.16e-01 1.10e+02  -2.0 2.38e+00    -  1.00e+00 6.05e-01h  1
  89  1.0501260e+01 5.21e-02 6.46e+01  -2.0 1.63e+00    -  9.68e-01 5.47e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  90  1.0122530e+01 4.12e-02 7.89e+01  -2.4 2.80e+00    -  1.00e+00 6.99e-01h  1
  91  9.8786176e+00 1.27e-01 1.10e+02  -2.2 4.99e+00    -  7.06e-01 4.03e-01h  1
  92  1.0149423e+01 7.18e-01 3.34e+02  -1.7 1.22e+01    -  4.55e-01 4.64e-01f  1
