This is Ipopt version 3.14.19, running with linear solver MUMPS 5.8.2.

Number of nonzeros in equality constraint Jacobian...:   999237
Number of nonzeros in inequality constraint Jacobian.:     4352
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:     3203
                     variables with only lower bounds:        0
                variables with lower and upper bounds:      680
                     variables with only upper bounds:        0
Total number of equality constraints.................:     3078
Total number of inequality constraints...............:      457
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:      457

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  2.0582410e-02 4.68e+00 1.00e+00   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  2.0314362e-02 4.66e+00 2.53e+00  -4.0 1.59e+01    -  6.62e-03 4.61e-03h  1
   2  1.9911958e-02 4.64e+00 7.11e+01  -0.2 1.50e+01    -  5.09e-02 5.49e-03h  1
   3  1.8107270e-02 4.62e+00 8.04e+01   1.8 1.43e+02    -  6.16e-03 2.71e-03f  1
   4  2.9218666e-02 4.57e+00 5.77e+02   2.1 7.87e+01    -  3.31e-02 1.10e-02f  1
   5  9.3005440e-02 4.32e+00 3.57e+03   1.5 2.89e+01    -  5.69e-02 7.71e-02h  1
   6  1.4044095e-01 4.25e+00 8.96e+03   2.2 5.36e+01    -  2.15e-01 1.71e-02f  1
   7  1.2387237e+00 3.39e+00 3.97e+04   2.1 3.93e+01    -  8.89e-01 2.12e-01h  1
   8  4.4553511e+00 2.73e+00 4.38e+04   2.2 3.67e+01    -  6.55e-01 4.26e-01H  1
   9  1.0570517e+01 6.40e+00 9.72e+04   2.8 4.47e+01    -  5.21e-01 3.40e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  1.2813117e+01 4.57e+00 7.23e+04   2.5 1.74e+01    -  2.95e-01 2.65e-01h  1
  11  1.8121151e+01 3.19e+00 5.16e+04   2.6 3.04e+01    -  9.41e-01 3.49e-01h  1
  12  2.7808535e+01 2.02e+00 7.64e+04   2.3 2.18e+01    -  9.91e-01 7.68e-01h  1
  13  2.7843582e+01 1.34e+00 6.19e+04   1.9 1.39e+01    -  9.99e-01 3.44e-01h  1
  14  2.8434087e+01 8.19e-01 1.16e+05   2.3 1.79e+01    -  9.89e-01 4.16e-01h  1
  15  2.6519766e+01 6.95e-01 6.27e+04   1.9 1.24e+01    -  1.00e+00 1.00e+00h  1
  16  2.4493637e+01 6.01e-01 6.72e+04   1.3 8.31e+00    -  1.00e+00 1.00e+00h  1
  17  2.4176990e+01 3.06e-01 2.99e+04   0.9 6.29e+00    -  1.00e+00 1.00e+00h  1
  18  2.4637138e+01 5.76e-02 7.12e+03   0.6 3.33e+00    -  1.00e+00 1.00e+00f  1
  19  2.5340615e+01 5.00e-02 8.39e+03   0.8 2.17e+00    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  2.5575586e+01 8.16e-02 9.59e+03   0.7 2.80e+00    -  1.00e+00 1.00e+00f  1
  21  2.5905684e+01 4.52e-02 7.50e+03   0.7 1.81e+00    -  1.00e+00 1.00e+00f  1
  22  2.5823038e+01 8.14e-03 1.94e+03   0.0 8.52e-01    -  1.00e+00 1.00e+00h  1
  23  2.5757954e+01 2.70e-04 1.86e+03  -0.2 8.81e-01    -  9.45e-01 1.00e+00H  1
  24  2.5842880e+01 1.50e-04 2.57e+03  -0.5 6.36e-01    -  1.00e+00 1.00e+00H  1
  25  2.5862725e+01 1.68e-04 2.24e+03  -1.3 8.30e-01    -  1.00e+00 1.25e-01h  4
  26  2.5899006e+01 9.90e-05 5.06e+02  -2.2 2.25e-01    -  1.00e+00 1.00e+00H  1
  27  2.5868032e+01 2.41e-04 3.03e+02  -3.1 1.35e-01    -  1.00e+00 1.00e+00h  1
  28  2.5845449e+01 1.10e-04 1.21e+03  -3.2 5.62e-02    -  7.94e-01 1.00e+00h  1
  29  2.5783407e+01 1.05e-03 2.78e+02  -3.8 1.27e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30  2.5619590e+01 6.69e-03 1.73e+03  -3.9 3.65e+00    -  3.70e-01 1.03e-01f  1
  31  2.5127694e+01 3.78e-02 2.55e+03  -1.9 4.30e+01    -  1.00e+00 2.58e-02f  1
  32  2.4986059e+01 1.38e-02 2.11e+03  -2.2 5.37e-01    -  1.00e+00 5.72e-01h  1
  33  2.5011421e+01 1.64e-02 1.22e+03  -2.0 5.05e-01    -  7.52e-01 5.31e-01h  1
  34  2.4922146e+01 4.22e-03 2.91e+02  -2.1 2.45e-01    -  7.24e-01 1.00e+00h  1
  35  2.4522472e+01 9.03e-03 6.26e+02  -2.3 1.42e+00    -  1.00e+00 7.04e-01h  1
  36  2.3613547e+01 1.80e-01 1.05e+03  -1.7 2.79e+00    -  1.00e+00 7.62e-01f  1
  37  2.1298408e+01 3.25e-01 2.15e+03  -1.7 5.67e+00    -  1.00e+00 8.99e-01h  1
  38  2.2000458e+01 3.56e-01 1.63e+03  -1.1 4.68e+00    -  8.97e-01 5.60e-01f  1
  39  2.0266040e+01 2.75e-01 3.85e+02  -1.4 4.71e+00    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  40  1.9106272e+01 3.06e-01 3.11e+02  -1.5 5.42e+00    -  1.00e+00 8.16e-01h  1
  41  1.8324116e+01 1.80e-01 2.71e+02  -1.8 5.38e+00    -  1.00e+00 6.07e-01h  1
  42  1.9050502e+01 3.48e-01 2.48e+02  -1.2 6.30e+00    -  8.97e-01 7.72e-01f  1
  43  1.7841885e+01 1.27e-01 1.33e+02  -1.3 3.49e+00    -  1.00e+00 1.00e+00h  1
  44  1.9089994e+01 1.97e-01 1.07e+02  -1.1 3.61e+00    -  1.00e+00 1.00e+00h  1
  45  1.8037303e+01 1.37e-01 9.35e+01  -1.2 3.68e+00    -  1.00e+00 1.00e+00h  1
  46  1.7822850e+01 1.49e-01 1.32e+02  -1.2 3.96e+00    -  1.00e+00 1.00e+00h  1
  47  1.7120740e+01 5.73e-02 5.16e+01  -1.7 2.87e+00    -  1.00e+00 1.00e+00h  1
  48  1.9095823e+01 2.75e-01 8.89e+01  -1.1 4.74e+00    -  1.00e+00 1.00e+00h  1
