This is Ipopt version 3.14.19, running with linear solver MUMPS 5.8.2.

Number of nonzeros in equality constraint Jacobian...:   782909
Number of nonzeros in inequality constraint Jacobian.:     3392
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:     2527
                     variables with only lower bounds:        0
                variables with lower and upper bounds:      536
                     variables with only upper bounds:        0
Total number of equality constraints.................:     2430
Total number of inequality constraints...............:      361
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:      361

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  3.9649159e-02 6.17e+00 1.00e+00   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  3.9297873e-02 6.11e+00 5.51e+01  -0.3 1.26e+01    -  2.55e-01 8.80e-03h  1
   2  3.8849146e-02 6.06e+00 6.86e+02   0.9 3.17e+01    -  6.65e-02 8.83e-03f  1
   3  4.7781584e-02 5.90e+00 8.22e+03   1.2 3.99e+01    -  5.70e-01 2.52e-02f  1
   4  9.5112539e-02 5.73e+00 9.11e+03   1.7 5.74e+01    -  3.90e-02 2.97e-02f  1
   5  2.5244618e-01 5.57e+00 1.29e+04   2.5 7.95e+01    -  4.32e-02 2.55e-02f  1
   6  1.5082861e+00 5.47e+00 2.35e+04   2.4 1.23e+02    -  1.40e-01 6.45e-02f  1
   7  2.6033848e+00 5.30e+00 2.35e+04  -4.0 1.53e+02    -  4.69e-02 4.20e-02h  1
   8  3.6778577e+00 5.07e+00 7.87e+04   2.8 2.04e+02    -  1.11e-01 2.02e-02f  1
   9  7.2578072e+00 5.40e+00 2.70e+05   2.8 1.23e+02    -  4.35e-01 9.31e-02H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  7.4825215e+00 4.72e+00 2.37e+05  -3.4 6.17e+01    -  8.30e-02 1.37e-01h  1
  11  8.3038990e+00 4.23e+00 2.07e+05   0.8 6.87e+01    -  1.03e-01 1.25e-01h  1
  12  8.6871033e+00 3.93e+00 2.27e+05   2.4 6.62e+01    -  9.28e-02 1.04e-01h  1
  13  8.9536239e+00 3.49e+00 3.07e+05   2.0 6.83e+01    -  1.38e-01 1.06e-01h  1
  14  1.0492107e+01 3.69e+00 4.36e+05   2.8 7.93e+01    -  2.73e-01 1.18e-01f  1
  15  1.1260512e+01 3.48e+00 6.10e+05   1.9 4.10e+01    -  2.00e-01 1.36e-01h  1
  16  1.3697026e+01 3.17e+00 1.09e+06   2.8 6.70e+01    -  1.66e-01 1.98e-01f  1
  17  1.5105057e+01 2.68e+00 1.41e+06   2.8 3.82e+01    -  4.54e-01 2.29e-01f  1
  18  1.6738889e+01 2.48e+00 2.24e+06   2.8 3.07e+01    -  4.20e-01 4.24e-01h  1
  19  1.6941225e+01 1.90e+00 2.68e+06   2.8 1.71e+01    -  7.05e-01 7.01e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  1.8352325e+01 1.31e+00 2.02e+06   2.8 2.15e+01    -  6.28e-01 4.64e-01f  1
  21  1.8883921e+01 1.54e+00 1.69e+06   2.8 4.78e+01    -  4.83e-01 1.46e-01f  1
  22  1.8629003e+01 4.57e-01 5.21e+05   2.8 5.12e+00    -  9.25e-01 1.00e+00f  1
  23  1.8199429e+01 4.84e-01 1.46e+06   2.4 1.57e+01    -  5.29e-01 5.95e-01H  1
  24  1.8681550e+01 1.79e+00 2.07e+06   2.8 1.40e+01    -  1.00e+00 9.10e-01f  1
  25  1.8191549e+01 4.47e-01 9.45e+05   2.7 4.79e+00    -  1.00e+00 1.00e+00h  1
  26  1.7942599e+01 2.39e-01 3.62e+05   2.0 4.68e+00    -  1.00e+00 1.00e+00h  1
  27  1.7666877e+01 1.09e-01 1.65e+05   2.2 2.67e+00    -  1.00e+00 1.00e+00f  1
  28  1.7493022e+01 6.37e-02 2.04e+05   1.5 2.11e+00    -  1.00e+00 8.57e-01h  1
  29  1.7341143e+01 5.50e-02 2.08e+05   1.6 5.21e+00    -  1.00e+00 1.29e-01h  3
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30  1.7184771e+01 4.92e-02 2.84e+05   1.9 8.84e+00    -  1.00e+00 7.63e-02f  4
  31  1.7062219e+01 4.64e-02 3.21e+05   1.8 8.60e+00    -  1.00e+00 6.25e-02h  5
  32  1.6362346e+01 5.04e-01 5.94e+05   2.1 1.36e+01    -  1.00e+00 3.10e-01f  2
  33  1.4862036e+01 2.52e-01 1.88e+06   1.9 1.37e+01    -  9.44e-01 8.04e-01H  1
  34  1.5461816e+01 3.33e-01 9.60e+05   2.0 6.22e+00    -  1.00e+00 1.00e+00f  1
  35  1.6245590e+01 3.30e-01 7.97e+05   2.1 5.01e+00    -  9.40e-01 1.00e+00f  1
  36  1.5885947e+01 1.59e-01 3.18e+05   2.0 3.03e+00    -  1.00e+00 1.00e+00h  1
  37  1.5800066e+01 7.89e-02 1.78e+05   1.8 1.87e+00    -  1.00e+00 4.99e-01h  1
  38  1.5686519e+01 4.77e-03 1.30e+05   1.0 3.75e-01    -  1.00e+00 1.00e+00h  1
  39  1.5689292e+01 4.74e-03 2.25e+05   1.0 1.83e+00    -  1.00e+00 8.84e-02h  4
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  40  1.5686144e+01 4.73e-03 2.16e+05   1.2 2.95e+00    -  1.00e+00 1.15e-02h  6
  41  1.5587425e+01 6.02e-02 2.23e+05   1.5 2.69e+00    -  1.00e+00 3.74e-01f  2
  42  1.5446147e+01 1.72e-01 5.09e+05   1.7 3.55e+00    -  1.00e+00 7.08e-01f  1
  43  1.5356681e+01 9.21e-02 5.13e+05   1.3 1.64e+00    -  1.00e+00 5.14e-01h  1
  44  1.5283399e+01 1.14e-01 3.75e+05   1.3 2.79e+00    -  6.98e-01 8.15e-01H  1
  45  1.5230369e+01 1.60e-01 5.15e+05   1.4 2.13e+00    -  1.00e+00 7.68e-01f  1
  46  1.5377150e+01 1.57e-01 3.86e+05   1.8 1.98e+00    -  1.00e+00 1.00e+00f  1
  47  1.5349840e+01 7.12e-02 2.49e+05   1.7 1.46e+00    -  1.00e+00 1.00e+00h  1
  48  1.5249602e+01 3.77e-02 1.64e+05   1.4 8.19e-01    -  1.00e+00 1.00e+00h  1
  49  1.5184360e+01 6.57e-03 1.54e+05   0.8 4.50e-01    -  1.00e+00 9.44e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  50  1.5141122e+01 7.27e-03 1.84e+05   0.4 6.20e-01    -  9.93e-01 5.79e-01H  1
  51  1.5113107e+01 7.06e-03 2.96e+05   0.0 1.01e+00    -  1.00e+00 1.60e-01h  3
  52  1.5036175e+01 6.94e-03 3.55e+05   0.7 1.88e+00    -  1.00e+00 1.65e-01f  2
  53  1.5016094e+01 6.95e-03 3.57e+05   0.7 3.57e+00    -  1.00e+00 2.97e-02h  5
  54  1.4810758e+01 9.91e-02 8.14e+05   1.8 3.72e+00    -  7.80e-01 3.99e-01f  1
  55  1.4575781e+01 1.34e-01 1.33e+06   1.7 1.88e+00    -  8.93e-01 1.00e+00f  1
  56  1.4793098e+01 5.93e-02 3.33e+05   1.7 1.49e+00    -  1.00e+00 1.00e+00f  1
  57  1.4820316e+01 4.06e-02 3.82e+05   1.6 1.17e+00    -  1.00e+00 6.37e-01h  1
  58  1.4648909e+01 1.86e-02 2.13e+05   1.2 1.08e+00    -  8.35e-01 1.00e+00H  1
  59  1.4640360e+01 8.28e-03 4.60e+05   1.1 4.80e-01    -  8.60e-01 1.00e+00H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  60  1.4647119e+01 1.02e-02 1.27e+05   0.7 2.64e-01    -  1.00e+00 1.00e+00h  1
  61  1.4618732e+01 4.50e-03 9.91e+04  -0.1 1.77e-01    -  1.00e+00 9.48e-01h  1
  62  1.4608313e+01 4.49e-03 4.18e+05  -0.2 9.79e-01    -  1.00e+00 1.10e-01f  4
  63  1.4563323e+01 1.31e-02 5.06e+05   0.3 4.97e+00    -  1.00e+00 8.93e-02f  2
  64  1.4528571e+01 2.95e-02 8.39e+05   0.9 4.58e+00    -  1.00e+00 1.23e-01f  1
  65  1.4602821e+01 7.76e-02 1.28e+06   1.2 1.16e+00    -  1.00e+00 1.00e+00f  1
  66  1.4599999e+01 3.51e-02 4.50e+05   1.1 8.16e-01    -  7.28e-01 1.00e+00h  1
  67  1.4565460e+01 6.82e-03 3.45e+05   1.1 3.08e-01    -  1.00e+00 1.00e+00h  1
  68  1.4565811e+01 4.50e-03 2.39e+05   0.4 1.30e-01    -  1.00e+00 9.30e-01h  1
  69  1.4560477e+01 4.49e-03 2.67e+05  -0.3 2.20e-01    -  9.26e-01 8.34e-01H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  70  1.4559097e+01 4.49e-03 4.74e+05  -0.2 5.56e-01    -  1.00e+00 7.89e-02h  4
  71  1.4556359e+01 4.48e-03 4.50e+05  -0.8 3.66e-01    -  1.00e+00 1.22e-01h  4
  72  1.4555892e+01 4.48e-03 7.30e+05  -0.8 1.21e+00    -  1.00e+00 6.00e-03h  7
  73  1.4554902e+01 4.48e-03 6.84e+05  -1.0 5.25e-01    -  1.00e+00 2.97e-02h  6
  74  1.4554823e+01 4.49e-03 7.83e+05  -0.9 1.15e+00    -  1.00e+00 3.04e-03h  8
  75  1.4554822e+01 4.49e-03 7.64e+05  -0.2 1.57e+00    -  1.00e+00 3.92e-04h 10
  76r 1.4554822e+01 4.49e-03 1.00e+03  -0.3 0.00e+00    -  0.00e+00 2.88e-07R 21
  77r 1.4583996e+01 8.61e-03 1.85e+02  -0.0 3.81e-01    -  8.43e-01 1.00e+00f  1
  78r 1.4660831e+01 1.43e-02 5.07e+02  -0.1 7.53e-01    -  5.10e-01 1.00e+00f  1
  79r 1.4704286e+01 1.86e-02 6.88e+01  -0.1 5.90e-01    -  9.63e-01 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  80r 1.4730443e+01 1.97e-02 5.08e+01  -0.1 4.33e-01    -  1.00e+00 1.00e+00f  1
  81r 1.4743004e+01 1.99e-02 2.13e+01  -0.1 2.05e-01    -  1.00e+00 1.00e+00h  1
  82r 1.4634611e+01 2.11e-02 1.54e+02  -0.8 1.23e+00    -  9.56e-01 1.00e+00f  1
  83r 1.4613598e+01 2.46e-02 7.04e+01  -0.8 3.91e-01    -  1.00e+00 1.00e+00f  1
  84r 1.4577086e+01 2.67e-02 5.11e+01  -1.5 5.48e-01    -  1.00e+00 1.00e+00f  1
  85r 1.4546784e+01 2.63e-02 6.31e+01  -2.2 5.78e-01    -  1.00e+00 1.00e+00f  1
  86r 1.4569497e+01 2.57e-02 9.51e+01  -2.7 1.10e+00    -  1.00e+00 6.81e-01f  1
  87r 1.4549418e+01 2.55e-02 4.65e+01  -3.2 5.14e-01    -  1.00e+00 7.10e-01f  1
  88r 1.4527301e+01 2.55e-02 1.02e+02  -2.4 4.14e-01    -  1.00e+00 1.00e+00f  1
  89r 1.4539117e+01 2.56e-02 3.39e+01  -2.5 3.86e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  90r 1.4525225e+01 2.56e-02 2.38e+01  -2.5 1.80e-01    -  1.00e+00 1.00e+00h  1
  91r 1.4523413e+01 2.56e-02 1.19e+01  -3.4 7.57e-02    -  1.00e+00 9.62e-01f  1
  92r 1.4522229e+01 2.56e-02 1.94e+01  -4.0 3.38e-01    -  1.00e+00 5.55e-01f  1
  93r 1.4510730e+01 2.55e-02 3.16e+01  -4.0 4.91e-01    -  1.00e+00 8.59e-01f  1
  94r 1.4500829e+01 2.55e-02 5.37e+01  -3.9 3.77e-01    -  1.00e+00 6.37e-01h  1
  95r 1.4504359e+01 2.55e-02 1.64e+01  -3.4 2.85e-01    -  1.00e+00 1.00e+00f  1
  96r 1.4515788e+01 2.55e-02 6.41e+01  -3.5 4.32e-01    -  6.03e-01 1.00e+00h  1
  97r 1.4507041e+01 2.55e-02 2.70e+01  -3.5 4.68e-01    -  1.00e+00 6.68e-01h  1
  98r 1.4508206e+01 2.55e-02 7.68e+01  -3.5 1.77e-01    -  4.15e-01 1.00e+00h  1
  99r 1.4507174e+01 2.55e-02 1.02e+01  -3.5 1.38e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 100r 1.4502522e+01 2.55e-02 4.85e+00  -3.5 4.26e-02    -  1.00e+00 1.00e+00h  1
 101r 1.4496295e+01 2.55e-02 1.40e+01  -4.0 7.15e-02    -  1.00e+00 1.00e+00f  1
 102r 1.4476551e+01 2.55e-02 5.58e+01  -3.7 2.62e-01    -  1.00e+00 9.94e-01f  1
 103r 1.4484739e+01 2.55e-02 2.33e+01  -3.8 2.24e-01    -  1.00e+00 1.00e+00h  1
 104r 1.4484955e+01 2.55e-02 2.95e+01  -3.8 1.42e-01    -  6.10e-01 1.00e+00h  1
 105r 1.4475416e+01 2.55e-02 1.25e+01  -3.8 1.58e-01    -  1.00e+00 1.00e+00h  1
 106r 1.4475844e+01 2.55e-02 1.05e+01  -3.8 6.15e-02    -  1.00e+00 1.00e+00h  1
 107r 1.4477607e+01 2.55e-02 8.98e+00  -4.0 4.33e-02    -  1.00e+00 1.00e+00h  1
 108r 1.4472317e+01 2.55e-02 4.07e+00  -4.0 8.23e-02    -  1.00e+00 1.00e+00h  1
 109r 1.4465460e+01 2.55e-02 1.02e+01  -4.0 5.77e-02    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 110r 1.4467401e+01 2.55e-02 8.41e+00  -4.0 5.10e-02    -  1.00e+00 1.00e+00h  1
 111r 1.4466799e+01 2.55e-02 6.79e+00  -4.1 5.06e-02    -  1.00e+00 1.00e+00h  1
 112r 1.4465308e+01 2.55e-02 2.84e+00  -4.0 2.98e-02    -  1.00e+00 1.00e+00h  1
 113r 1.4465505e+01 2.55e-02 3.09e+00  -4.0 2.56e-02    -  1.00e+00 1.00e+00h  1
 114r 1.4466625e+01 2.55e-02 1.04e+01  -4.0 5.29e-02    -  1.00e+00 1.00e+00h  1
 115r 1.4464439e+01 2.55e-02 8.31e+00  -4.1 3.51e-02    -  1.00e+00 1.00e+00h  1
 116r 1.4463781e+01 2.55e-02 9.69e+00  -4.0 7.70e-02    -  1.00e+00 1.00e+00h  1
 117r 1.4464274e+01 2.55e-02 4.69e+00  -4.1 7.19e-02    -  1.00e+00 1.00e+00h  1
 118r 1.4463691e+01 2.55e-02 1.54e+01  -4.0 4.01e-02    -  1.00e+00 1.00e+00h  1
 119r 1.4463690e+01 2.55e-02 1.27e+00  -4.1 2.55e-02    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 120r 1.4463204e+01 2.55e-02 1.22e+00  -4.0 1.45e-02    -  1.00e+00 1.00e+00h  1
 121r 1.4463231e+01 2.55e-02 4.73e+00  -4.0 2.66e-02    -  1.00e+00 1.00e+00h  1
 122r 1.4463229e+01 2.55e-02 3.68e+00  -4.0 1.71e-02    -  1.00e+00 1.00e+00h  1
 123r 1.4463050e+01 2.55e-02 1.22e+00  -4.0 1.17e-02    -  1.00e+00 1.00e+00h  1
 124r 1.4462577e+01 2.55e-02 2.10e+00  -4.0 8.44e-03    -  1.00e+00 1.00e+00h  1
 125r 1.4462237e+01 2.55e-02 3.97e+00  -4.0 1.19e-02    -  1.00e+00 1.00e+00h  1
 126r 1.4459211e+01 2.55e-02 1.78e+01  -4.0 6.78e-02    -  1.00e+00 1.00e+00h  1
 127r 1.4454696e+01 2.55e-02 4.37e+01  -4.1 1.39e-01    -  1.00e+00 7.62e-01h  1
 128r 1.4455110e+01 2.55e-02 3.92e+01  -4.1 1.15e-01    -  1.00e+00 1.00e+00f  1
 129r 1.4458213e+01 2.55e-02 2.11e+01  -4.0 1.14e-01    -  7.31e-01 1.00e+00h  1
