time_ns,u_X1,u_Y1,u_X2,u_Y2,du_X1,du_Y1,du_X2,du_Y2
0,0,0,0,0,0,0,0,0
5.416666667,-0.05200096525,0.06209620396,0.003313525725,-0.02518154069,-0.009151164155,-0.01299665764,-0.05210290062,-0.02936963628
10.83333333,-0.06183444767,-0.05702256017,-0.06066829866,-0.06168393758,-0.0008553008709,-0.005568536661,-0.002134482691,-0.001037188191
16.25,-0.06240517039,-0.06101554592,-0.0622699991,-0.06259224804,-0.0003167283775,-0.001749594932,-0.0004516271152,-0.0001340422518
21.66666667,-0.06239229188,0.03430701722,-0.06197084208,-0.06261714136,-0.0007116295848,0.05170227611,-0.0002448988769,4.029007747e-05
27.08333333,-0.03817705104,-0.06096600985,-0.05885041454,-0.06175702664,-0.00496424334,0.000726241141,-0.001806574197,0.0007960353867
32.5,-0.0623346227,-0.0604823122,0.03494503698,-0.01674269438,0.00120397892,0.001821315157,0.02100445935,0.03308363912
37.91666667,-0.06101820762,0.005741666415,0.0618134215,0.06072680799,0.002127300383,0.05029669541,0.0007469759103,0.0003072043565
43.33333333,0.005170448802,0.06128710992,0.06249079689,0.06236037898,0.05258777858,0.00858859756,0.0001186395422,5.841017559e-05
48.75,0.06126147048,-0.0607196614,0.06255491458,0.06247146782,0.01074948299,0.005630912431,3.131095486e-05,7.811181391e-06
54.16666667,-0.03959310383,0.04697074258,0.06248867507,0.06185146554,-0.02197094681,0.01260783934,8.215522289e-07,-2.89935721e-05
59.58333333,-0.06147098773,0.06054103779,0.06196322847,0.006204630204,-0.005159288919,0.00195133994,-6.498918345e-05,-0.0117766404
65,0.01834948671,0.06200474928,-0.06202892709,0.05103175296,0.03491552379,0.001860698602,0.0125503565,-0.02085906863
70.41666667,0.06110028454,0.03323868953,-0.03741921525,-0.0450478289,0.001559506787,0.006651896171,0.02985992266,-0.009829482324
75.83333333,0.06232586842,0.06233498766,0.06171800644,-0.0620577855,0.0004708682269,-5.461872764e-05,-0.000424685641,-0.0001082253769
81.25,0.0625312025,0.06262682108,0.0622830878,-0.06243604106,0.0007934306691,-3.045963403e-05,5.685355301e-05,0.000208976508
86.66666667,-0.01484703942,0.06256617608,0.06244411918,-0.06143048155,-0.04140389853,-7.925015473e-05,0.0002747357534,0.001255685072
92.08333333,-0.05970742118,0.06232536597,0.06256809121,-0.01522108056,-0.004055753037,-0.000257706515,0.0009640321607,0.03649938476
97.5,0.009885325,0.06113055869,-0.05526210188,0.01365137059,0.04106281568,-0.001547866073,-0.02714781781,-0.05623207702
102.9166667,0.05976533309,0.005554187005,0.05042521985,-0.06097241273,0.0008139346933,-0.04402859054,0.01087993588,-0.001527875996
108.3333333,0.05993262855,-0.06090648161,0.06198818679,-0.06248574671,-0.002773286989,-0.001199973357,0.001954355365,-0.0002446982206
113.75,0.01478423216,-0.004323749216,0.0626705254,-0.0626244889,-0.0400234906,0.03052816396,0.003915607907,-0.0002237438916
119.1666667,-0.06258690091,0.01780256643,0.06274049232,-0.06264288815,-0.01282185061,-0.05086266812,0.0122425074,-0.0008293266758
124.5833333,0,0,0,0,0,0,0,0
