This is Ipopt version 3.14.19, running with linear solver MUMPS 5.8.2.

Number of nonzeros in equality constraint Jacobian...:   566581
Number of nonzeros in inequality constraint Jacobian.:     2432
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:     1851
                     variables with only lower bounds:        0
                variables with lower and upper bounds:      392
                     variables with only upper bounds:        0
Total number of equality constraints.................:     1782
Total number of inequality constraints...............:      265
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:      265

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  4.2069014e-02 7.15e+00 1.00e+00   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  4.1859936e-02 7.08e+00 4.30e+01  -0.5 8.33e+00    -  3.48e-01 1.04e-02h  1
   2  4.2379736e-02 6.97e+00 5.77e+03   0.5 2.37e+01    -  6.66e-01 1.46e-02h  1
   3  8.9069225e-02 6.70e+00 6.07e+03   1.3 6.22e+01    -  5.59e-02 3.85e-02h  1
   4  4.7010018e-01 6.22e+00 6.01e+03   1.7 7.91e+01    -  8.16e-02 6.66e-02f  1
   5  5.2240014e-01 6.10e+00 7.41e+03  -4.0 4.32e+01    -  6.74e-02 1.88e-02h  1
   6  8.6904911e-01 5.63e+00 7.03e+03   1.3 4.42e+01    -  7.65e-02 7.19e-02h  1
   7  8.9162114e-01 5.58e+00 7.78e+03  -4.0 3.53e+01    -  2.26e-02 8.76e-03h  1
   8  1.0576130e+00 5.33e+00 8.91e+03   1.9 7.06e+01    -  2.50e-02 4.35e-02f  1
   9  1.1434515e+00 5.17e+00 1.29e+04  -4.0 3.84e+01    -  7.26e-02 2.96e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  1.1700610e+00 5.10e+00 1.48e+04   2.4 9.09e+01    -  2.24e-02 1.30e-02f  1
  11  1.6179189e+00 4.66e+00 2.53e+04  -4.0 5.71e+01    -  4.09e-02 8.27e-02h  1
  12  1.7337392e+00 4.56e+00 2.67e+04  -4.0 5.12e+01    -  5.29e-02 2.12e-02h  1
  13  2.5116913e+00 4.15e+00 3.39e+04   1.8 5.77e+01    -  1.35e-01 8.39e-02f  1
  14  2.9213074e+00 3.81e+00 3.58e+04   1.9 5.09e+01    -  1.16e-01 7.80e-02f  1
  15  3.8149104e+00 3.55e+00 4.31e+04   2.4 6.39e+01    -  1.89e-01 6.45e-02f  1
  16  5.3042801e+00 3.42e+00 6.89e+04   1.5 5.10e+01    -  1.66e-01 1.06e-01h  1
  17  7.6605808e+00 4.10e+00 1.02e+05   2.0 5.20e+01    -  1.82e-01 1.51e-01h  2
  18  1.0375711e+01 4.89e+00 1.15e+05   2.0 5.31e+01    -  5.26e-01 2.12e-01H  1
  19  1.2692946e+01 4.83e+00 1.25e+05   2.3 3.77e+01    -  4.86e-01 2.18e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  1.6763094e+01 4.31e+00 1.49e+05   2.5 4.72e+01    -  4.92e-01 2.98e-01f  1
  21  2.0382058e+01 4.05e+00 1.78e+05   2.2 2.58e+01    -  1.33e-01 5.23e-01h  1
  22  2.2682379e+01 2.66e+00 2.03e+05   1.6 2.10e+01    -  7.26e-01 4.52e-01h  1
  23  2.5276990e+01 1.72e+00 2.07e+05   1.6 1.85e+01    -  7.00e-01 5.64e-01h  1
  24  2.5506932e+01 8.05e-01 1.56e+05   1.4 7.92e+00    -  6.71e-01 5.03e-01h  1
  25  2.4906763e+01 2.22e+00 4.99e+04   1.5 1.15e+01    -  7.86e-01 1.00e+00f  1
  26  2.4455793e+01 2.56e+00 5.83e+04   1.8 7.76e+00    -  9.65e-01 9.73e-01f  1
  27  2.3516416e+01 1.65e-01 1.25e+04   1.2 3.63e+00    -  1.00e+00 1.00e+00f  1
  28  2.3558104e+01 6.81e-02 8.11e+03   1.0 2.40e+00    -  1.00e+00 1.00e+00f  1
  29  2.3625457e+01 1.87e-02 5.48e+03   0.1 1.27e+00    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30  2.3725318e+01 1.25e-02 6.34e+03   0.1 1.64e+00    -  8.75e-01 1.00e+00H  1
  31  2.3636537e+01 8.47e-03 3.10e+03  -0.7 8.64e-01    -  1.00e+00 1.00e+00h  1
  32  2.3597023e+01 7.07e-03 1.22e+03  -1.5 8.58e-01    -  1.00e+00 1.00e+00h  1
  33  2.3579686e+01 9.24e-04 4.44e+02  -2.3 2.76e-01    -  1.00e+00 1.00e+00h  1
  34  2.3554085e+01 4.21e-04 8.13e+01  -2.3 1.33e-01    -  1.00e+00 1.00e+00h  1
  35  2.3504021e+01 6.98e-04 5.93e+01  -2.7 9.27e-02    -  1.00e+00 1.00e+00h  1
  36  2.3264731e+01 1.00e-02 2.49e+02  -2.4 5.23e-01    -  1.00e+00 9.26e-01f  1
  37  2.3162150e+01 6.96e-03 1.28e+02  -3.1 4.63e-01    -  1.00e+00 4.17e-01h  1
  38  2.3064591e+01 4.14e-03 2.57e+02  -3.5 3.97e-01    -  1.00e+00 4.60e-01h  1
  39  2.3062989e+01 7.50e-05 6.15e-01  -2.6 2.27e-02    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  40  2.3054489e+01 8.94e-06 3.73e-02  -4.0 1.59e-02    -  1.00e+00 1.00e+00h  1
  41  2.3045178e+01 1.29e-05 3.84e-02  -4.0 1.81e-02    -  1.00e+00 1.00e+00h  1
  42  2.3038596e+01 8.71e-06 4.74e-01  -4.0 1.68e-02    -  1.00e+00 7.49e-01h  1
  43  2.3030519e+01 8.38e-06 1.77e-02  -4.0 1.57e-02    -  1.00e+00 1.00e+00h  1
  44  2.3024027e+01 3.78e-06 3.55e-01  -4.0 1.42e-02    -  1.00e+00 8.95e-01h  1
  45  2.3017100e+01 3.98e-06 1.37e-02  -4.0 1.38e-02    -  1.00e+00 1.00e+00h  1
  46  2.3010077e+01 4.50e-06 2.25e-02  -4.0 1.39e-02    -  1.00e+00 1.00e+00h  1
  47  2.3003101e+01 5.13e-06 5.88e-02  -4.0 1.39e-02    -  1.00e+00 1.00e+00h  1
  48  2.2996201e+01 3.50e-06 1.41e-01  -4.0 1.39e-02    -  1.00e+00 1.00e+00h  1
  49  2.2345200e+01 5.52e-02 1.01e+02  -2.0 4.22e+02    -  7.91e-02 3.89e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  50  1.9260489e+01 1.20e+00 3.47e+02  -1.3 4.54e+02    -  5.38e-01 2.23e-02f  1
  51  1.7201019e+01 1.23e+00 2.80e+02  -2.0 1.74e+01    -  2.10e-01 3.28e-01h  1
  52  1.5997383e+01 1.37e+00 1.35e+02  -1.4 1.22e+01    -  7.84e-01 6.28e-01h  1
  53  1.4674991e+01 3.72e-01 1.42e+02  -1.6 6.10e+00    -  1.00e+00 1.00e+00h  1
  54  1.5764817e+01 5.70e-01 7.43e+01  -1.3 3.93e+00    -  1.00e+00 1.00e+00h  1
  55  1.5824410e+01 2.44e-01 6.62e+01  -1.4 4.17e+00    -  1.00e+00 9.10e-01h  1
