This is Ipopt version 3.14.19, running with linear solver MUMPS 5.8.2.

Number of nonzeros in equality constraint Jacobian...:   566581
Number of nonzeros in inequality constraint Jacobian.:     2432
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:     1851
                     variables with only lower bounds:        0
                variables with lower and upper bounds:      392
                     variables with only upper bounds:        0
Total number of equality constraints.................:     1782
Total number of inequality constraints...............:      265
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:      265

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  3.7977134e-02 7.62e+00 1.00e+00   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  3.7895832e-02 7.55e+00 1.54e+02  -0.2 9.13e+00    -  7.28e-01 9.77e-03h  1
   2  5.8745098e-02 7.33e+00 9.96e+03   1.3 6.65e+01    -  2.50e-01 2.81e-02h  1
   3  1.2757218e-01 7.15e+00 1.38e+04   1.9 8.34e+01    -  8.07e-02 2.43e-02f  1
   4  1.7683723e-01 7.05e+00 1.68e+04  -4.0 5.79e+01    -  4.00e-02 1.39e-02h  1
   5  4.1109681e-01 6.78e+00 1.91e+04   1.6 8.97e+01    -  5.78e-02 3.76e-02h  1
   6  1.7222987e+00 6.23e+00 1.24e+04   2.5 9.89e+01    -  3.28e-02 7.45e-02f  1
   7  2.0077653e+00 5.68e+00 2.59e+04   2.3 6.42e+01    -  1.70e-01 8.23e-02f  1
   8  3.5427740e+00 5.91e+00 4.47e+04   2.8 1.08e+02    -  1.93e-01 1.11e-01f  1
   9  4.8630237e+00 5.60e+00 1.12e+05   2.8 5.55e+01    -  2.10e-01 1.69e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  5.1904753e+00 4.60e+00 6.61e+04   2.8 4.50e+01    -  3.88e-01 9.79e-02f  1
  11  8.6449000e+00 6.72e+00 1.79e+05   2.6 4.52e+01    -  4.97e-01 3.11e-01h  1
  12  1.4224708e+01 5.94e+00 6.69e+05   2.8 6.20e+01    -  3.71e-01 2.70e-01H  1
  13  1.6270662e+01 4.88e+00 1.04e+06   2.8 4.31e+01    -  3.90e-01 3.00e-01h  1
  14  1.8654476e+01 3.74e+00 9.84e+05   2.8 4.00e+01    -  5.20e-01 3.36e-01h  1
  15  2.0363227e+01 3.12e+00 1.62e+06   2.8 2.52e+01    -  7.66e-01 4.85e-01h  1
  16  2.2620084e+01 2.03e+00 1.68e+06   2.8 2.35e+01    -  8.12e-01 5.52e-01f  1
  17  2.5314550e+01 3.31e+00 1.67e+06   2.8 2.54e+01    -  8.76e-01 6.64e-01f  1
  18  2.5818415e+01 1.35e+00 1.35e+06   2.7 1.19e+01    -  6.05e-01 8.42e-01f  1
  19  2.4728536e+01 5.65e-01 7.18e+05   2.3 8.95e+00    -  1.00e+00 8.56e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  2.3817354e+01 3.80e-01 2.78e+05   2.3 5.81e+00    -  1.00e+00 1.00e+00f  1
  21  2.3078689e+01 1.07e-01 1.64e+05   1.8 3.25e+00    -  1.00e+00 1.00e+00h  1
  22  2.2899115e+01 3.26e-02 8.71e+04   1.2 1.84e+00    -  1.00e+00 1.00e+00h  1
  23  2.2933246e+01 8.87e-03 3.34e+04   1.0 6.51e-01    -  1.00e+00 1.00e+00f  1
  24  2.3128312e+01 1.30e-02 5.78e+04   1.3 9.51e-01    -  1.00e+00 1.00e+00f  1
  25  2.3051108e+01 5.48e-03 4.28e+04   1.2 6.23e-01    -  1.00e+00 1.00e+00f  1
  26  2.2965720e+01 1.28e-03 1.45e+04   0.5 3.19e-01    -  1.00e+00 1.00e+00h  1
  27  2.2988384e+01 9.76e-04 1.22e+04  -0.4 2.90e-01    -  1.00e+00 1.00e+00h  1
  28  2.3037126e+01 1.82e-03 9.97e+03   0.9 2.62e-01    -  1.00e+00 1.00e+00f  1
  29  2.3008817e+01 2.19e-03 1.47e+04   0.8 1.89e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30  2.2962362e+01 1.45e-02 4.57e+04   0.8 5.26e-01    -  1.00e+00 1.00e+00f  1
  31  2.2906430e+01 1.71e-03 1.07e+05   0.0 8.37e-01    -  1.00e+00 1.00e+00H  1
  32  2.2968823e+01 5.58e-04 1.30e+04  -0.4 6.85e-01    -  1.00e+00 1.00e+00H  1
  33  2.2958303e+01 1.58e-04 2.15e+04  -1.0 4.56e-01    -  1.00e+00 1.00e+00H  1
  34  2.2968219e+01 7.95e-05 3.37e+03  -1.6 3.12e-01    -  1.00e+00 1.00e+00H  1
  35  2.2965695e+01 4.16e-05 3.38e+03  -3.1 4.19e-02    -  1.00e+00 1.00e+00h  1
  36  2.2966611e+01 1.06e-05 2.12e+03  -4.0 2.55e-02    -  1.00e+00 1.00e+00h  1
  37  2.2966173e+01 1.05e-05 1.95e+03  -4.0 1.42e-02    -  1.00e+00 1.00e+00h  1
  38  2.2964869e+01 3.81e-05 4.13e+03  -4.0 1.36e-02    -  1.00e+00 1.00e+00h  1
  39  2.2944215e+01 1.28e-02 7.60e+04  -2.7 5.45e+00    -  1.00e+00 4.55e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  40  2.2929748e+01 1.87e-02 1.23e+05  -2.8 1.25e+01    -  5.42e-02 1.25e-02h  1
  41  2.2927270e+01 2.05e-02 1.31e+05  -2.8 2.61e+01    -  3.98e-02 1.11e-02h  2
  42  2.2928206e+01 7.97e-04 7.76e+04  -2.8 2.28e-01    -  1.16e-01 1.00e+00h  1
  43  2.2927875e+01 7.37e-04 7.11e+04  -3.8 8.39e-02    -  1.00e+00 8.43e-02h  1
  44  2.2927799e+01 7.36e-04 6.93e+04  -4.0 4.09e-01    -  1.00e+00 3.25e-02h  3
  45r 2.2927799e+01 7.36e-04 1.00e+03  -2.8 0.00e+00    -  0.00e+00 2.85e-07R 16
  46r 2.2927770e+01 1.89e-04 2.10e+02  -1.8 3.24e-01    -  1.00e+00 2.25e-03f  1
  47  2.2850098e+01 2.84e-04 2.73e+02  -4.0 2.39e+01    -  1.50e-01 7.60e-03f  1
