This is Ipopt version 3.14.19, running with linear solver MUMPS 5.8.2.

Number of nonzeros in equality constraint Jacobian...:   350253
Number of nonzeros in inequality constraint Jacobian.:     1472
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:     1175
                     variables with only lower bounds:        0
                variables with lower and upper bounds:      248
                     variables with only upper bounds:        0
Total number of equality constraints.................:     1134
Total number of inequality constraints...............:      169
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:      169

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  8.4183716e-02 6.98e+00 1.00e+00   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  8.4045519e-02 6.92e+00 1.71e+01  -1.5 1.25e+01    -  1.43e-01 8.44e-03h  1
   2  8.3973439e-02 6.91e+00 1.59e+02  -4.0 2.03e+01    -  1.38e-02 1.54e-03h  1
   3  8.4670487e-02 6.89e+00 4.45e+02   1.8 1.50e+02    -  1.53e-02 2.44e-03f  1
   4  9.7191230e-02 6.83e+00 4.14e+03   1.9 1.26e+02    -  5.48e-02 8.85e-03h  1
   5  1.9638482e-01 6.72e+00 3.97e+04   2.6 2.02e+02    -  1.63e-01 1.29e-02f  1
   6  3.2553822e-01 6.60e+00 4.88e+04   2.9 1.26e+02    -  3.12e-02 1.66e-02h  1
   7  4.6616432e-01 6.47e+00 1.14e+05   2.8 9.86e+01    -  1.15e-01 1.77e-02h  1
   8  5.1656257e-01 6.38e+00 1.68e+05   2.9 1.27e+02    -  3.05e-02 1.13e-02h  1
   9  6.3056695e-01 6.20e+00 1.79e+05   2.9 1.43e+02    -  2.20e-02 1.74e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  7.0794028e-01 6.12e+00 2.22e+05  -3.8 1.09e+02    -  2.44e-02 1.06e-02h  1
  11  8.2141362e-01 6.02e+00 2.49e+05   2.9 1.20e+02    -  1.60e-02 1.22e-02h  1
  12  9.2859886e-01 5.91e+00 5.92e+05   2.9 1.05e+02    -  8.69e-02 1.56e-02h  1
  13  1.0759124e+00 5.76e+00 5.56e+05   2.9 1.13e+02    -  1.61e-02 2.06e-02h  1
  14  1.1466118e+00 5.69e+00 6.84e+05   1.5 1.07e+02    -  3.81e-02 1.17e-02h  1
  15  1.1773803e+00 5.63e+00 7.19e+05   2.4 8.49e+01    -  1.29e-02 9.96e-03h  1
