epsilon,fidelity
-0.02,0.7256914982261174
-0.0196,0.7371876748252859
-0.0192,0.7482772408594919
-0.0188,0.7589580183245852
-0.0184,0.7692291217077272
-0.018,0.779090907216927
-0.0176,0.7885449299103995
-0.0172,0.7975938782875747
-0.0168,0.8062415218783726
-0.0164,0.8144926486700068
-0.016,0.8223529988437923
-0.0156,0.8298292023570633
-0.0152,0.8369287082466543
-0.0148,0.8436597171093707
-0.0144,0.8500311089061651
-0.014,0.8560523753076386
-0.0136,0.8617335461745851
-0.0132,0.8670851212640407
-0.0128,0.8721179977415761
-0.0124,0.8768434018825271
-0.012,0.8812728186997179
-0.0116,0.8854179265071231
-0.0112,0.8892905305938562
-0.0108,0.8929024963119454
-0.0104,0.8962656895008257
-0.01,0.8993919138951457
-0.0096,0.9022928537719712
-0.0092,0.9049800168318514
-0.0088,0.9074646811143747
-0.0084,0.9097578433423504
-0.008,0.9118701695792594
-0.0076,0.9138119488727207
-0.0072,0.915593050604267
-0.0068,0.9172228842795831
-0.0064,0.9187103567888315
-0.006,0.9200638426670578
-0.0056,0.9212911475362693
-0.0052,0.9223994779604167
-0.0048,0.9233954174435953
-0.0044,0.9242848965728598
-0.004,0.9250731746876943
-0.0036,0.9257648188907389
-0.0032,0.9263636871669778
-0.0028,0.9268729149531413
-0.0024,0.9272949023881285
-0.002,0.9276313059849778
-0.0016,0.9278830328766622
-0.0012,0.9280502348053602
-0.0008,0.9281323077524988
-0.0004,0.9281278947235193
0.0,0.928034887448093
0.0004,0.9278504329548667
0.0008,0.9275709443171021
0.0012,0.9271921102997815
0.0016,0.9267089096479743
0.002,0.9261156299885039
0.0024,0.9254058855136779
0.0028,0.9245726387922075
0.0032,0.9236082282131161
0.0036,0.9225043927392614
0.004,0.9212523052265935
0.0044,0.9198426031892413
0.0048,0.9182654266635462
0.0052,0.9165104561081283
0.0056,0.9145669542425675
0.006,0.9124238108590791
0.0064,0.910069588919112
0.0068,0.9074925744142374
0.0072,0.9046808303176531
0.0076,0.9016222495860263
0.008,0.8983046126375822
0.0084,0.8947156484097889
0.0088,0.8908430945889583
0.0092,0.886674762378923
0.0096,0.882198602004957
0.01,0.8774027707311712
0.0104,0.8722757003990167
0.0108,0.8668061681485543
0.0112,0.8609833685683366
0.0116,0.8547969838437735
0.012,0.8482372571387264
0.0124,0.8412950640066
0.0128,0.8339619850264369
0.0132,0.82623037645386
0.0136,0.8180934412376231
0.014,0.8095452983322778
0.0144,0.8005810491023777
0.0148,0.7911968420427158
0.0152,0.7813899377286344
0.0156,0.7711587651058247
0.016,0.7605029803060739
0.0164,0.7494235170103924
0.0168,0.7379226358290241
0.0172,0.7260039671703998
0.0176,0.7136725493746604
0.018,0.7009348608326208
0.0184,0.6877988507084194
0.0188,0.6742739526077981
0.0192,0.6603711072732471
0.0196,0.6461027647404145
0.02,0.6314828839738647
