time_ns,u_X1,u_Y1,u_X2,u_Y2,du_X1,du_Y1,du_X2,du_Y2
0,0,0,0,0,0,0,0,0
10.83333333,-0.02166015081,-0.01449035788,0.02509514381,0.01419216424,-0.02150160421,0.002923538769,0.02607130261,-0.003532216141
21.66666667,-0.005865101644,-0.00560384934,0.01117989038,0.001014672156,-0.007777226644,-0.02358411114,0.008489936375,0.02194011838
32.5,-0.03003004101,0.02588329582,0.004054873148,-0.0001205269961,0.02045159158,0.01754077783,-0.001390249186,0.02880472979
43.33333333,0.01961160196,-0.01394595098,0.03061142707,-0.02997234167,-0.02111840418,-0.02103810847,-0.02026900925,-0.01046482299
54.16666667,-0.01224960892,-0.02000859397,-0.01055444683,-0.03220481723,-0.01574849746,-0.001107717045,-0.01864022146,0.006429099231
65,0.008645567754,0.0009060840002,-0.0134813008,0.02425807885,-0.001099063081,-0.02543004537,0.01279304878,0.01082455162
75.83333333,0.004652024534,-0.002739064391,0.03556342367,0.01361026786,0.003426255926,-0.01519377338,0.007602245388,-0.02154396869
86.66666667,-0.01402270323,0.007653615046,0.01532259051,-0.03891445598,0.01316205755,0.008843004573,-0.01998736282,-0.01331821015
97.5,-0.01498665954,-0.01730764849,-0.03302007555,-0.01128714779,-0.02278470885,0.005594629056,-0.00884204891,0.01449648472
108.3333333,0.01715588116,0.01562998104,-0.009039856888,0.04228916216,0.01097207544,-0.02535663924,0.02201184805,0.005638179596
119.1666667,0.007094298528,0.02641717333,0.04591057973,0.007958487057,0.04135518002,0.01600585712,0.004421509887,-0.02217381585
130,-0.005012669885,0.003321993305,-0.01204495119,-0.04663668019,0.01388369066,0.04700124031,-0.02233241672,0.008341205784
140.8333333,0.005473594184,-0.005358561543,-0.05276220226,0.00569682761,-0.005030582362,0.03254851091,0.0001223686738,0.03021204609
151.6666667,0.01476013207,-0.01038734075,-0.008142794787,0.0442421838,-0.004601728903,0.01632976777,0.0145040586,0.002290929153
162.5,0.003374105062,-0.008862613247,0.001490488264,3.818585722e-05,0.006072245796,0.02200273102,-0.02927325618,0.009636878559
173.3333333,-0.0002524675215,-0.03104341921,0.006869662415,0.001543619481,-0.02294470515,0.01282798621,-0.02371941775,-0.002549032739
184.1666667,0.0234738597,0.01097506681,0.01521154329,0.02639929913,0.02693408742,-0.024395805,0.005641985492,-0.005427855167
195,0.009164973444,0.00378209974,0.02838454905,-0.005447992229,0.03379515388,2.234172867e-05,-0.01071456583,-0.02132358449
205.8333333,-0.01112332907,0.005703740478,-0.02607111355,-0.00083997859,0.02622881975,0.02747704514,-0.007579054863,0.01886142525
216.6666667,0.02456226844,-0.01491086013,0.01184172858,0.0450306611,-0.0001226747797,-0.01519827137,0.03171289073,-0.01005320736
227.5,-0.02857458994,0.001069072301,0.01846864587,-0.0003261521361,0.009772055937,0.02598824538,0.00105095508,-0.004660192026
238.3333333,0.009107704425,0.0300666914,-0.01252860572,0.001383493408,0.02651331288,-0.007423557648,0.005335267855,0.02107548696
249.1666667,0,0,0,0,0,0,0,0
