time_ns,u_X1,u_Y1,u_X2,u_Y2,du_X1,du_Y1,du_X2,du_Y2
0,0,0,0,0,0,0,0,0
10.83333333,0.01583023841,-0.01202061762,0.02167570358,-0.05504141192,-0.03140997661,0.001153711879,0.0396189782,-0.0163819972
21.66666667,0.008631505425,-0.03746440242,0.00561675463,-0.02220401847,-0.002332865109,0.001736442377,0.0405950578,-0.03652258185
32.5,-0.02313121192,-0.02792388336,-0.02024756663,-0.009181135071,0.02338600669,-0.01419853466,0.03029029816,-0.04008235179
43.33333333,-0.02296291756,-0.003499211306,-0.04937306451,-0.01758849433,0.0131926489,-0.01951587646,0.01901634161,-0.04796508666
54.16666667,-0.01502419455,-0.04257238585,-0.05993244073,-0.001174307562,0.00116130427,-0.01206035245,-0.002377115171,-0.05625627749
65,-0.04177244884,-0.04953551337,-0.03731526403,0.004690506289,-0.01767531576,-0.01811160062,-0.02950104319,-0.05036753297
75.83333333,-0.02302440372,-0.02946657069,-0.01121796963,0.003720807052,-0.03965694485,-0.02660744631,-0.03813865726,-0.02705178686
86.66666667,0.01971672927,-0.005081592064,0.01854478106,0.01599318486,-0.0371515955,-0.01405355734,-0.02977671375,-0.001671258726
97.5,0.0423498844,0.03128133414,0.04701288537,0.03321436743,0.02977596546,0.002250433831,-0.02230027934,0.02089095934
108.3333333,0.000446308918,0.05462453838,0.0600491705,0.01764575958,0.04602109926,0.001429682508,-0.004688600385,0.03846991905
119.1666667,0.04067702432,0.05924721831,0.04444828462,0.01413269413,0.03138312571,0.0055072483,0.01417585211,0.03738666634
130,0.003838533494,0.0441501274,0.03208225403,0.01250827266,0.05182442529,0.02869734703,0.0317329484,0.03686808206
140.8333333,-0.006647092951,-0.001267584419,0.01711141069,-0.01836946706,0.05329192229,0.04275348771,0.04587202829,0.02784920328
151.6666667,-0.02680576774,-0.003727550217,0.001647651768,-0.05123107647,0.03466012727,0.02063607783,0.04746304263,-0.005456818305
162.5,-0.0240452377,0.0276123389,0.02379209815,-0.02007728221,-0.01298307427,0.002921394925,0.03119076544,-0.03008889407
173.3333333,0.03347696617,0.04930865237,0.02768225057,-0.005036060121,-0.01948991711,0.007423234142,0.02365943037,-0.02972827268
184.1666667,0.03510380568,0.006757355795,0.01882693012,0.006585328813,0.005683946672,-0.003011730183,0.02012533201,-0.01798356519
195,0.01020371292,-0.01677753641,0.03593444122,0.01321848415,-0.001648715995,-0.02292680881,0.01826834014,-0.002255389781
205.8333333,-0.03094326537,-0.04273506472,0.03979637855,0.001014328677,-0.01311551394,-0.02817230034,0.02182002265,0.008192378858
216.6666667,-0.05177722842,-0.009905648054,0.02526880263,-0.04119738016,-0.02185970689,-0.04538758698,0.02773634472,-0.008552454335
227.5,-0.01168982436,0.03444197548,0.01876813339,-0.00875019133,-0.03245284634,-0.02287369526,0.01826533219,-0.03608011701
238.3333333,0.03417654772,-0.04930231972,0.02489299848,0.03952658239,0.01099116005,-0.006242315676,-0.0004151736491,-0.01830223352
249.1666667,0,0,0,0,0,0,0,0
