This is Ipopt version 3.14.19, running with linear solver MUMPS 5.8.1.

Number of nonzeros in equality constraint Jacobian...:     9816
Number of nonzeros in inequality constraint Jacobian.:        8
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:     1388
                     variables with only lower bounds:        0
                variables with lower and upper bounds:      396
                     variables with only upper bounds:        0
Total number of equality constraints.................:     1287
Total number of inequality constraints...............:        1
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:        1

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  5.6167206e-01 1.34e+00 7.07e+01   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  2.1825593e+02 8.15e-01 2.51e+02  -0.2 1.55e+00    -  9.95e-03 1.00e+00h  1
   2  1.0754016e+02 4.68e-01 1.04e+02  -0.3 7.80e-01    -  9.96e-01 1.00e+00f  1
   3  2.5707545e+01 2.86e-01 7.69e+01  -0.3 1.85e+00    -  9.64e-01 4.61e-01f  1
   4  2.6037571e+01 2.74e-01 4.29e+01   0.0 9.77e-01    -  8.14e-01 7.32e-01f  1
   5  1.0543400e+01 3.22e-01 6.30e+01  -0.1 8.05e-01    -  8.94e-01 1.00e+00f  1
   6  9.4071442e+00 3.07e-01 3.59e+01  -0.1 6.72e-01    -  8.49e-01 1.00e+00f  1
   7  7.9674332e+00 1.06e-01 7.67e+00  -0.5 5.03e-01    -  9.95e-01 1.00e+00f  1
   8  7.2194870e+00 8.34e-02 2.34e+00  -0.8 4.43e-01    -  9.02e-01 1.00e+00f  1
   9  6.2783706e-01 9.07e-03 1.85e-01  -1.7 1.48e-01    -  9.90e-01 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  6.1949816e-02 1.38e-01 1.41e+02  -2.3 5.07e-01    -  1.00e+00 1.00e+00h  1
  11  1.3467186e-01 2.56e-01 5.54e+01  -0.6 2.41e+00    -  4.98e-01 2.20e-01f  2
  12  2.1771567e-01 6.31e-02 4.58e+01  -1.0 3.32e-01    -  1.00e+00 1.00e+00h  1
  13  1.3918693e-01 9.00e-03 2.48e+01  -2.1 1.73e-01    -  1.00e+00 1.00e+00h  1
  14  2.1953715e-02 4.55e-02 1.30e+02  -2.8 5.07e-01    -  1.00e+00 7.18e-01h  1
  15  1.1002932e-01 1.22e-01 6.93e+01  -1.2 4.12e-01    -  1.00e+00 1.00e+00f  1
  16  7.5577864e-02 2.90e-02 2.02e+01  -1.3 3.92e-01    -  1.00e+00 1.00e+00h  1
  17  3.8908646e-02 8.69e-03 4.28e+01  -2.3 1.08e-01    -  1.00e+00 1.00e+00h  1
  18  1.5110178e-02 8.24e-03 1.14e+02  -3.4 1.31e-01    -  1.00e+00 4.49e-01h  1
  19  1.6243668e-02 3.67e-03 6.96e+01  -1.7 6.88e-02    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  7.2873417e-03 3.27e-03 6.63e+01  -2.9 6.87e-02    -  1.00e+00 1.00e+00h  1
  21  6.9804530e-03 3.10e-03 7.62e+01  -3.8 1.28e-01    -  1.00e+00 5.09e-02h  3
  22  5.3480824e-03 2.98e-03 7.07e+01  -3.3 9.12e-02    -  1.00e+00 1.00e+00h  1
  23  7.0781458e-03 3.38e-03 7.06e+01  -3.5 5.07e-01    -  1.00e+00 1.25e-01h  4
  24  5.7585696e-03 1.57e-03 6.95e+01  -3.6 4.86e-02    -  1.00e+00 1.00e+00h  1
  25  5.2498570e-03 1.30e-03 6.95e+01  -4.0 1.52e-01    -  1.00e+00 1.25e-01h  4
  26  5.4702382e-03 1.26e-03 7.20e+01  -4.0 4.02e-01    -  1.00e+00 1.23e-02h  6
  27  5.2540427e-03 8.60e-04 7.12e+01  -4.0 3.00e-02    -  1.00e+00 1.00e+00h  1
  28  5.1201840e-03 1.04e-02 7.01e+01  -4.1 1.17e-01    -  1.00e+00 1.00e+00h  1
  29  5.0013716e-03 1.00e-02 7.01e+01  -3.7 1.52e+00    -  1.00e+00 3.39e-02h  5
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30  4.6075039e-03 9.88e-03 6.99e+01  -3.5 1.39e+00    -  1.00e+00 1.25e-01h  4
  31  4.2848761e-03 1.14e-02 7.17e+01  -3.7 4.64e-01    -  1.00e+00 2.50e-01h  3
  32  3.6415177e-03 1.60e-02 7.19e+01  -3.4 1.28e+00    -  1.00e+00 8.60e-02h  4
  33  3.3967562e-03 1.45e-02 6.95e+01  -3.4 8.47e-01    -  1.00e+00 6.25e-02h  5
  34  1.0546049e-02 1.15e-02 7.18e+01  -3.9 2.44e-01    -  1.00e+00 1.00e+00H  1
  35  3.4640999e-03 2.16e-02 7.00e+01  -4.0 2.82e-01    -  1.00e+00 1.00e+00h  1
  36  3.1135505e-03 2.03e-02 7.15e+01  -4.0 5.83e-01    -  1.00e+00 2.50e-01h  3
  37  3.3118023e-03 1.64e-02 7.14e+01  -4.0 2.97e-01    -  1.00e+00 5.00e-01h  2
  38  2.3268730e-03 1.25e-02 7.00e+01  -4.0 1.17e-01    -  1.00e+00 1.00e+00h  1
  39  2.5092843e-03 3.12e-03 7.14e+01  -4.0 6.89e-02    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  40  2.3748654e-03 3.10e-03 7.00e+01  -4.0 2.65e-01    -  1.00e+00 1.25e-01h  4
  41  1.7542988e-03 1.30e-03 7.14e+01  -4.0 4.03e-02    -  1.00e+00 1.00e+00h  1
  42  1.5634562e-03 4.79e-04 7.00e+01  -4.0 3.25e-02    -  1.00e+00 1.00e+00h  1
  43  1.4841361e-03 4.62e-04 7.14e+01  -4.0 3.11e-02    -  1.00e+00 1.00e+00h  1
  44  1.4616431e-03 1.15e-03 7.14e+01  -4.0 2.95e-01    -  1.00e+00 1.25e-01h  4
  45  1.4589098e-03 1.12e-03 7.00e+01  -4.0 4.31e-01    -  1.00e+00 6.25e-02h  5
  46  1.4233853e-03 7.38e-03 7.01e+01  -4.1 9.35e-01    -  1.00e+00 1.25e-01h  4
  47  1.4071666e-03 6.85e-03 7.01e+01  -4.0 1.60e+00    -  1.00e+00 2.80e-02h  6
  48  1.6974908e-03 3.11e-03 7.14e+01  -4.0 6.59e-02    -  1.00e+00 1.00e+00h  1
  49  1.4635415e-03 2.91e-03 7.00e+01  -4.1 1.66e-01    -  1.00e+00 2.50e-01h  3
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  50  1.4323246e-03 4.87e-03 7.12e+01  -4.1 8.76e-02    -  1.00e+00 1.00e+00h  1
  51  1.6082295e-03 1.25e-02 7.00e+01  -4.0 1.18e-01    -  1.00e+00 1.00e+00h  1
  52  1.6197843e-03 1.15e-02 7.14e+01  -4.1 3.80e-01    -  1.00e+00 6.25e-02h  5
  53  1.4270756e-03 5.42e-03 7.13e+01  -4.1 1.71e-01    -  1.00e+00 1.00e+00h  1
  54  9.6982036e-04 6.21e-04 7.00e+01  -4.0 1.05e-01    -  1.00e+00 1.00e+00h  1
  55  1.0573830e-03 1.00e-03 7.14e+01  -4.0 4.24e-02    -  1.00e+00 1.00e+00H  1
  56  9.9070467e-04 3.09e-04 7.00e+01  -4.0 2.88e-02    -  1.00e+00 1.00e+00h  1
  57  9.3481735e-04 3.04e-04 7.14e+01  -4.0 6.96e-02    -  1.00e+00 2.50e-01h  3
  58  9.3046123e-04 8.49e-04 7.14e+01  -4.0 3.71e-01    -  1.00e+00 6.25e-02h  5
  59  9.2695995e-04 8.73e-04 7.00e+01  -4.1 4.34e-01    -  1.00e+00 3.12e-02h  6
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  60  8.8270201e-04 6.19e-04 7.00e+01  -4.1 1.02e-01    -  1.00e+00 2.50e-01h  3
  61  8.7522911e-04 6.19e-04 7.00e+01  -4.0 5.36e-01    -  1.00e+00 3.12e-02h  6
  62  8.3936928e-04 6.43e-04 7.14e+01  -4.0 8.79e-01    -  1.00e+00 3.12e-02h  6
  63  8.3897389e-04 1.08e-03 7.00e+01  -4.0 1.31e+00    -  1.00e+00 3.12e-02h  6
  64  7.6045777e-04 1.69e-03 7.00e+01  -4.1 7.05e-01    -  1.00e+00 6.25e-02h  5
  65  9.2531493e-04 2.20e-03 7.14e+01  -4.0 1.04e-01    -  1.00e+00 1.00e+00H  1
  66  2.6903537e-03 2.60e-03 7.01e+01  -4.1 2.65e-01    -  1.00e+00 1.00e+00H  1
  67  6.3667834e-04 2.27e-03 7.13e+01  -4.1 2.25e-01    -  1.00e+00 1.00e+00h  1
