epsilon,def_piccolo,tog_piccolo,var_piccolo,def_qt_unfilt,tog_qt_unfilt,var_qt_unfilt,def_qt_filt,tog_qt_filt,var_qt_filt
-0.03,0.007775365056975941,0.24538466236330905,0.8589238591613436,0.08817729870198714,0.4951359857255969,0.926806476732376,0.12785977741476576,0.5190440216075911,0.9245081276131515
-0.0294,1.494657347294065e-5,0.27598124109657163,0.8673992432218843,0.0037434092039876354,0.5253235451821406,0.9313335910823648,0.03458531892530489,0.5496473619257829,0.9293109119106435
-0.0288,0.009229679435912108,0.30622502361700427,0.8756922243438666,0.09600095668277286,0.5531188852280933,0.9358307752469771,0.059259708781777956,0.5778234010102455,0.9341018086048906
-0.0282,0.035081894848832965,0.33589586930079396,0.8837773665258798,0.18733912872132963,0.5792808728213422,0.9400135430130812,0.15258207632673168,0.6038578674377516,0.9385821725498973
-0.0276,0.07641929799776673,0.36483204111160455,0.8916303640617652,0.27642957932733636,0.6041254915069965,0.9441440911571685,0.24421780793632364,0.6278315652346226,0.9430351969865827
-0.027,0.13133646942396174,0.3929260633139177,0.8992286281308435,0.36234595876786685,0.627090310170032,0.9482659684486907,0.3329739514460636,0.6500512506907327,0.947360119733109
-0.0264,0.19727299909158189,0.42011921768210403,0.9065517811148428,0.4441891445421716,0.6485380290267162,0.9520934020741002,0.41778893041750176,0.670332030266496,0.9513942264523647
-0.0258,0.27114288143595006,0.4463950835602355,0.913582054465383,0.5207088037939536,0.6684289104658424,0.9559362552262107,0.4975977925775925,0.6891086886350881,0.955396317007453
-0.0252,0.3494883075705998,0.47177249802797194,0.92030458833893,0.5910584682231554,0.6868192574856158,0.9592797239634863,0.5715189836231973,0.7064384477354446,0.9591095351984602
-0.0246,0.428649875511836,0.49629827100704116,0.9267076336054139,0.6545977197330834,0.7044974838334847,0.9625732887655033,0.6385878055223067,0.7226136821008664,0.9624976712681602
-0.024,0.5049445513357865,0.5200399412358367,0.9327826591472907,0.7105556493039347,0.7213720793229805,0.9657643668308673,0.6980348319815995,0.7375868633504195,0.9658917677488115
-0.0234,0.574842480821395,0.5430788071238893,0.9385243695251055,0.7581558858030234,0.7368443523024863,0.9688029094893409,0.7491768940022885,0.7516711124163566,0.968934370114704
-0.0228,0.6351339752046138,0.5655034154208072,0.9439306400252233,0.796812882864446,0.7518861678999618,0.971533769639837,0.7914245845295187,0.7648852686800625,0.9719448762156884
-0.0222,0.6830786550116742,0.5874036434166205,0.9490023777676466,0.8263807039968085,0.7659702989876442,0.9741173442250524,0.8242607470425899,0.7775134464575204,0.9746590923102735
-0.0216,0.7165297890037133,0.6088654691193167,0.953743318891467,0.8463342415269518,0.7803642337522885,0.976627310197761,0.8474416224505026,0.7895492243700848,0.9771981828301146
-0.021,0.7340282479058174,0.6299664896620087,0.9581597728218176,0.8566529624549656,0.7937293304187505,0.9788323104941354,0.8606979986548257,0.8011694317033284,0.9794945850054744
-0.0204,0.7348621258547768,0.6507722213100268,0.9622603252397989,0.8570640832387837,0.8065720985292706,0.9809375909720844,0.8638907295038211,0.812491787258717,0.9817243022779363
-0.0198,0.7190898761676588,0.6713331943283113,0.9660555116255326,0.8479285098512697,0.8192345540916066,0.982950782544703,0.8571419644760326,0.8234823035037206,0.9836956801212426
-0.0192,0.6875266656904545,0.6916828414992697,0.9695574731380373,0.8291379360690397,0.8316676729339441,0.984651204235796,0.8404983999509654,0.8343479081750063,0.9854364999886496
-0.0186,0.6416954762877989,0.7118361687330111,0.972779606159391,0.8010016841287042,0.8438139282327739,0.986295129725501,0.8142450815435331,0.8449344564570875,0.9871944876889536
-0.018,0.5837461799084798,0.7317891883060085,0.9757362161005544,0.7637879218874958,0.8553717213532495,0.9877939119800354,0.7787799108129049,0.8554696192049477,0.9886654012100454
-0.0174,0.5163473011531816,0.7515190881713067,0.9784421850845267,0.7184811279967815,0.8669132596129523,0.9891483285042886,0.7345655709507464,0.8658373620730249,0.9900816276982596
-0.0168,0.44255638778014716,0.7709851031147833,0.9809126619366061,0.6652076878886588,0.8780936911082843,0.9904270271396883,0.6821213484355091,0.8759605294603785,0.9913211746076697
-0.0162,0.36567578126940775,0.7901300442833629,0.9831627815706803,0.6045750443276949,0.8886309771339428,0.9915744276142151,0.6222164972124316,0.8861163297737478,0.9923979566752164
-0.0156,0.28910108175842436,0.8088824322618202,0.9852074194140252,0.5375310941707927,0.8991906784648327,0.9925847458677675,0.5555121284755786,0.8959092491805785,0.9934416363617431
-0.015,0.21616972017236008,0.8271591654245679,0.9870609850081232,0.4648370804717099,0.9093604523784689,0.9935242760133236,0.48278961404312754,0.9055973631309844,0.9943165683905854
-0.0144,0.15001679165714552,0.8448686402405075,0.9887372574042714,0.3871578416578728,0.9191756583781916,0.994339382464565,0.40490626118209994,0.9148117747541025,0.9950728661413836
-0.0138,0.09344469461877347,0.861914224498608,0.9902492634795775,0.3056421458291509,0.9283233587560118,0.9951220916492927,0.3228657608159667,0.9238682324593475,0.9958220835309074
-0.0132,0.048812202585842006,0.8781979693025044,0.9916091988671445,0.22072164296303848,0.9370680372956124,0.9957931301228772,0.23738224741064917,0.9325550012296568,0.9964490405211183
-0.0126,0.01794743031009676,0.8936244325814989,0.9928283898538929,0.13385018952463612,0.94520317385074,0.9964227325405037,0.14960965449197844,0.9407009986733319,0.9969797575728778
-0.012,0.0020878106907157618,0.9081044772204602,0.9939172933764501,0.0455488233639465,0.9529493170207398,0.9969750862463607,0.06033878742378182,0.9484450084996865,0.99752062389781
-0.0114,0.0018487519306428335,0.9215589020100448,0.9948855311601867,0.04305322068200887,0.9599389674891077,0.9974518863042365,0.02942892763998059,0.9557436350782724,0.9979359967690485
-0.0108,0.017221174085089053,0.9339217644524159,0.9957419531162786,0.13129148148249314,0.9663745046603256,0.9978677734405191,0.11891826399050617,0.9624160632630389,0.9983174521243452
-0.0102,0.047596708326075376,0.9451432616021035,0.9964947243479795,0.21825286616868103,0.9721879809395486,0.9982396313899868,0.20700604806016262,0.9685533169225661,0.9986349142343149
-0.0096,0.09181805235706512,0.9551920486622341,0.9971514295304016,0.30296713243109674,0.9773242849112462,0.9985924150870829,0.2931535064942337,0.9740391834301866,0.9989044066686487
-0.009,0.14825087336741408,0.9640568945581971,0.9977191880217097,0.38501191152620684,0.981872047295747,0.9988514305311249,0.3763697445111512,0.9789640847869951,0.9991430309533702
-0.0084,0.21487278495317608,0.9717475982391429,0.9982047728411851,0.46355701612958133,0.9857909758911114,0.9991004529987668,0.4560905410158705,0.983251043366399,0.9993488094261898
-0.0078,0.28937433090221515,0.9782951176512219,0.9986147266082528,0.537864633025879,0.9890576370314542,0.9993026093960442,0.5316649513636176,0.9869468842152362,0.999512927273332
-0.0072,0.3692666048098338,0.9837508935083211,0.9989554676723021,0.6076588550534232,0.9918626111269773,0.9994838997178468,0.6024582748648499,0.9900692015890642,0.9996262734698337
-0.0066,0.4519901217727868,0.9881853803124273,0.9992333799673703,0.6722667794192404,0.9940598498341365,0.9996119078459926,0.6681204575182971,0.9926435846801346,0.9997365743950437
-0.006,0.5350198225667161,0.9916858257023422,0.9994548805869115,0.7315146718844937,0.9958396419225835,0.9997205256937196,0.7281510367940579,0.9947143995786234,0.9998211425406692
-0.0054,0.615961602922905,0.9943533644607835,0.9996264596771982,0.7848039550401388,0.9971659099889465,0.9998125954926766,0.7823244106037365,0.9963324172834791,0.9998742669770087
-0.0048,0.6926364797175378,0.9962995140417122,0.9997546879761936,0.8321694761766946,0.9981410102488033,0.9998779212502122,0.830404869061082,0.9975363477352416,0.9999233037548628
-0.0042,0.7631493816102588,0.9976421734077549,0.9998461881570573,0.8735195510752766,0.998822556324732,0.9999281220658448,0.8723032499257661,0.998406976757382,0.9999531164348292
-0.0036,0.825940527343476,0.998501235962197,0.9999075670510466,0.9087872509325208,0.9992482966696575,0.999955111705561,0.907945220983463,0.9989902673612077,0.999970740188297
-0.003,0.8798183713542318,0.9989939306854242,0.9999453067993725,0.9379621282169671,0.9994981042825253,0.9999721432330531,0.9374635711341904,0.9993465899852474,0.9999854147074354
-0.0024,0.9239740952736116,0.9992300040832819,0.9999656139949624,0.9612602751886259,0.9996083683520944,0.9999843374256755,0.9609574457088118,0.9995463722901605,0.9999891907301633
-0.0018,0.957978551234238,0.9993068505695414,0.99997422690025,0.9787821870313553,0.9996565129239352,0.9999871919371294,0.978628340648227,0.9996311254539803,0.999989619685102
-0.0012,0.9817633717741949,0.9993046921541956,0.9999761818449787,0.9908447854042326,0.9996452117937003,0.9999881210740464,0.9908038086746953,0.9996587082857569,0.9999914544771811
-0.0006,0.9955886141651127,0.9992819017084505,0.9999755409003313,0.9977865230030721,0.9996374306390571,0.9999883672924859,0.9977872732697266,0.9996483563598484,0.9999898684469948
0.0,0.999999778134033,0.9992705595325637,0.9999750838764001,0.9999998492047886,0.9996359017865428,0.999989099373142,0.9999998373401906,0.9996383939286095,0.9999890923937658
0.0006,0.9957773113776927,0.9992723321349408,0.9999759685883036,0.9978983352467807,0.9996364207430508,0.9999878794348035,0.9978784740525781,0.9996300667350767,0.9999862146201188
0.0012,0.9838817956308566,0.9992547662616756,0.9999773641731942,0.9919247396899638,0.9996266624238587,0.9999878920745009,0.991902021250671,0.9996204134044886,0.9999830865479538
0.0018,0.9653978978869407,0.999148100867958,0.9999760630129833,0.9825612905489031,0.9995724415852096,0.9999893894272676,0.9825358650738585,0.9995774425331372,0.9999722589867688
0.0024,0.9414798978507183,0.9988427146753112,0.9999660775243823,0.9702599216071919,0.9994231414480788,0.9999835305420964,0.9703594487663669,0.9994497186898841,0.9999524928449661
