This is Ipopt version 3.14.19, running with linear solver MUMPS 5.8.1.

Number of nonzeros in equality constraint Jacobian...:     9816
Number of nonzeros in inequality constraint Jacobian.:        8
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:     1388
                     variables with only lower bounds:        0
                variables with lower and upper bounds:      396
                     variables with only upper bounds:        0
Total number of equality constraints.................:     1287
Total number of inequality constraints...............:        1
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:        1

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  5.7526878e-01 1.25e+00 7.07e+01   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  2.2311554e+02 7.25e-01 2.53e+02  -0.2 1.58e+00    -  9.90e-03 1.00e+00h  1
   2  1.0069077e+02 4.37e-01 1.05e+02  -0.5 7.43e-01    -  1.00e+00 9.95e-01f  1
   3  2.0284911e+01 2.56e-01 8.10e+01  -0.2 1.88e+00    -  1.00e+00 4.47e-01f  1
   4  1.9027074e+01 2.51e-01 1.13e+02  -0.3 8.32e-01    -  9.91e-01 2.20e-02h  1
   5  3.5942203e+00 8.78e-01 3.23e+01  -0.0 1.05e+00    -  1.00e+00 1.00e+00f  1
   6  7.2544022e-01 2.97e-01 9.34e+00  -0.3 6.36e-01    -  9.92e-01 1.00e+00f  1
   7  6.8725949e+00 1.50e-01 1.57e+01  -0.5 1.00e+00    -  7.91e-01 5.00e-01h  2
   8  6.8891195e+00 2.53e-01 1.48e+01  -0.4 1.21e+00    -  9.45e-01 3.92e-01h  2
   9  1.1843556e+01 2.63e-01 1.49e+01  -0.4 1.51e+00    -  9.50e-01 2.50e-01h  3
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  7.4524978e+00 1.07e+00 1.08e+02  -0.6 1.38e+00    -  4.83e-01 1.00e+00F  1
  11  1.3533715e+01 4.14e-01 1.41e+02  -0.6 1.73e+00    -  5.53e-01 1.00e+00h  1
  12  3.9989184e+00 1.03e+00 5.35e+01  -0.6 1.52e+00    -  9.20e-01 1.00e+00f  1
  13  1.5630359e+00 8.46e-01 3.74e+01  -0.6 9.49e-01    -  2.57e-01 3.57e-01f  1
  14  1.4168834e+01 5.97e-01 6.80e+01  -0.6 1.53e+00    -  8.35e-01 5.19e-01h  1
  15  1.1627094e+01 4.96e-01 4.31e+01  -0.6 1.01e+00    -  1.00e+00 1.90e-01f  1
  16  8.6054150e+00 2.50e-01 8.95e+01  -0.6 1.12e+00    -  3.45e-01 5.19e-01f  1
  17  5.3499926e+00 3.09e-01 1.36e+02  -0.6 1.09e+00    -  3.57e-01 6.49e-01F  1
  18  4.4953884e+00 2.73e-01 7.65e+01  -0.6 1.32e+00    -  8.92e-01 4.79e-01h  1
  19  2.0272216e+01 2.37e-01 4.61e+00  -0.4 9.04e-01    -  9.33e-01 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  1.2873887e+00 1.22e-01 6.61e+00  -0.5 5.76e-01    -  1.00e+00 1.00e+00f  1
  21  2.0692078e-01 2.62e-02 2.38e-01  -1.3 2.15e-01    -  9.40e-01 1.00e+00h  1
  22  1.2231247e-01 1.98e-02 4.76e-02  -2.4 1.70e-01    -  9.19e-01 1.00e+00h  1
  23  3.9620948e-02 1.60e-01 1.41e+02  -2.7 3.97e-01    -  8.50e-01 1.00e+00h  1
  24  8.3340146e-02 2.81e-01 6.73e+01  -0.9 2.02e+00    -  1.00e+00 3.14e-01f  2
  25  1.0623614e-01 1.36e-01 9.93e+01  -1.0 3.10e-01    -  1.00e+00 1.00e+00h  1
  26  8.5771867e-02 2.16e-02 3.16e+01  -2.0 2.25e-01    -  1.00e+00 1.00e+00h  1
  27  1.9800460e-02 4.31e-02 3.88e+01  -2.9 2.41e-01    -  1.00e+00 1.00e+00h  1
  28  1.9509690e-02 2.11e-02 1.19e+02  -3.3 3.22e-01    -  1.00e+00 4.98e-01h  1
  29  3.8212947e-02 6.39e-02 6.98e+01  -1.8 3.24e-01    -  1.00e+00 1.00e+00f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30  1.9307492e-02 3.28e-02 1.90e+01  -1.9 5.36e-01    -  1.00e+00 1.00e+00h  1
  31  1.0146395e-02 4.91e-03 4.63e+01  -2.7 2.38e-01    -  1.00e+00 1.00e+00h  1
  32  1.6736512e-02 4.87e-03 9.81e+01  -3.8 9.76e-02    -  1.00e+00 9.02e-01h  1
  33  7.7582955e-03 5.81e-03 7.26e+01  -2.5 9.19e-02    -  1.00e+00 1.00e+00h  1
  34  1.2992774e-02 5.35e-03 6.90e+01  -2.7 8.49e-01    -  1.00e+00 1.25e-01h  4
  35  7.8234009e-03 1.07e-03 7.03e+01  -3.9 5.23e-02    -  1.00e+00 1.00e+00h  1
  36  6.9739203e-03 2.45e-03 7.13e+01  -3.6 2.38e+00    -  1.00e+00 1.82e-02h  3
  37  5.8007028e-03 4.90e-03 7.06e+01  -3.8 8.74e-02    -  1.00e+00 1.00e+00h  1
  38  5.7150149e-03 5.93e-03 7.05e+01  -4.0 4.17e-01    -  1.00e+00 1.25e-01h  4
  39  5.6678929e-03 6.42e-03 7.04e+01  -4.0 4.41e-01    -  1.00e+00 2.50e-01h  3
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  40  5.4721801e-03 4.41e-03 7.11e+01  -4.0 9.89e-01    -  1.00e+00 5.55e-02h  5
  41  4.8742303e-03 3.22e-03 7.00e+01  -4.0 9.70e-02    -  1.00e+00 1.00e+00h  1
  42  4.8270956e-03 3.73e-03 7.00e+01  -4.0 2.31e-01    -  1.00e+00 2.50e-01h  3
  43  4.7675618e-03 6.18e-03 7.00e+01  -4.0 2.88e-01    -  1.00e+00 2.50e-01h  3
  44  4.8362837e-03 4.36e-03 7.14e+01  -4.0 8.89e-02    -  1.00e+00 1.00e+00h  1
  45  4.3936992e-03 7.18e-03 7.01e+01  -4.1 1.37e-01    -  1.00e+00 5.00e-01h  2
  46  4.5693018e-03 1.68e-03 7.14e+01  -4.0 1.45e-01    -  1.00e+00 1.00e+00h  1
  47  4.1951635e-03 9.83e-04 7.00e+01  -4.0 8.10e-02    -  1.00e+00 1.00e+00h  1
  48  4.4923502e-03 1.43e-03 7.14e+01  -4.0 8.73e-02    -  1.00e+00 1.00e+00h  1
  49  4.2712506e-03 4.37e-03 7.14e+01  -4.0 2.57e-01    -  1.00e+00 2.50e-01h  3
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  50  4.0354000e-03 5.42e-03 7.01e+01  -4.0 1.27e-01    -  1.00e+00 1.00e+00H  1
  51  4.0375433e-03 1.46e-03 7.14e+01  -4.0 5.70e-02    -  1.00e+00 1.00e+00h  1
  52  3.9730444e-03 9.49e-04 7.14e+01  -4.0 1.84e-01    -  1.00e+00 1.25e-01h  4
  53  3.9690352e-03 7.69e-04 7.00e+01  -4.0 3.75e-02    -  1.00e+00 5.00e-01h  2
  54  3.9308310e-03 6.45e-04 7.01e+01  -4.1 3.17e-01    -  1.00e+00 2.50e-01h  3
  55  3.9279186e-03 1.39e-03 7.00e+01  -4.0 4.28e-02    -  1.00e+00 1.00e+00h  1
