epsilon,def_piccolo,tog_piccolo,var_piccolo,def_qt_unfilt,tog_qt_unfilt,var_qt_unfilt,def_qt_filt,tog_qt_filt,var_qt_filt
-0.03,0.0799896818343826,0.7034467242223786,0.2573783457725463,0.28296348418525996,0.8387814427168614,0.5073616468288543,0.3212891327364381,0.8598216012375233,0.5164644293453098
-0.0294,0.05053105191557309,0.6490165244348949,0.2793469308197118,0.22491469975400524,0.8057196670951021,0.5284013184768102,0.262377880215009,0.8274429842847102,0.5391150023468271
-0.0288,0.027304319425874423,0.5862331340621022,0.3020116807691532,0.1654315577875766,0.7657996616654248,0.5495526695021837,0.20146483912632532,0.7880182514458661,0.5611978325863399
-0.0282,0.010988388836535646,0.517453045408159,0.3253624389223245,0.10490504330085276,0.7192802127506328,0.5702301438599574,0.1392860475211136,0.7417969457194343,0.5830277185330904
-0.0276,0.0019520739778845157,0.4451696491471766,0.34938047591728716,0.04430573033518734,0.6673067845805467,0.5911107631377769,0.07648588850611576,0.689520934416876,0.6047518965081008
-0.027,0.0002586309030294385,0.37191487718175115,0.3740370737045576,0.01590113991998121,0.6097950502907068,0.6116179534895243,0.01377000260078215,0.6316228840999383,0.6259021986439541
-0.0264,0.00568452565521816,0.30016460220806684,0.3992924483311863,0.07528635038264209,0.548011190773503,0.6320096528039941,0.04828896600447291,0.5688629775347951,0.646619535015289
-0.0258,0.01775051076740927,0.23225148846665336,0.42509503223336703,0.13310936025855646,0.48186592577668125,0.6518142275338192,0.10903386610659649,0.5021801122326108,0.666963453163778
-0.0252,0.03576255844835384,0.1702884350443014,0.451381131249748,0.1887876985899002,0.41279959698018986,0.6716189176698129,0.16802114117859523,0.4316266372129123,0.6872290815439852
-0.0246,0.05885984326308843,0.11610509219165852,0.47807496474549843,0.24249480220481479,0.34088439027943657,0.6912179773485593,0.22467215209522962,0.35832626461196315,0.7065936378337326
-0.024,0.08606679351917891,0.0711992006186632,0.5050890891229499,0.2932062315998101,0.2670331557559855,0.7108170735001783,0.27869430643381365,0.2827495333492335,0.7258720112344763
-0.0234,0.11634623790711625,0.03670374282106549,0.5323251957895087,0.3409388256648589,0.1915942569170037,0.7296001884999945,0.3296811779010879,0.20599811852463285,0.7446247055086901
-0.0228,0.14865085067884531,0.013370142329438662,0.559675264696347,0.3853569458275142,0.11576181879184716,0.7479887520386669,0.3773440807906122,0.12843756761882447,0.7627207990805909
-0.0222,0.18197042350410508,0.0015670365989057377,0.5870230442976501,0.4263557604376832,0.0396198156926682,0.7663067993400008,0.4214065277151874,0.05042489812208861,0.78019063571906
