epsilon,def_piccolo,tog_piccolo,var_piccolo,def_qt_unfilt,tog_qt_unfilt,var_qt_unfilt,def_qt_filt,tog_qt_filt,var_qt_filt
-0.03,0.07991787265113393,0.7046055052691642,0.0007801495424175168,0.282763332645567,0.8395210193293485,0.02781625178619218,0.32077263848269744,0.8584308014916511,0.06391133431419455
-0.0294,0.050641413847551844,0.6494767390562887,9.565640824058375e-5,0.2251406070003328,0.8060683344623727,0.009910980256389812,0.2622049440329215,0.825670027538998,0.04492065215175517
-0.0288,0.027501722921342866,0.586072019989461,0.00013113264601095933,0.1658540239889515,0.7656282203802818,0.011298381287783488,0.20164764293603332,0.7857642651072543,0.02236516828639501
-0.0282,0.011182448260000461,0.5167661478247163,0.0012689260896121691,0.10583119219852294,0.7190059831111832,0.03584504322906007,0.13976839981307365,0.7390612710241081,0.0026524807512847692
-0.0276,0.0020611549532225655,0.44406582661548116,0.003913522670341832,0.04546890159703476,0.6666968360611494,0.06237396995470379,0.07728208255704203,0.686387690162115,0.030542618085586226
-0.027,0.0002131794138190604,0.3705110199449856,0.008474663065090387,0.014627469105814028,0.6087992609496141,0.09204197163732841,0.014757656856722867,0.6282803437805858,0.06134322229765238
-0.0264,0.005429594893237201,0.29858032048034305,0.015349802790960678,0.07347518877160664,0.5467383036067403,0.12380536976945994,0.04702372135812394,0.5653634830855905,0.0942065363224921
-0.0258,0.0172474118487327,0.23060401476959427,0.024906754357706992,0.1310259554085258,0.48034488982016504,0.15752315417210627,0.10774663506072907,0.4982509705450911,0.12930176718315772
-0.0252,0.034989612249489176,0.16868795975952547,0.037467322918795086,0.18685691387035247,0.41091522273948505,0.19355212241729014,0.16649259254551935,0.42746566655520396,0.1660111099418482
-0.0246,0.05781225982479984,0.11465071720689264,0.05329268005622217,0.24025148014450431,0.3387975209587505,0.23042897419029218,0.22299304058080027,0.3543121822137064,0.20439530095922326
-0.024,0.08475575003578904,0.06997565456843735,0.07257111891152207,0.29089988144525586,0.2646237820063272,0.2689823192313526,0.27688014383410536,0.27865967123515545,0.24434490154520436
-0.0234,0.11479726397885563,0.03577895552462786,0.09540870443719188,0.33874423678900917,0.18921123403419493,0.30905848092996224,0.327848155108002,0.20194791725623767,0.2849807258468089
-0.0228,0.14690165848884143,0.012793728263591327,0.121823182847594,0.3831997992496596,0.11319057870363841,0.348979666123732,0.37537563377662164,0.12413833952727421,0.3263098326896935
-0.0222,0.18006833972697917,0.001369690206723225,0.1517413528422817,0.4243125638237798,0.03678426892682701,0.3893921819468235,0.4194980699970996,0.046737207408367454,0.3676031401399118
-0.0216,0.21337210087784605,0.001487274518554047,0.1849999365081801,0.46181254505655006,0.03874952074614274,0.43026921997951484,0.45994953952760853,0.0306520441432116,0.40971308518604416
-0.021,0.24599642178711742,0.012784471122851564,0.22134982836445277,0.49596736659522106,0.11322973644190265,0.4703122778414437,0.4967680438658438,0.10666338430386757,0.45119204562530274
-0.0204,0.27725829161056487,0.034594300884934814,0.26046345448154445,0.5264405221172533,0.18605333226024523,0.5103484562754461,0.5297891010498919,0.18094947145414098,0.49210618550565
-0.0198,0.3066241861587637,0.06599053673778252,0.3019448466003766,0.5538494796947325,0.2568589196559316,0.549506054722781,0.5592461486102321,0.2533169760130815,0.5330768902676514
-0.0192,0.33371737267066515,0.10583913319269364,0.3453419339516712,0.5776362206151813,0.3251781913135015,0.587560174595822,0.5852054241110535,0.32307800457416175,0.5723252916931088
-0.0186,0.3583171933425697,0.15285280234807788,0.3901604817142458,0.5986851481002816,0.390804867406768,0.6245425437106725,0.6078014455138263,0.3898385554287632,0.6106736313624934
