This is Ipopt version 3.14.19, running with linear solver MUMPS 5.8.1.

Number of nonzeros in equality constraint Jacobian...:     9816
Number of nonzeros in inequality constraint Jacobian.:        8
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:     1388
                     variables with only lower bounds:        0
                variables with lower and upper bounds:      396
                     variables with only upper bounds:        0
Total number of equality constraints.................:     1287
Total number of inequality constraints...............:        1
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:        1

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  5.8774862e-01 1.50e+00 7.07e+01   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  2.2427923e+02 7.70e-01 2.54e+02  -0.2 1.59e+00    -  9.90e-03 1.00e+00h  1
   2  1.2898201e+02 2.83e-01 1.24e+02  -0.5 7.14e-01    -  1.00e+00 8.39e-01f  1
   3  5.4205290e+01 2.05e-01 1.00e+02  -0.7 2.20e+00    -  1.00e+00 3.31e-01f  1
   4  2.5137762e+01 1.84e-01 8.87e+01  -0.0 1.97e+00    -  9.35e-01 1.37e-01f  1
   5  2.0079428e+01 7.59e-01 5.79e+01  -0.2 1.16e+00    -  9.45e-01 1.00e+00f  1
   6  6.3689921e+00 5.80e-01 1.81e+01   0.1 5.79e-01    -  1.00e+00 1.00e+00f  1
   7  1.5109073e+01 4.43e-01 2.37e+01  -0.2 5.53e-01    -  9.96e-01 1.00e+00h  1
   8  2.9622767e+00 1.22e+00 1.10e+02  -0.3 1.50e+00    -  3.79e-01 5.18e-01F  1
   9  5.4489378e+00 8.02e-01 3.48e+01  -0.3 6.31e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  8.0381511e+00 1.09e-01 6.94e+00  -0.7 9.59e-01    -  1.00e+00 1.00e+00h  1
  11  4.9153677e-01 1.61e-02 6.15e-01  -1.8 2.21e-01    -  9.99e-01 1.00e+00f  1
  12  1.5805119e-01 4.30e-03 1.41e+02  -3.1 7.05e-02    -  1.00e+00 1.00e+00h  1
  13  2.0134524e-01 2.75e-03 1.11e+02  -1.1 6.28e-02    -  6.18e-01 1.00e+00f  1
  14  2.6323516e-01 4.20e-02 3.62e+01  -1.4 2.45e-01    -  1.00e+00 1.00e+00h  1
  15  1.9519667e-01 1.54e-02 4.38e+01  -1.4 1.35e-01    -  1.00e+00 1.00e+00h  1
  16  5.3569162e-02 3.83e-02 1.22e+02  -1.4 4.62e-01    -  1.00e+00 5.54e-01h  1
  17  8.2662803e-02 1.39e-01 5.89e+01  -1.1 5.86e-01    -  1.00e+00 1.00e+00f  1
  18  8.2479684e-02 2.51e-02 1.63e+01  -1.2 2.43e-01    -  1.00e+00 1.00e+00h  1
  19  2.0494346e-02 1.24e-02 2.74e+01  -2.4 2.25e-01    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  5.7135521e-03 2.25e-02 2.46e+01  -2.7 7.63e-01    -  1.00e+00 3.40e-01h  2
  21  2.5028211e-02 1.59e-02 1.40e+02  -3.1 6.76e-01    -  1.00e+00 1.00e+00H  1
  22  1.6991059e-02 1.71e-02 1.06e+02  -3.2 1.00e+00    -  1.00e+00 1.00e+00h  1
  23  5.0932053e-02 7.69e-02 5.25e+01  -1.3 9.46e-01    -  1.00e+00 5.00e-01f  2
  24  3.5643196e-02 7.26e-02 1.52e+01  -1.4 3.97e-01    -  1.00e+00 1.00e+00h  1
  25  3.1205454e-02 1.55e-02 3.17e+00  -1.4 2.09e-01    -  1.00e+00 1.00e+00h  1
  26  4.5146999e-03 1.09e-02 2.20e+01  -2.7 2.53e-01    -  9.99e-01 1.00e+00h  1
  27  1.9822702e-02 9.26e-03 1.33e+02  -2.9 7.31e-01    -  1.00e+00 8.29e-01h  1
  28  1.0039757e-02 9.12e-03 7.14e+01  -2.6 8.02e-01    -  1.00e+00 1.00e+00h  1
  29  2.0012812e-02 3.01e-03 7.07e+01  -3.6 2.09e-01    -  9.99e-01 1.00e+00H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30  5.3463349e-03 8.25e-03 7.04e+01  -4.0 2.24e-01    -  1.00e+00 1.00e+00h  1
  31  4.2775215e-03 9.10e-03 7.11e+01  -3.4 8.21e+00    -  1.00e+00 1.24e-02h  2
  32  1.7813048e-03 1.89e-03 6.95e+01  -3.1 1.56e-01    -  1.00e+00 1.00e+00h  1
  33  2.1315017e-03 8.71e-04 7.16e+01  -4.0 3.80e-02    -  1.00e+00 1.00e+00h  1
  34  1.1287671e-03 6.40e-04 7.14e+01  -4.0 9.30e-02    -  1.00e+00 1.00e+00h  1
  35  9.3726836e-04 6.35e-04 7.00e+01  -3.4 1.38e+00    -  1.00e+00 7.81e-03h  8
  36  9.1364913e-04 4.88e-04 7.14e+01  -4.0 6.10e-02    -  1.00e+00 5.00e-01h  2
  37  8.9592788e-04 6.54e-04 7.14e+01  -4.0 2.15e+00    -  1.00e+00 1.56e-02h  7
  38  1.4833619e-03 1.42e-03 7.00e+01  -4.0 8.94e-02    -  1.00e+00 1.00e+00H  1
  39  7.8428473e-04 2.76e-03 7.00e+01  -4.0 8.28e-02    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
