This is Ipopt version 3.14.19, running with linear solver MUMPS 5.8.1.

Number of nonzeros in equality constraint Jacobian...:     9816
Number of nonzeros in inequality constraint Jacobian.:        8
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:     1388
                     variables with only lower bounds:        0
                variables with lower and upper bounds:      396
                     variables with only upper bounds:        0
Total number of equality constraints.................:     1287
Total number of inequality constraints...............:        1
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:        1

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  6.1068419e-01 1.45e+00 7.07e+01   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  1.9938038e+02 9.06e-01 2.41e+02  -0.3 1.48e+00    -  9.92e-03 9.81e-01h  1
   2  8.8460959e+01 4.22e-01 1.00e+02  -0.5 7.32e-01    -  1.00e+00 1.00e+00f  1
   3  1.8901849e+01 2.97e-01 7.89e+01  -0.3 1.72e+00    -  1.00e+00 4.17e-01f  1
   4  5.9929398e+00 4.66e-01 1.30e+02  -0.0 1.12e+00    -  9.97e-01 1.00e+00F  1
   5  1.9149680e+01 8.64e-01 9.99e+01   0.6 2.64e+00    -  7.14e-01 3.78e-01f  2
   6  6.2398982e-01 8.42e-01 9.60e+01   0.3 8.35e+00    -  4.61e-01 2.45e-02f  1
   7  4.5664522e+00 2.58e-01 1.50e+01  -0.0 7.83e-01    -  9.98e-01 1.00e+00h  1
   8  1.2750612e+00 4.76e-01 4.71e+01  -0.2 9.44e-01    -  4.53e-01 5.92e-01F  1
   9  9.0329509e+00 2.64e-01 4.07e+01  -0.2 9.35e-01    -  8.07e-01 1.00e+00H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  8.2897522e+00 7.93e-02 6.00e+00  -0.4 5.75e-01    -  9.41e-01 1.00e+00f  1
  11  3.4687829e-01 9.13e-03 8.59e-02  -2.0 1.99e-01    -  9.74e-01 1.00e+00f  1
  12  6.3836715e-02 3.47e-02 1.41e+02  -4.0 2.30e-01    -  5.81e-01 1.00e+00h  1
  13  4.3250557e-02 2.95e-02 1.11e+02  -4.0 2.42e-01    -  4.73e-01 1.00e+00h  1
  14  1.8796591e-01 4.55e-02 6.99e+01  -2.8 2.16e-01    -  1.00e+00 1.00e+00h  1
  15  1.0802860e-01 1.67e-02 7.02e+01  -3.6 1.47e-01    -  1.00e+00 1.00e+00h  1
  16  3.9490144e-02 1.69e-02 7.18e+01  -3.8 1.16e+00    -  1.00e+00 4.36e-02h  1
  17  7.0786167e-02 7.70e-03 7.07e+01  -2.0 1.29e-01    -  1.00e+00 1.00e+00f  1
  18  4.3964599e-02 1.16e-03 6.97e+01  -3.2 3.57e-02    -  1.00e+00 1.00e+00h  1
  19  4.0386290e-02 1.20e-03 7.32e+01  -3.6 3.06e-01    -  1.00e+00 7.05e-02h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  3.2874262e-02 3.88e-04 6.72e+01  -2.5 1.91e-02    -  1.00e+00 1.00e+00f  1
  21  3.1692631e-02 1.09e-03 7.41e+01  -3.5 8.73e-02    -  1.00e+00 5.00e-01h  2
  22  2.8937573e-02 7.72e-04 7.08e+01  -4.0 3.71e-02    -  1.00e+00 1.00e+00h  1
  23  2.4776278e-02 2.19e-02 6.93e+01  -4.0 1.56e-01    -  1.00e+00 1.00e+00h  1
  24  2.4314825e-02 1.54e-02 7.00e+01  -4.0 1.63e-01    -  1.00e+00 1.00e+00h  1
  25  1.9379822e-02 1.55e-01 6.97e+01  -3.7 9.63e-01    -  1.00e+00 5.00e-01h  2
  26  2.5300627e-02 9.65e-02 7.28e+01  -3.5 6.91e-01    -  1.00e+00 5.00e-01h  2
  27  2.4424501e-02 4.76e-01 7.29e+01  -3.6 1.68e+00    -  3.00e-01 4.54e-01h  2
  28  1.8178991e-02 4.40e-01 7.23e+01  -3.6 1.92e+00    -  8.19e-01 1.69e-01h  3
  29  4.2822940e-02 3.15e-01 7.79e+01  -2.9 6.50e-01    -  1.00e+00 8.12e-01H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30  3.8978798e-02 1.37e+00 1.02e+02  -3.0 1.16e+00    -  1.14e-01 1.00e+00h  1
  31  3.7507745e-02 1.06e+00 1.24e+02  -3.0 9.73e-01    -  5.16e-01 2.34e-01h  3
  32  4.6592931e-02 5.19e-01 7.82e+01  -3.0 1.39e+00    -  6.18e-01 1.00e+00h  1
  33  1.2622940e-02 7.43e-02 6.15e+01  -3.0 1.10e+00    -  1.00e+00 1.00e+00h  1
  34  2.2323888e-02 9.35e-02 8.09e+01  -3.2 4.49e-01    -  9.77e-01 1.00e+00H  1
  35  1.0868480e-02 8.05e-02 7.77e+01  -3.0 3.17e-01    -  1.00e+00 1.00e+00h  1
  36  9.9283979e-03 2.16e-02 7.06e+01  -3.4 1.57e-01    -  1.00e+00 1.00e+00h  1
  37  7.1351294e-03 1.09e-02 7.13e+01  -4.0 1.86e-01    -  1.00e+00 1.00e+00h  1
  38  6.3625629e-03 7.88e-03 7.01e+01  -4.0 2.51e-01    -  1.00e+00 2.50e-01h  3
  39  6.4052824e-03 3.30e-03 7.14e+01  -4.0 7.28e-02    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  40  6.0146677e-03 1.18e-02 7.14e+01  -4.0 1.17e-01    -  1.00e+00 1.00e+00h  1
  41  5.5950652e-03 8.96e-03 7.00e+01  -4.0 1.21e-01    -  1.00e+00 1.00e+00h  1
  42  5.1555841e-03 2.99e-03 7.14e+01  -4.0 1.86e-01    -  1.00e+00 1.00e+00h  1
  43  4.7615835e-03 1.71e-03 7.00e+01  -4.0 5.62e-02    -  1.00e+00 1.00e+00h  1
  44  4.7985602e-03 1.57e-04 7.14e+01  -4.0 9.11e-02    -  1.00e+00 1.00e+00H  1
  45  4.6115305e-03 1.55e-03 7.13e+01  -4.0 1.13e-01    -  1.00e+00 5.00e-01h  2
  46  4.4485364e-03 1.07e-03 7.00e+01  -4.0 4.56e-02    -  1.00e+00 1.00e+00h  1
  47  4.1091725e-03 2.11e-03 7.01e+01  -4.0 6.19e-02    -  1.00e+00 1.00e+00h  1
  48  3.9661346e-03 3.77e-03 7.00e+01  -4.0 2.40e-01    -  1.00e+00 2.50e-01h  3
  49  3.7108593e-03 4.55e-03 7.01e+01  -4.0 9.78e-01    -  1.00e+00 6.25e-02h  5
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  50  3.6020579e-03 3.86e-03 7.14e+01  -4.0 2.46e-01    -  1.00e+00 1.25e-01h  4
  51  3.6059402e-03 3.86e-03 7.01e+01  -4.0 1.50e-01    -  1.00e+00 5.00e-01h  2
  52  3.1926625e-03 4.68e-03 7.14e+01  -4.0 8.30e-02    -  1.00e+00 1.00e+00h  1
  53  3.2084214e-03 4.66e-03 7.00e+01  -3.6 1.70e+00    -  1.00e+00 3.82e-03h  8
  54  3.1282764e-03 2.99e-04 7.01e+01  -4.0 2.39e-02    -  1.00e+00 1.00e+00h  1
  55  3.0155496e-03 1.89e-04 7.14e+01  -4.0 1.49e-02    -  1.00e+00 1.00e+00h  1
  56  2.9320658e-03 2.29e-03 7.14e+01  -4.0 8.81e-02    -  1.00e+00 1.00e+00h  1
  57  2.7126016e-03 2.63e-03 7.14e+01  -4.0 2.39e-01    -  1.00e+00 2.50e-01h  3
  58  2.5382115e-03 3.85e-03 7.14e+01  -4.0 2.38e-01    -  1.00e+00 2.50e-01h  3
  59  2.4431491e-03 4.21e-03 7.14e+01  -4.0 3.40e-01    -  1.00e+00 1.25e-01h  4
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  60  2.4737947e-03 3.34e-03 7.00e+01  -4.0 5.59e-01    -  1.00e+00 6.25e-02h  5
  61  2.1275303e-03 1.11e-03 7.14e+01  -4.0 4.23e-02    -  1.00e+00 1.00e+00h  1
  62  2.1345410e-03 1.11e-03 7.00e+01  -3.6 2.02e+00    -  1.00e+00 4.54e-03h  8
  63  2.0672177e-03 1.67e-04 7.00e+01  -4.0 1.96e-02    -  1.00e+00 1.00e+00h  1
  64  1.9911334e-03 5.68e-04 7.14e+01  -4.0 2.72e-02    -  1.00e+00 1.00e+00h  1
  65  2.1069065e-03 1.17e-03 7.14e+01  -4.0 9.45e-02    -  1.00e+00 1.00e+00H  1
  66  1.9261373e-03 3.84e-04 7.13e+01  -4.1 1.25e-01    -  1.00e+00 1.00e+00h  1
  67  1.8833897e-03 1.04e-03 7.14e+01  -4.0 4.02e-02    -  1.00e+00 1.00e+00h  1
  68  1.8507246e-03 5.22e-03 7.14e+01  -4.0 6.33e-02    -  1.00e+00 1.00e+00h  1
  69  2.8096225e-03 1.39e-03 7.01e+01  -4.0 1.55e-01    -  1.00e+00 1.00e+00H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  70  2.3746019e-03 5.78e-03 7.13e+01  -4.1 1.25e-01    -  1.00e+00 1.00e+00h  1
  71  2.4910685e-03 5.64e-03 7.01e+01  -4.1 5.42e-01    -  1.00e+00 3.12e-02h  6
  72  1.8366240e-03 1.47e-03 7.02e+01  -4.1 1.00e-01    -  1.00e+00 1.00e+00h  1
  73  1.7085573e-03 7.06e-04 7.14e+01  -4.0 9.87e-02    -  1.00e+00 1.00e+00h  1
  74  1.5924218e-03 2.69e-04 7.00e+01  -4.0 4.53e-02    -  1.00e+00 1.00e+00h  1
  75  1.6048279e-03 1.58e-04 7.14e+01  -4.0 1.86e-02    -  1.00e+00 1.00e+00h  1
  76  1.5550805e-03 1.86e-04 7.14e+01  -4.0 1.99e-02    -  1.00e+00 1.00e+00h  1
  77  1.5529688e-03 6.93e-05 7.14e+01  -4.0 8.27e-02    -  1.00e+00 1.25e-01h  4
  78  1.5457084e-03 6.06e-05 7.00e+01  -4.1 7.01e-02    -  1.00e+00 1.25e-01h  4
  79  1.5435982e-03 1.19e-04 7.12e+01  -4.1 1.76e-02    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  80  1.5344493e-03 6.07e-04 7.14e+01  -4.0 2.79e-02    -  1.00e+00 1.00e+00h  1
  81  1.5280929e-03 6.40e-04 7.14e+01  -4.1 2.90e-01    -  1.00e+00 3.12e-02h  6
  82  1.5235659e-03 6.30e-04 7.14e+01  -4.0 2.05e-01    -  1.00e+00 1.56e-02h  7
  83  1.5125817e-03 8.48e-04 7.00e+01  -4.0 1.04e-01    -  1.00e+00 2.50e-01h  3
  84  1.4369128e-03 1.21e-03 7.00e+01  -4.0 9.95e-02    -  1.00e+00 5.00e-01h  2
  85  1.3862311e-03 1.25e-03 7.00e+01  -4.0 3.05e-01    -  1.00e+00 1.25e-01h  4
  86  1.3645408e-03 1.21e-03 7.14e+01  -4.0 2.78e-01    -  1.00e+00 6.25e-02h  5
  87  1.2563369e-03 1.17e-03 7.14e+01  -4.0 1.87e-01    -  1.00e+00 2.50e-01h  3
  88  1.2475915e-03 2.34e-03 7.14e+01  -4.0 1.65e-01    -  1.00e+00 2.50e-01h  3
  89  1.7257819e-03 1.87e-03 7.13e+01  -4.1 1.08e-01    -  1.00e+00 1.00e+00H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  90  1.5520281e-03 2.46e-03 7.01e+01  -4.1 1.07e-01    -  1.00e+00 1.00e+00H  1
  91  1.2718448e-03 1.79e-03 7.01e+01  -4.1 1.50e-01    -  1.00e+00 5.00e-01h  2
  92  1.2012844e-03 1.85e-03 7.14e+01  -4.0 8.47e-02    -  1.00e+00 1.00e+00h  1
  93  1.2918013e-03 1.81e-03 7.00e+01  -4.0 2.53e-01    -  1.00e+00 3.12e-02h  6
  94  1.0937134e-03 4.06e-04 7.02e+01  -4.1 5.11e-02    -  1.00e+00 1.00e+00h  1
