ä_vals,norm_G_var_z,norm_G_uni_z,norm_G_def_z,norm_G_add_z,var_obj_def_z,var_obj_tog_z,var_obj_uni_z,var_obj_var_z
0.001,0.7943594625207163,0.7946918886327499,0.7944113472363415,0.7946918821442119,0.6047543675445249,0.6056408988314215,0.6056409086553352,0.6051084641843149
0.0013738237958832624,0.8020612286481232,0.801907002654349,0.8021079192905566,0.801907024105875,0.6166406504086794,0.6167452061865638,0.6167451738052202,0.6164823218102922
0.0018873918221350976,0.7442473828458298,0.7445408959054955,0.7442401466934124,0.7442434110260486,0.531571907433876,0.5315733783084841,0.5315846087052828,0.5315636112764438
0.002592943797404667,0.7341770175527546,0.7191121641339426,0.7339525684373756,0.8245108638717926,0.5170472754889235,0.6517892635365164,0.4923285319023046,0.5172084680213619
0.003562247890262444,1154.806262380289,0.7786023976669606,0.7826322539290663,0.7722408349147026,0.5880382485627368,0.5725397116178673,0.5819016966605096,0.9595678146904406
0.004893900918477494,0.6681904773723479,0.8208667566212873,0.7817827428336377,0.6598381683974998,0.5867081629013478,0.41932423816877856,0.6460086758687116,0.4297786702310312
0.006723357536499335,0.6671953325898318,0.6151099181692763,0.7812165385952193,0.5863385383802725,0.5857896237214898,0.3312239657038804,0.36376971269048924,0.42877641643680864
0.009236708571873866,0.6684484995824919,0.5281178312747739,0.7800835398637681,0.4625318209229734,0.5840553710160376,0.20695783197387807,0.2683418556236971,0.4303440953713186
0.01268961003167922,0.2721523212534247,0.3661452617415756,0.7836880257820997,0.28051830350593676,0.5888471576498101,0.07805161305997178,0.1301952978932199,0.07299527873468391
0.017433288221999882,0.013319633547706287,0.5195007320100489,0.7795818378557478,0.046995146012907205,0.5832783746076526,0.003706492573016867,0.25787304476778405,0.0008144736588129964
0.02395026619987486,0.6946537408086012,0.25848916821171053,0.7861373685969613,0.6971985507067792,0.5935341256257133,0.46220140809723304,0.059475195978820235,0.458685328031134
0.03290344562312668,0.6670161196744451,0.23880652697903304,0.720725480416443,0.004150194427917797,0.4949365805181588,0.0004418815734796036,0.050748634938052366,0.4285342836158653
0.04520353656360243,0.01582796422998328,0.11132674511230671,0.7795969486584451,0.001090267666703944,0.5832717690319387,0.00037193863385241553,0.016626514186162216,2.1085255238086707e-5
0.06210169418915616,0.6686834550337939,0.15158523109549157,0.7165508343254402,0.09911031529150575,0.48892897753763176,0.009177287131512928,0.022642390459983463,0.43068028959636784
0.0853167852417281,0.03832252422395374,0.06140125546496326,0.7112147506742752,0.0037540102163873446,0.48128803965979483,0.0004732477482260159,0.005348791792865223,0.0006081260279173904
0.11721022975334802,0.021065633857751682,0.03512375000779938,0.7811728394609637,0.0055851219109378,0.5857251094296284,0.0004454910972475011,0.002736088762791315,9.848222007045493e-5
0.16102620275609392,0.02588923271232976,0.012356925497217886,0.7125414280339751,0.036315593037216556,0.48326877254609957,0.051054542691962086,0.0010946921161212766,0.0003029688991249182
0.2212216291070449,0.017520238107691065,0.031934218517597306,0.7119079751999235,0.0440886449338914,0.4822873070112745,0.03884942309287276,0.001645664234151651,7.475982086168532e-7
0.30391953823131973,0.015268467473088363,0.01296851625602049,0.7861606350831455,0.002483610830178621,0.593539825596979,0.00037513774652441585,0.000623580131187074,3.307658161610539e-5
0.41753189365604015,0.017859811924720102,0.024980784424583926,0.7872315213822062,0.03600158629612756,0.59526165381157,0.0020478691988584123,0.0015520586136325094,8.064122628039388e-7
0.5736152510448679,0.03503956268986888,0.06011809774995321,0.7188846878353692,0.0033308991426034113,0.4910698833041074,0.0003431889770620649,0.0038112672783129197,0.0008342202691014977
0.7880462815669912,0.020940799815161986,0.05106854426985895,0.8130623131883158,0.03990585548761921,0.4986631179714351,0.0018929232671125132,0.004926362456616951,0.00012121206471754396
1.0826367338740543,0.026802616230606424,0.039591041292198294,0.7242474476586055,0.0370789023687225,0.49938556973437387,0.0010515122254231633,0.0032150661857099925,8.784008989602712e-5
1.4873521072935114,0.019583725530688996,0.09174263728847669,0.8055349508650476,0.021481588523868157,0.6205687663791212,0.0009776963028179048,0.05029683984482034,5.662959146485561e-6
2.043359717856942,0.013504513891687437,0.020527342456763555,0.7752841085719007,0.012625570961070578,0.5714308018183575,0.0005385507893396109,0.0008189397832756221,2.5100636736937193e-6
2.807216203941177,0.018050513233839497,0.044310584333109575,0.2788149811766678,0.008364466111454895,0.07021454065852803,0.00021664081474933542,0.0025733485397225796,3.7287846255439284e-6
3.856620421163471,0.025168785157931167,0.029615988139217654,0.7892090960911122,0.008401039153023147,0.5983308852431126,0.00020365078542381539,0.0002921531112175637,4.046866916147029e-5
5.298316906283709,0.0354322827779134,0.06513119932962129,0.7875515062103343,0.0032714523284018545,0.5959711744239807,0.00032802768229545895,0.004382385160300439,0.0003471930976267192
7.27895384398315,0.016627148178651283,0.016811658438358985,0.6613018711714816,0.0018052101433760576,0.41452146707869164,0.0003612530996163375,0.0007822806545311836,4.654585479165321e-6
10.0,0.01602453992049073,0.028907000202541822,0.6341730153173996,0.0012623759281808896,0.37942340922754364,0.00036917804387853336,0.0008407229244021031,5.541830370128692e-6
