This is Ipopt version 3.14.19, running with linear solver MUMPS 5.8.2.

Number of nonzeros in equality constraint Jacobian...:  1215565
Number of nonzeros in inequality constraint Jacobian.:     5312
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:     3879
                     variables with only lower bounds:        0
                variables with lower and upper bounds:      824
                     variables with only upper bounds:        0
Total number of equality constraints.................:     3726
Total number of inequality constraints...............:      553
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:      553

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  1.0497457e-03 4.15e+00 1.00e+00   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  1.2379784e-03 4.13e+00 1.56e+01  -0.3 1.69e+01    -  2.02e-02 4.27e-03h  1
   2  8.0297908e-03 4.07e+00 6.11e+01  -0.5 5.80e+01    -  2.01e-01 1.48e-02f  1
   3  8.4547184e-01 3.77e+00 7.24e+01  -0.7 6.13e+01    -  8.99e-02 1.50e-01f  1
   4  3.9358240e+00 3.07e+00 1.32e+02  -0.4 5.23e+01    -  3.12e-01 2.70e-01f  1
   5  3.9982346e+00 3.02e+00 6.90e+03   0.6 2.76e+01    -  1.00e+00 1.65e-02h  1
   6  4.4117103e+00 2.88e+00 1.33e+04   1.9 3.43e+01    -  6.32e-01 6.51e-02h  1
   7  7.9377574e+00 2.47e+00 2.85e+04   2.0 3.83e+01    -  9.52e-01 3.17e-01h  1
   8  1.6227515e+01 1.18e+00 5.96e+04   2.0 2.54e+01    -  9.16e-01 7.16e-01h  1
   9  1.7444256e+01 7.66e-01 4.24e+04   1.8 1.47e+01    -  1.00e+00 3.58e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  1.9421054e+01 6.48e-01 3.39e+04   1.4 1.51e+01    -  1.00e+00 6.83e-01h  1
  11  2.0725300e+01 9.95e-01 4.46e+04   1.6 1.47e+01    -  9.90e-01 6.57e-01f  1
  12  1.9965536e+01 3.14e-01 2.12e+04   1.5 8.95e+00    -  7.49e-01 1.00e+00f  1
  13  1.9515838e+01 2.32e-01 1.75e+04   0.0 5.64e+00    -  5.34e-01 1.00e+00h  1
  14  1.9580848e+01 2.17e-01 1.26e+04   1.2 5.17e+00    -  1.00e+00 1.00e+00f  1
  15  1.9421263e+01 5.85e-02 5.56e+03   0.7 2.72e+00    -  1.00e+00 1.00e+00h  1
  16  1.9463764e+01 3.73e-02 1.19e+04   0.5 2.33e+00    -  8.34e-01 9.15e-01H  1
  17  1.9746631e+01 9.75e-02 1.86e+04   0.8 3.02e+00    -  1.00e+00 1.00e+00f  1
  18  1.9713145e+01 9.31e-02 9.72e+03   0.7 2.55e+00    -  1.00e+00 1.00e+00f  1
  19  1.9650752e+01 1.66e-02 3.26e+03   0.4 1.03e+00    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  1.9699202e+01 6.43e-03 7.71e+03   0.1 1.56e+00    -  9.62e-01 1.00e+00H  1
  21  1.9827179e+01 1.85e-03 1.14e+04  -0.2 1.59e+00    -  9.30e-01 1.00e+00H  1
  22  1.9838519e+01 1.47e-03 1.02e+04  -0.6 2.23e+00    -  1.00e+00 1.25e-01h  4
  23  1.9939766e+01 2.25e-04 1.50e+03  -0.9 6.37e-01    -  1.00e+00 1.00e+00H  1
  24  1.9950684e+01 1.53e-04 1.50e+03  -1.0 7.73e-01    -  1.00e+00 1.25e-01h  4
  25  1.9957097e+01 1.35e-04 1.60e+03  -1.3 8.37e-01    -  1.00e+00 6.25e-02h  5
  26  1.9961358e+01 1.30e-04 4.14e+03  -1.5 1.98e+00    -  1.00e+00 1.45e-02h  7
  27  1.9965903e+01 1.26e-04 4.79e+03  -1.2 2.20e+00    -  1.00e+00 1.38e-02h  7
  28  2.0029787e+01 2.44e-03 1.34e+03  -0.9 9.73e-01    -  1.00e+00 4.29e-01f  2
  29  2.0224816e+01 8.96e-04 4.11e+03  -1.0 1.38e+00    -  1.00e+00 1.00e+00H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30  2.0073124e+01 5.56e-04 1.61e+03  -1.0 9.23e-01    -  1.00e+00 1.00e+00F  1
  31  2.0033364e+01 7.25e-03 3.11e+03  -1.0 1.28e+00    -  1.00e+00 3.72e-01h  2
  32  2.0059031e+01 5.06e-03 2.58e+02  -1.0 3.19e-01    -  1.00e+00 1.00e+00h  1
  33  2.0089151e+01 1.51e-03 8.34e+02  -1.0 2.60e-01    -  1.00e+00 1.00e+00h  1
  34  2.0064266e+01 5.48e-04 5.08e+02  -1.0 1.87e-01    -  1.00e+00 1.00e+00h  1
  35  2.0049642e+01 2.06e-04 3.97e+02  -1.0 1.14e-01    -  1.00e+00 1.00e+00h  1
  36  2.0061783e+01 7.95e-05 1.23e+02  -2.1 7.51e-02    -  1.00e+00 1.00e+00h  1
  37  2.0069206e+01 4.02e-05 3.22e+02  -2.9 1.11e-01    -  1.00e+00 1.00e+00H  1
  38  2.0044428e+01 2.86e-04 1.54e+04  -2.0 1.65e-01    -  2.16e-01 1.00e+00H  1
  39  2.0030126e+01 1.11e-04 1.10e+04  -2.6 9.29e-02    -  2.16e-01 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  40  2.0030368e+01 3.44e-05 9.48e+03  -2.6 5.15e-02    -  1.93e-01 1.00e+00h  1
  41  2.0021687e+01 1.11e-04 9.08e+01  -3.1 2.74e-02    -  1.00e+00 1.00e+00h  1
  42  1.9979184e+01 2.01e-03 8.83e+02  -3.2 1.27e-01    -  1.00e+00 6.87e-01h  1
  43  1.9889940e+01 7.68e-03 1.77e+03  -3.3 8.69e-01    -  5.55e-01 2.22e-01h  1
  44  1.9828098e+01 8.05e-03 2.68e+03  -3.3 6.96e-01    -  1.00e+00 1.80e-01h  1
  45  1.9709134e+01 1.06e-02 2.40e+03  -3.3 1.04e+00    -  6.78e-01 2.88e-01h  1
  46  1.9639636e+01 8.36e-03 1.36e+03  -3.3 5.80e-01    -  2.65e-01 4.36e-01h  1
  47  1.9654100e+01 3.60e-03 2.30e+02  -2.8 1.79e-01    -  1.00e+00 1.00e+00f  1
  48  1.9581159e+01 1.60e-03 6.02e+02  -3.1 1.85e-01    -  1.00e+00 7.51e-01h  1
  49  1.9414319e+01 4.27e-03 9.55e+02  -3.1 1.59e+00    -  6.62e-01 2.09e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  50  1.8930205e+01 5.85e-02 6.33e+02  -2.2 7.69e+00    -  2.27e-01 1.43e-01f  1
  51  1.8382290e+01 5.25e-02 9.83e+02  -2.2 1.80e+01    -  2.57e-01 6.64e-02f  1
  52  1.7546093e+01 9.60e-02 1.88e+03  -2.0 1.02e+01    -  3.99e-01 2.12e-01f  1
  53  1.6289560e+01 2.14e-01 2.31e+03  -2.2 1.24e+01    -  4.51e-01 2.64e-01h  1
  54  1.5123087e+01 3.86e-01 2.65e+03  -1.7 1.36e+01    -  7.06e-01 2.70e-01h  1
  55  1.4086526e+01 1.66e-01 3.94e+02  -1.8 3.15e+00    -  6.48e-01 1.00e+00h  1
  56  1.4825442e+01 2.40e-01 6.43e+01  -1.3 6.01e+00    -  1.00e+00 5.68e-01h  1
  57  1.4201444e+01 2.09e-01 1.15e+02  -1.4 4.14e+00    -  1.00e+00 1.00e+00h  1
  58  1.4262225e+01 1.69e-01 8.44e+01  -1.4 3.03e+00    -  9.28e-01 1.00e+00h  1
  59  1.4144433e+01 7.37e-02 8.52e+01  -1.8 2.91e+00    -  8.53e-01 6.66e-01H  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  60  1.5916656e+01 4.83e-01 1.55e+02  -1.2 5.68e+00    -  9.56e-01 1.00e+00f  1
  61  1.4963290e+01 1.90e-01 9.38e+01  -1.3 3.04e+00    -  1.00e+00 1.00e+00h  1
  62  1.4321135e+01 1.89e-01 6.06e+01  -1.3 4.93e+00    -  1.00e+00 8.83e-01h  1
  63  1.4263448e+01 9.93e-02 4.39e+01  -1.3 3.04e+00    -  1.00e+00 1.00e+00h  1
  64  1.5293174e+01 1.77e-01 1.10e+02  -1.0 3.76e+00    -  1.00e+00 1.00e+00h  1
  65  1.4894718e+01 7.68e-02 6.20e+01  -1.1 2.45e+00    -  1.00e+00 1.00e+00h  1
  66  1.4593148e+01 6.12e-02 7.18e+01  -1.3 2.45e+00    -  1.00e+00 8.48e-01h  1
  67  1.4527519e+01 3.28e-02 8.70e+01  -1.4 1.85e+00    -  1.00e+00 4.96e-01h  1
  68  1.4240814e+01 1.25e-01 9.59e+01  -1.4 2.96e+00    -  9.99e-01 1.00e+00h  1
  69  1.3035179e+01 2.29e-01 1.46e+02  -1.5 4.95e+00    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  70  1.2702379e+01 2.49e-01 1.53e+02  -1.2 4.25e+00    -  1.00e+00 1.00e+00h  1
  71  1.2352986e+01 9.74e-02 3.88e+01  -1.9 2.80e+00    -  1.00e+00 1.00e+00h  1
  72  1.1010001e+01 2.65e-01 3.78e+01  -2.1 4.71e+00    -  1.00e+00 1.00e+00h  1
  73  9.8873443e+00 2.70e-01 4.06e+01  -1.8 1.17e+01    -  1.00e+00 4.82e-01h  1
  74  9.0062954e+00 3.00e-01 5.65e+01  -2.0 6.16e+00    -  1.00e+00 7.34e-01h  1
  75  1.0094556e+01 4.71e-01 3.43e+01  -1.5 5.48e+00    -  1.00e+00 1.00e+00h  1
  76  9.6692153e+00 1.73e-01 2.01e+01  -1.6 4.20e+00    -  1.00e+00 7.13e-01h  1
  77  1.0879670e+01 3.97e-01 9.30e+01  -1.4 5.97e+00    -  1.00e+00 1.00e+00h  1
  78  1.0187290e+01 1.48e-01 2.22e+01  -1.5 3.72e+00    -  1.00e+00 1.00e+00h  1
  79  1.1136001e+01 3.29e-01 3.05e+01  -1.2 5.39e+00    -  1.00e+00 9.43e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  80  1.0622885e+01 1.88e-01 7.47e+00  -1.3 3.37e+00    -  1.00e+00 1.00e+00h  1
  81  1.0361554e+01 8.57e-02 4.15e+01  -1.6 3.00e+00    -  8.56e-01 6.21e-01H  1
  82  1.2066570e+01 2.96e-01 7.41e+01  -1.2 5.16e+00    -  1.00e+00 1.00e+00f  1
  83  1.1953808e+01 8.43e-02 3.95e+01  -1.3 2.75e+00    -  1.00e+00 1.00e+00h  1
  84  1.1622741e+01 4.93e-02 2.35e+01  -1.3 1.76e+00    -  1.00e+00 1.00e+00h  1
  85  1.1776384e+01 9.57e-02 5.41e+01  -1.3 2.49e+00    -  9.48e-01 1.00e+00h  1
  86  1.1629022e+01 4.52e-02 3.63e+01  -1.6 1.77e+00    -  1.00e+00 1.00e+00h  1
  87  1.2006353e+01 3.02e-02 9.10e+01  -1.9 1.66e+00    -  5.55e-01 5.76e-01H  1
  88  1.1708026e+01 1.87e-02 8.03e+01  -2.2 1.95e+00    -  1.00e+00 5.18e-01h  1
  89  1.0756362e+01 9.45e-02 1.79e+02  -2.3 3.12e+00    -  4.08e-01 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  90  1.0441280e+01 7.84e-02 2.10e+02  -2.3 8.43e+00    -  8.90e-01 1.21e-01h  1
  91  9.4685208e+00 2.87e-01 2.21e+02  -2.3 4.11e+00    -  4.85e-01 1.00e+00h  1
  92  9.3531157e+00 1.51e-01 1.92e+02  -2.0 4.26e+00    -  1.00e+00 4.59e-01h  1
  93  9.4247854e+00 4.10e-02 7.13e+01  -2.1 1.23e+00    -  1.00e+00 9.91e-01h  1
  94  9.1761527e+00 2.54e-02 4.17e+01  -2.6 1.51e+00    -  1.00e+00 9.83e-01h  1
  95  8.9497612e+00 2.58e-02 6.82e+01  -2.3 3.82e+00    -  1.00e+00 1.92e-01h  1
  96  7.9556952e+00 3.51e-01 1.50e+02  -2.1 1.24e+01    -  8.18e-01 3.91e-01h  1
  97  7.5565502e+00 1.53e-01 5.59e+01  -2.3 2.92e+00    -  1.00e+00 1.00e+00h  1
  98  7.4919054e+00 1.11e-01 4.65e+01  -2.5 1.64e+00    -  1.00e+00 3.00e-01h  1
  99  8.0009863e+00 6.60e-02 1.76e+01  -1.9 2.68e+00    -  7.87e-01 6.18e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 100  7.9981174e+00 3.98e-02 3.64e+01  -2.0 2.36e+00    -  1.00e+00 4.01e-01h  1
 101  8.0097868e+00 3.15e-02 3.44e+01  -2.0 1.08e+00    -  1.94e-01 2.32e-01h  1
 102  8.0753385e+00 1.88e-02 3.34e+02  -2.2 1.15e+00    -  1.00e+00 3.94e-01h  1
 103  1.0146367e+01 5.21e-01 3.12e+02  -1.4 9.14e+00    -  7.32e-01 5.90e-01f  1
 104  1.0097768e+01 5.09e-02 1.59e+02  -1.6 2.63e+00    -  1.00e+00 1.00e+00h  1
 105  9.8631925e+00 5.51e-02 6.44e+01  -1.6 1.71e+00    -  1.00e+00 1.00e+00h  1
 106  9.8691970e+00 3.36e-02 2.51e+01  -1.6 1.44e+00    -  1.00e+00 1.00e+00h  1
 107  9.9379626e+00 4.14e-02 1.67e+01  -1.6 1.52e+00    -  1.00e+00 1.00e+00h  1
 108  9.5935499e+00 3.18e-02 4.34e+01  -1.9 1.35e+00    -  1.00e+00 1.00e+00h  1
 109  8.8944877e+00 9.95e-02 1.03e+02  -2.0 2.35e+00    -  6.38e-01 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 110  8.4515791e+00 4.65e-02 1.19e+02  -2.0 1.66e+00    -  1.00e+00 1.00e+00h  1
 111  8.3930078e+00 2.98e-02 4.18e+01  -2.0 1.44e+00    -  1.00e+00 1.00e+00h  1
 112  8.1524981e+00 1.47e-02 3.47e+01  -2.6 1.44e+00    -  1.00e+00 6.22e-01h  1
 113  7.9062377e+00 3.15e-02 5.30e+01  -2.2 2.43e+00    -  1.00e+00 5.00e-01h  2
 114  7.6319432e+00 2.75e-02 7.32e+01  -2.6 2.26e+00    -  1.00e+00 5.02e-01h  1
 115  7.1596780e+00 9.26e-02 8.71e+01  -2.7 3.98e+00    -  1.00e+00 4.99e-01h  1
 116  7.5756792e+00 4.56e-02 3.08e+01  -2.2 1.63e+00    -  1.00e+00 1.00e+00h  1
 117  7.5193751e+00 2.54e-02 2.35e+01  -2.3 1.35e+00    -  4.78e-01 7.52e-01h  1
 118  7.3248288e+00 2.37e-02 1.83e+01  -2.4 1.29e+00    -  1.00e+00 8.06e-01h  1
 119  8.0418208e+00 1.16e-01 9.86e+01  -2.1 2.49e+00    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 120  7.6567468e+00 7.27e-02 5.13e+01  -2.2 2.50e+00    -  9.91e-01 1.00e+00h  1
 121  7.6090091e+00 2.41e-02 5.30e+01  -2.2 1.26e+00    -  1.00e+00 6.73e-01h  1
 122  7.6425506e+00 4.25e-02 3.42e+01  -2.2 1.40e+00    -  7.38e-01 1.00e+00h  1
 123  7.4469623e+00 2.10e-02 2.90e+01  -2.7 1.47e+00    -  1.00e+00 5.37e-01h  1
 124  7.5065474e+00 1.81e-02 3.39e+01  -2.2 1.58e+00    -  1.00e+00 5.00e-01h  2
 125  7.2643426e+00 1.92e-02 4.92e+01  -2.6 1.26e+00    -  1.00e+00 7.69e-01h  1
 126  7.0661711e+00 2.35e-02 6.67e+01  -2.8 1.62e+00    -  1.00e+00 5.67e-01h  1
 127  6.9407268e+00 2.79e-02 8.63e+01  -3.0 1.14e+00    -  1.00e+00 7.09e-01h  1
 128  6.9689624e+00 1.48e-02 6.03e+01  -2.7 9.91e-01    -  4.82e-01 5.13e-01h  1
 129  6.9649708e+00 1.32e-02 4.09e+02  -3.0 6.11e-01    -  1.00e+00 1.10e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 130  6.9198402e+00 7.81e-03 8.35e+01  -3.0 8.85e-01    -  9.50e-01 4.69e-01h  1
 131  7.0705998e+00 4.59e-03 6.42e+01  -2.8 6.96e-01    -  6.82e-01 6.75e-01H  1
 132  6.9635876e+00 4.09e-03 4.81e+01  -3.0 6.05e-01    -  1.00e+00 7.15e-01h  1
 133  6.9132960e+00 3.85e-03 1.71e+02  -3.3 8.04e-01    -  1.00e+00 2.69e-01h  1
 134  6.8714750e+00 8.09e-03 6.41e+01  -3.1 6.31e-01    -  8.67e-01 7.63e-01h  1
 135  6.8664920e+00 4.90e-03 7.40e+01  -3.2 4.51e-01    -  1.00e+00 4.04e-01h  1
 136  7.0432935e+00 1.94e-02 5.86e+01  -2.6 7.90e-01    -  5.08e-01 8.83e-01h  1
 137  6.8328953e+00 5.42e-02 1.04e+02  -2.9 1.32e+00    -  7.48e-01 1.00e+00h  1
